2013-05-17 01:28:08.052
antenna	 u coordinate	 v coordinate	 w coordinate
14	1842.47192132	-60.1686496469	-1488.78394727
15	3155.97654217	-533.141231254	-2531.9600829
16	5064.30466085	-1527.32232355	-4025.59380801
17	6932.22193195	-3290.29197992	-5453.40846558
18	8372.99736314	-5848.47032281	-6461.59878642
19	10984.8377516	-6199.6306781	-8534.02767604
20	-1353.67817732	-1529.59271013	1193.63482956
21	-2431.36060966	-2974.6241954	2163.40824285
22	-4607.68808821	-4761.68601157	4004.91561375
23	-6322.74919885	-5808.6933605	5429.21196149
24	-7461.2891573	-7496.25962032	6409.37507869
25	-581.529137566	2859.10939476	357.201690282
26	-171.918371699	4616.33111505	-63.7316959272
27	-1181.4655268	6619.04494813	653.781324736
28	-2231.01979843	9103.00710809	1377.32792668
29	-2256.59446041	13938.2689353	1154.79149778
2013-05-17 01:32:58.468
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.977128963	110.20485528	-219.577421747
2	518.744996892	149.999934868	-426.65526311
3	831.272452742	104.206695091	-670.805706752
4	975.668900554	161.541401525	-786.131210858
5	415.510291716	384.021971725	-347.676007527
6	494.917331246	382.306905607	-413.115964903
7	222.093297028	488.304950144	-194.950668838
8	455.153189418	293.847965263	-377.902884977
9	514.869509764	789.291249021	-441.733424402
10	901.59458294	626.456437644	-749.537221456
11	249.023067478	754.655753713	-226.848811439
12	751.859803235	1448.51191332	-659.277690857
13	735.081499995	908.475157013	-627.813471787
14	1842.44709574	-60.156088827	-1488.81517768
15	3155.93725859	-533.119715771	-2532.0135776
16	5064.24683702	-1527.28779826	-4025.67964946
17	6932.1519247	-3290.24472029	-5453.52596884
18	8372.9277066	-5848.41324081	-6461.74071139
19	10984.7353601	-6199.5557902	-8534.21387244
20	-1353.64751665	-1529.60193862	1193.65777468
21	-2431.30365938	-2974.64077081	2163.44945488
22	-4607.58774015	-4761.71742377	4004.99371501
23	-6322.61757023	-5808.73646489	5429.31913343
24	-7461.12940951	-7496.31048652	6409.50154909
25	-581.542574511	2859.10543019	357.211547541
26	-171.950923414	4616.3299429	-63.728781568
27	-1181.49956956	6619.03689347	653.801351325
28	-2231.05851084	9102.99189816	1377.36574366
29	-2256.6699089	13938.2535509	1154.82974857
2013-05-17 01:32:58.718
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.972655683	110.206668543	-219.581930125
2	518.73674222	150.003471342	-426.664055969
3	831.260371765	104.212362183	-670.819797041
4	975.654473866	161.54805302	-786.147748703
5	415.501780364	384.024804405	-347.683050516
6	494.90772234	382.310279633	-413.124353863
7	222.086663521	488.306464225	-194.954433349
8	455.144780456	293.851068205	-377.910599929
9	514.856641195	789.294759059	-441.742151532
10	901.577607025	626.462584135	-749.552503691
11	249.014077455	754.657451378	-226.853032401
12	751.838752982	1448.51703899	-659.290434994
13	735.064664733	908.480168314	-627.825931561
14	1842.42226954	-60.1435281762	-1488.84640766
15	3155.89797394	-533.098200555	-2532.06707163
16	5064.1890115	-1527.25327336	-4025.76548992
17	6932.08191513	-3290.19746114	-5453.64347092
18	8372.85804728	-5848.35615928	-6461.88263518
19	10984.632965	-6199.480903	-8534.40006711
20	-1353.61685552	-1529.6111669	1193.68071927
21	-2431.24670829	-2974.65734584	2163.49066594
22	-4607.48739056	-4761.74883529	4005.07181456
23	-6322.48593951	-5808.77956837	5429.42630315
24	-7460.96965922	-7496.36135162	6409.62801678
25	-581.556011261	2859.10146552	357.221405028
26	-171.983475072	4616.32877053	-63.7258666571
27	-1181.53361193	6619.02883858	653.82137849
28	-2231.0972225	9102.97668797	1377.40356129
29	-2256.74535664	13938.2381659	1154.86800064
2013-05-17 01:32:58.969
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.968182315	110.208481775	-219.586438427
2	518.728487375	150.00700776	-426.672848689
3	831.24829051	104.218029192	-670.833887125
4	975.640046852	161.554704417	-786.164286303
5	415.493268874	384.027637026	-347.690093361
6	494.89811327	382.313653594	-413.13274266
7	222.080029941	488.30797826	-194.958197748
8	455.136371342	293.854171089	-377.918314739
9	514.843772454	789.298269009	-441.750878443
10	901.56063081	626.46873051	-749.567785638
11	249.00508735	754.65914898	-226.85725321
12	751.817702479	1448.52216452	-659.303178775
13	735.047829226	908.485179501	-627.838391051
14	1842.39744273	-60.1309676948	-1488.87763723
15	3155.85868825	-533.076685608	-2532.12056499
16	5064.13118429	-1527.21874885	-4025.8513294
17	6932.01190326	-3290.15020246	-5453.76097181
18	8372.78838515	-5848.29907823	-6462.02455779
19	10984.5305663	-6199.40601649	-8534.58626005
20	-1353.58619394	-1529.62039497	1193.70366334
21	-2431.18975638	-2974.67392047	2163.53187603
22	-4607.38703942	-4761.78024612	4005.14991242
23	-6322.35430668	-5808.82267097	5429.53347063
24	-7460.80990645	-7496.41221564	6409.75448176
25	-581.569447817	2859.09750077	357.231262742
26	-172.016026673	4616.32759794	-63.7229511944
27	-1181.5676539	6619.02078345	653.841406233
28	-2231.13593341	9102.96147751	1377.44137959
29	-2256.82080362	13938.2227805	1154.906254
2013-05-17 01:32:59.220
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.963708857	110.210294976	-219.590946653
2	518.720232357	150.010544122	-426.681641268
3	831.236208978	104.22369612	-670.847977005
4	975.625619513	161.561355715	-786.180823659
5	415.484757244	384.030469589	-347.697136061
6	494.888504034	382.31702749	-413.141131294
7	222.073396286	488.30949225	-194.961962035
8	455.127962077	293.857273916	-377.926029406
9	514.830903541	789.301778871	-441.759605136
10	901.543654294	626.474876769	-749.583067298
11	248.996097161	754.660846522	-226.861473867
12	751.796651724	1448.5272899	-659.315922199
13	735.030993473	908.490190574	-627.850850255
14	1842.37261531	-60.1184073826	-1488.90886637
15	3155.8194015	-533.055170928	-2532.17405769
16	5064.07335539	-1527.18422474	-4025.93716791
17	6931.94188906	-3290.10294427	-5453.87847152
18	8372.71872024	-5848.24199766	-6462.16647922
19	10984.4281638	-6199.33113068	-8534.77245124
20	-1353.55553191	-1529.62962283	1193.72660689
21	-2431.13280367	-2974.69049472	2163.57308516
22	-4607.28668675	-4761.81165627	4005.22800857
23	-6322.22267174	-5808.86577266	5429.64063588
24	-7460.65015118	-7496.46307857	6409.88094404
25	-581.582884179	2859.09353592	357.241120685
26	-172.048578216	4616.32642512	-63.72003518
27	-1181.60169548	6619.01272809	653.861434553
28	-2231.17464358	9102.94626679	1377.47919854
29	-2256.89624985	13938.2073946	1154.94450863
2013-05-17 01:32:59.470
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.959235311	110.212108148	-219.595454804
2	518.711977166	150.014080427	-426.690433708
3	831.224127168	104.229362965	-670.862066679
4	975.611191848	161.568006916	-786.197360771
5	415.476245476	384.033302094	-347.704178617
6	494.878894633	382.32040132	-413.149519765
7	222.066762557	488.311006195	-194.965726209
8	455.119552659	293.860376686	-377.933743931
9	514.818034456	789.305288646	-441.768331611
10	901.526677476	626.481022913	-749.59834867
11	248.98710689	754.662544002	-226.865694371
12	751.775600719	1448.53241514	-659.328665267
13	735.014157475	908.495201531	-627.863309173
14	1842.34778727	-60.1058472396	-1488.94009509
15	3155.7801137	-533.033656516	-2532.22754972
16	5064.0155248	-1527.14970102	-4026.02300543
17	6931.87187256	-3290.05568655	-5453.99597003
18	8372.64905252	-5848.18491756	-6462.30839947
19	10984.3257577	-6199.25624557	-8534.95864071
20	-1353.52486942	-1529.63885048	1193.74954993
21	-2431.07585015	-2974.70706858	2163.61429333
22	-4607.18633254	-4761.84306574	4005.30610302
23	-6322.09103469	-5808.90887346	5429.74779889
24	-7460.49039342	-7496.51394041	6410.00740361
25	-581.596320347	2859.08957098	357.250978855
26	-172.081129702	4616.32525208	-63.7171186138
27	-1181.63573667	6619.0046725	653.88146345
28	-2231.21335301	9102.9310558	1377.51701814
29	-2256.97169532	13938.1920081	1154.98276453
2013-05-17 01:32:59.729
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.954607411	110.21398381	-219.600118328
2	518.703437131	150.017738615	-426.699529188
3	831.211628453	104.235225132	-670.876641989
4	975.596266334	161.574887364	-786.21446787
5	415.467440053	384.03623221	-347.711463868
6	494.868953699	382.32389142	-413.158197322
7	222.0599	488.312572298	-194.969620064
8	455.110853102	293.863586387	-377.941724324
9	514.804721429	789.308919355	-441.777358769
10	901.509114935	626.487380871	-749.614156682
11	248.977806521	754.664299952	-226.87006025
12	751.753823553	1448.53771697	-659.341847375
13	734.996740668	908.500385159	-627.876197409
14	1842.32210244	-60.0928541664	-1488.97240022
15	3155.73947004	-533.01140051	-2532.28288561
16	5063.95569827	-1527.11398725	-4026.11180184
17	6931.79943926	-3290.00679975	-5454.11751898
18	8372.57697954	-5848.12586968	-6462.45521228
19	10984.2198165	-6199.17877896	-8535.15124867
20	-1353.49314914	-1529.64839611	1193.77328355
21	-2431.01693185	-2974.72421354	2163.65692145
22	-4607.08251622	-4761.87555757	4005.38688859
23	-6321.9548562	-5808.95345955	5429.85865484
24	-7460.32512416	-7496.56655496	6410.138221
25	-581.610219627	2859.08546922	357.261177201
26	-172.114803593	4616.32403836	-63.7141008957
27	-1181.67095127	6618.99633889	653.902183606
28	-2231.25339646	9102.91532002	1377.55614257
29	-2257.04974158	13938.1760905	1155.02234096
2013-05-17 01:32:59.980
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.950133685	110.215796919	-219.604626324
2	518.695181587	150.021274806	-426.708321343
3	831.199546079	104.240891809	-670.890731247
4	975.581838006	161.581538364	-786.231004484
5	415.458928003	384.039064597	-347.718506131
6	494.859343962	382.327265116	-413.166585462
7	222.053266121	488.31408615	-194.97338401
8	455.102443375	293.86668904	-377.949438558
9	514.791851995	789.312428951	-441.786084801
10	901.492137506	626.493526779	-749.629437469
11	248.968816081	754.665997308	-226.874280445
12	751.732772037	1448.54284192	-659.354589716
13	734.979904171	908.505395883	-627.888655747
14	1842.29727315	-60.0802943679	-1489.00362809
15	3155.7001801	-532.989886643	-2532.33637629
16	5063.89786424	-1527.07946433	-4026.19763737
17	6931.72941804	-3289.95954301	-5454.23501508
18	8372.50730614	-5848.06879054	-6462.59713012
19	10984.117403	-6199.10389527	-8535.3374346
20	-1353.46248573	-1529.65762334	1193.79622553
21	-2430.95997668	-2974.74078661	2163.69812765
22	-4606.98215888	-4761.90696564	4005.46497958
23	-6321.82321486	-5808.99655852	5429.96581332
24	-7460.16536133	-7496.61741458	6410.26467506
25	-581.6236554	2859.08150409	357.271035834
26	-172.147354962	4616.32286487	-63.7111832069
27	-1181.70499166	6618.98828282	653.922213676
28	-2231.29210437	9102.9001085	1377.59396351
29	-2257.12518552	13938.160703	1155.06059947
2013-05-17 01:33:00.230
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.94565742	110.217610989	-219.609136711
2	518.686921352	150.024812876	-426.717118171
3	831.187456814	104.246561506	-670.904828012
4	975.567401455	161.588192906	-786.247549905
5	415.450411155	384.041898476	-347.725552104
6	494.849728799	382.330640594	-413.17497803
7	222.046628536	488.315600787	-194.977149903
8	455.094028893	293.869793334	-377.957156873
9	514.778975345	789.31594038	-441.79481539
10	901.475150482	626.499675935	-749.644726331
11	248.959820636	754.667695531	-226.878502796
12	751.711708747	1448.54796953	-659.367338674
13	734.963058213	908.510409235	-627.901120619
14	1842.27242966	-60.0677278642	-1489.03487263
15	3155.66086759	-532.968361269	-2532.38989558
16	5063.83999687	-1527.04492292	-4026.2835189
17	6931.65935619	-3289.91226087	-5454.35257431
18	8372.43759181	-5848.01168064	-6462.73912446
19	10984.0149297	-6199.02897129	-8535.5237207
20	-1353.4318051	-1529.6668554	1193.81917954
21	-2430.90298951	-2974.75736836	2163.73935543
22	-4606.88174507	-4761.93839022	4005.54311161
23	-6321.69149935	-5809.03968018	5430.07302822
24	-7460.00550857	-7496.66830095	6410.39119562
25	-581.637098332	2859.0775367	357.280900092
26	-172.17992409	4616.32169051	-63.708263369
27	-1181.73905028	6618.98022212	653.942255288
28	-2231.33083272	9102.88488838	1377.63180581
29	-2257.20067	13938.1453065	1155.0988802
2013-05-17 01:33:00.481
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.941183516	110.219424037	-219.613644556
2	518.678665462	150.028348955	-426.725910046
3	831.175373885	104.252228018	-670.91891686
4	975.552972476	161.59484371	-786.264086029
5	415.441898828	384.044730747	-347.732594078
6	494.840118732	382.33401416	-413.183365844
7	222.039994508	488.317114549	-194.980913623
8	455.085618863	293.872895873	-377.964870822
9	514.766105567	789.3194498	-441.803540985
10	901.458172451	626.505821612	-749.660006541
11	248.950830029	754.669392764	-226.882722686
12	751.690656729	1448.55309419	-659.380080302
13	734.946221225	908.515419729	-627.913578386
14	1842.24759914	-60.0551684042	-1489.06609965
15	3155.62157554	-532.946847938	-2532.44338493
16	5063.78215946	-1527.01040079	-4026.36935246
17	6931.58933035	-3289.86500508	-5454.47006804
18	8372.36791282	-5847.95460245	-6462.88103995
19	10983.9125088	-6198.954089	-8535.70990316
20	-1353.40114079	-1529.67608221	1193.84212048
21	-2430.84603271	-2974.77394065	2163.7805597
22	-4606.78138465	-4761.96979692	4005.6211992
23	-6321.55985378	-5809.08277736	5430.18018223
24	-7459.84574077	-7496.7191584	6410.51764426
25	-581.650533717	2859.07357139	357.290759181
26	-172.212475344	4616.32051658	-63.7053445764
27	-1181.77308987	6618.97216559	653.962286513
28	-2231.36953914	9102.86967633	1377.66962806
29	-2257.27611244	13938.129918	1155.13714127
2013-05-17 01:33:00.732
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.936709523	110.221237055	-219.618152324
2	518.670409399	150.031884977	-426.734701781
3	831.163290678	104.257894449	-670.933005504
4	975.538543171	161.601494415	-786.280621909
5	415.433386361	384.04756296	-347.739635907
6	494.830508499	382.33738766	-413.191753495
7	222.033360406	488.318628266	-194.984677231
8	455.07720868	293.875998354	-377.972584629
9	514.753235617	789.322959133	-441.812266361
10	901.441194118	626.511967173	-749.675286464
11	248.941839339	754.671089935	-226.886942423
12	751.66960446	1448.55821871	-659.392821573
13	734.929383992	908.520430109	-627.926035867
14	1842.222768	-60.0426091136	-1489.09732625
15	3155.58228244	-532.925334875	-2532.49687361
16	5063.72432035	-1526.97587906	-4026.45518505
17	6931.51930219	-3289.81774976	-5454.58756058
18	8372.29823104	-5847.89752475	-6463.02295425
19	10983.8100842	-6198.8792074	-8535.89608388
20	-1353.37047603	-1529.68530881	1193.86506089
21	-2430.7890751	-2974.79051256	2163.821763
22	-4606.6810227	-4762.00120295	4005.69928509
23	-6321.4282061	-5809.12587364	5430.28733401
24	-7459.68597048	-7496.77001475	6410.6440902
25	-581.663968907	2859.06960599	357.300618497
26	-172.245026541	4616.31934243	-63.7024252321
27	-1181.80712907	6618.96410883	653.982318315
28	-2231.40824482	9102.85446402	1377.70745097
29	-2257.35155412	13938.1145289	1155.17540362
2013-05-17 01:33:00.982
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.932235441	110.223050042	-219.622660017
2	518.662153163	150.035420943	-426.743493376
3	831.151207194	104.263560797	-670.947093943
4	975.524113541	161.608145021	-786.297157545
5	415.424873756	384.050395115	-347.746677593
6	494.820898101	382.340761094	-413.200140983
7	222.026726229	488.320141939	-194.988440727
8	455.068798346	293.879100777	-377.980298294
9	514.740365495	789.326468378	-441.82099152
10	901.424215485	626.518112618	-749.690566099
11	248.932848566	754.672787046	-226.891162008
12	751.64855194	1448.56334308	-659.405562486
13	734.912546514	908.525440374	-627.938493064
14	1842.19793625	-60.0300499922	-1489.12855244
15	3155.54298828	-532.90382208	-2532.55036162
16	5063.66647956	-1526.94135772	-4026.54101666
17	6931.44927172	-3289.77049492	-5454.70505193
18	8372.22854646	-5847.84044751	-6463.16486737
19	10983.707656	-6198.80432651	-8536.08226287
20	-1353.33981082	-1529.6945352	1193.88800079
21	-2430.73211668	-2974.80708407	2163.86296534
22	-4606.58065921	-4762.03260828	4005.77736927
23	-6321.29655631	-5809.16896902	5430.39448356
24	-7459.52619769	-7496.82087002	6410.77053342
25	-581.677403903	2859.0656405	357.310478042
26	-172.27757768	4616.31816805	-63.699505336
27	-1181.84116787	6618.95605184	654.002350694
28	-2231.44694975	9102.83925144	1377.74527453
29	-2257.42699505	13938.0991394	1155.21366724
2013-05-17 01:33:01.233
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.92776127	110.224862998	-219.627167634
2	518.653896754	150.038956852	-426.752284831
3	831.139123433	104.269227062	-670.961182176
4	975.509683585	161.61479553	-786.313692936
5	415.416361013	384.053227211	-347.753719134
6	494.811287538	382.344134463	-413.208528309
7	222.020091979	488.321655565	-194.99220411
8	455.06038786	293.882203144	-377.988011816
9	514.727495202	789.329977535	-441.82971646
10	901.407236551	626.524257948	-749.705845446
11	248.92385771	754.674484095	-226.89538144
12	751.62749917	1448.56846732	-659.418303043
13	734.89570879	908.530450524	-627.950949974
14	1842.17310388	-60.0174910402	-1489.1597782
15	3155.50369307	-532.882309552	-2532.60384897
16	5063.60863708	-1526.90683678	-4026.62684728
17	6931.37923894	-3289.72324056	-5454.8225421
18	8372.15885909	-5847.78337075	-6463.30677931
19	10983.6052241	-6198.72944631	-8536.26844011
20	-1353.30914516	-1529.70376138	1193.91094016
21	-2430.67515745	-2974.8236552	2163.90416671
22	-4606.48029418	-4762.06401293	4005.85545175
23	-6321.16490442	-5809.2120635	5430.50163088
24	-7459.36642242	-7496.8717242	6410.89697394
25	-581.690838706	2859.06167491	357.320337814
26	-172.310128762	4616.31699345	-63.6965848882
27	-1181.87520629	6618.94799462	654.02238365
28	-2231.48565393	9102.8240386	1377.78309876
29	-2257.50243522	13938.0837493	1155.25193215
2013-05-17 01:33:01.483
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.923287011	110.226675924	-219.631675175
2	518.645640171	150.042492705	-426.761076147
3	831.127039394	104.274893245	-670.975270205
4	975.495253303	161.621445939	-786.330228082
5	415.407848131	384.05605925	-347.76076053
6	494.801676809	382.347507767	-413.216915471
7	222.013457654	488.323169147	-194.995967381
8	455.051977222	293.885305453	-377.995725195
9	514.714624737	789.333486605	-441.838441182
10	901.390257316	626.530403161	-749.721124506
11	248.91486677	754.676181083	-226.89960072
12	751.606446148	1448.5735914	-659.431043243
13	734.878870821	908.535460559	-627.9634066
14	1842.1482709	-60.0049322574	-1489.19100354
15	3155.4643968	-532.860797293	-2532.65733565
16	5063.55079291	-1526.87231623	-4026.71267693
17	6931.30920384	-3289.67598668	-5454.94003108
18	8372.08916892	-5847.72629447	-6463.44869007
19	10983.5027885	-6198.65456681	-8536.45461563
20	-1353.27847905	-1529.71298735	1193.93387902
21	-2430.6181974	-2974.84022594	2163.94536712
22	-4606.37992761	-4762.0954169	4005.93353254
23	-6321.03325041	-5809.25515709	5430.60877597
24	-7459.20664465	-7496.92257729	6411.02341175
25	-581.704273313	2859.05770924	357.330197814
26	-172.342679786	4616.31581863	-63.6936638886
27	-1181.9092443	6618.93993716	654.042417183
28	-2231.52435737	9102.80882549	1377.82092363
29	-2257.57787465	13938.0683587	1155.29019833
2013-05-17 01:33:01.742
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.918658373	110.228551333	-219.636338069
2	518.637098697	150.046150425	-426.770170464
3	831.114538372	104.280754727	-670.989843813
4	975.480325083	161.62832557	-786.347333148
5	415.399041555	384.058988884	-347.768044582
6	494.791734503	382.350997322	-413.225591674
7	222.006594482	488.324734873	-194.999860301
8	455.043276402	293.888514678	-378.003704403
9	514.701310281	789.337116585	-441.847466527
10	901.372692273	626.536760157	-749.736930127
11	248.905565711	754.677936523	-226.903965333
12	751.584666896	1448.57889203	-659.444222385
13	734.861451974	908.540643233	-627.976292464
14	1842.12258097	-59.9919405913	-1489.22330517
15	3155.42374439	-532.838543513	-2532.712666
16	5063.49095233	-1526.83660573	-4026.80146519
17	6931.23675131	-3289.62710385	-5455.06157016
18	8372.0170727	-5847.66725054	-6463.59549306
19	10983.3968168	-6198.577106	-8536.64720916
20	-1353.24675501	-1529.72253124	1193.95760832
21	-2430.55927237	-2974.85736767	2163.98798722
22	-4606.27609851	-4762.12790305	4006.01430397
23	-6320.89705439	-5809.29973571	5430.71961337
24	-7459.04135469	-7496.97518278	6411.15420663
25	-581.718170979	2859.05360672	357.340398053
26	-172.376353198	4616.31460306	-63.6906415843
27	-1181.94445563	6618.93160162	654.063142135
28	-2231.56439463	9102.79308752	1377.86005351
29	-2257.65591464	13938.0524368	1155.32978538
2013-05-17 01:33:01.993
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.914183933	110.230364196	-219.640845456
2	518.628841763	150.049686164	-426.778961494
3	831.102453769	104.286420743	-671.003931425
4	975.465894139	161.63497578	-786.363867797
5	415.390528391	384.061820805	-347.775085685
6	494.782123438	382.354370492	-413.233978505
7	221.999960007	488.326248363	-195.003623343
8	455.034865454	293.89161687	-378.011417492
9	514.688439467	789.340625476	-441.856190806
10	901.355712426	626.542905135	-749.7522086
11	248.896574603	754.679633386	-226.908184302
12	751.563613364	1448.58401583	-659.456961859
13	734.844613506	908.545653035	-627.988748508
14	1842.09774673	-59.979382153	-1489.25452965
15	3155.38444598	-532.817031799	-2532.76615133
16	5063.43310472	-1526.80208599	-4026.88729284
17	6931.1667115	-3289.57985094	-5455.17905672
18	8371.94737685	-5847.61017522	-6463.73740142
19	10983.2943738	-6198.50222792	-8536.83338114
20	-1353.21608797	-1529.73175679	1193.98054612
21	-2430.50231067	-2974.87393762	2164.02918566
22	-4606.17572882	-4762.15930562	4006.09238129
23	-6320.76539609	-5809.34282747	5430.82675392
24	-7458.88157186	-7497.02603365	6411.28063893
25	-581.731605192	2859.04964085	357.350258516
26	-172.408904105	4616.31342779	-63.6877194621
27	-1181.97849284	6618.92354369	654.083176842
28	-2231.60309656	9102.77787387	1377.89787972
29	-2257.73135252	13938.0370452	1155.36805417
2013-05-17 01:33:02.244
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.909706955	110.232178022	-219.645355234
2	518.620580135	150.053223782	-426.787757196
3	831.090362273	104.292089777	-671.018026543
4	975.45145497	161.641629531	-786.380411251
5	415.382010428	384.064654218	-347.782130498
6	494.772506948	382.357745443	-413.242369764
7	221.993321826	488.327762636	-195.007388332
8	455.026449752	293.894720703	-378.01913466
9	514.675561435	789.344136199	-441.864919641
10	901.338722984	626.549053361	-749.767495149
11	248.88757849	754.681331116	-226.912405429
12	751.542548058	1448.58914229	-659.469707949
13	734.827765576	908.550665463	-628.001211085
14	1842.07289829	-59.9668170103	-1489.28577081
15	3155.34512501	-532.795508578	-2532.81966526
16	5063.37522376	-1526.76754774	-4026.97316648
17	6931.09663105	-3289.53257264	-5455.29660641
18	8371.87764005	-5847.55306914	-6463.87938626
19	10983.1918711	-6198.42730956	-8537.01965328
20	-1353.1854037	-1529.74098718	1194.00349596
21	-2430.44531699	-2974.89051625	2164.07040568
22	-4606.07530265	-4762.1907247	4006.17049964
23	-6320.63366361	-5809.38594192	5430.93395088
24	-7458.72169908	-7497.07691127	6411.40713772
25	-581.745046564	2859.04567273	357.360124605
26	-172.441472771	4616.31225165	-63.6847951884
27	-1182.01254829	6618.91548112	654.103223092
28	-2231.64181892	9102.76265164	1377.93572729
29	-2257.80683095	13938.0216446	1155.40634518
2013-05-17 01:33:02.494
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.905232337	110.233990825	-219.649862469
2	518.612322855	150.056759408	-426.796547947
3	831.078277115	104.297755628	-671.032113746
4	975.437023374	161.648279544	-786.39694541
5	415.373496986	384.067486022	-347.789171312
6	494.762895553	382.361118482	-413.250756269
7	221.986687203	488.329276035	-195.011151149
8	455.018038501	293.897822781	-378.026847464
9	514.662690276	789.347644915	-441.873643483
10	901.321742535	626.555198108	-749.782773047
11	248.878587216	754.683027857	-226.916624094
12	751.521494024	1448.5942658	-659.482446709
13	734.810926617	908.555675035	-628.013666559
14	1842.04806283	-59.9542589106	-1489.31699445
15	3155.30582449	-532.7739974	-2532.87314926
16	5063.31737277	-1526.73302878	-4027.05899217
17	6931.02658662	-3289.48532069	-5455.4140906
18	8371.80793861	-5847.49599477	-6464.02129225
19	10983.0894207	-6198.35243288	-8537.20582179
20	-1353.15473577	-1529.7502123	1194.02643272
21	-2430.38835367	-2974.90708542	2164.11160219
22	-4605.97492988	-4762.22212591	4006.24857356
23	-6320.50200109	-5809.42903189	5431.04108696
24	-7458.56191127	-7497.12775996	6411.5335646
25	-581.758480388	2859.04170668	357.369985523
26	-172.474023563	4616.31107593	-63.6818719625
27	-1182.04658471	6618.90742273	654.123258953
28	-2231.68051936	9102.74743747	1377.97355482
29	-2257.88226733	13938.0062519	1155.44461652
2013-05-17 01:33:02.745
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.900757631	110.235803597	-219.654369628
2	518.604065401	150.060294977	-426.805338558
3	831.066191679	104.303421396	-671.046200744
4	975.422591453	161.654929459	-786.413479325
5	415.364983406	384.070317769	-347.796211983
6	494.753283993	382.364491456	-413.259142611
7	221.980052505	488.330789388	-195.014913853
8	455.009627098	293.900924801	-378.034560126
9	514.649818946	789.351153543	-441.882367106
10	901.304761785	626.561342738	-749.798050657
11	248.869595858	754.684724536	-226.920842607
12	751.500439739	1448.59938916	-659.495185112
13	734.794087413	908.560684493	-628.026121747
14	1842.02322676	-59.9417009803	-1489.34821767
15	3155.26652292	-532.752486489	-2532.92663258
16	5063.25952009	-1526.69851022	-4027.14481688
17	6930.95653987	-3289.43806921	-5455.5315736
18	8371.73823437	-5847.43892088	-6464.16319706
19	10982.9869667	-6198.27755689	-8537.39198856
20	-1353.12406738	-1529.75943722	1194.04936896
21	-2430.33138954	-2974.92365421	2164.15279774
22	-4605.87455557	-4762.25352643	4006.32664578
23	-6320.37033646	-5809.47212095	5431.14822081
24	-7458.40212097	-7497.17860756	6411.65998877
25	-581.771914019	2859.03774054	357.37984667
26	-172.506574298	4616.30989999	-63.6789481848
27	-1182.08062074	6618.89936411	654.143295391
28	-2231.71921905	9102.73222303	1378.011383
29	-2257.95770296	13937.9908588	1155.48288915
2013-05-17 01:33:02.995
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	265.896282836	110.237616339	-219.658876711
2	518.595807773	150.063830491	-426.814129028
3	831.054105966	104.309087082	-671.060287536
4	975.408159207	161.661579275	-786.430012995
5	415.356469687	384.073149457	-347.803252509
6	494.743672268	382.367864364	-413.26752879
7	221.973417733	488.332302697	-195.018676445
8	455.001215543	293.904026764	-378.042272645
9	514.636947444	789.354662083	-441.891090512
10	901.287780734	626.567487253	-749.813327979
11	248.860604417	754.686421154	-226.925060967
12	751.479385204	1448.60451239	-659.507923159
13	734.777247964	908.565693835	-628.03857665
14	1841.99839006	-59.9291432193	-1489.37944047
15	3155.2272203	-532.730975847	-2532.98011525
16	5063.20166571	-1526.66399205	-4027.23064061
17	6930.88649081	-3289.39081821	-5455.64905542
18	8371.66852734	-5847.38184746	-6464.30510069
19	10982.884509	-6198.20268161	-8537.57815359
20	-1353.09339854	-1529.76866193	1194.07230468
21	-2430.2744246	-2974.9402226	2164.19399232
22	-4605.77417972	-4762.28492627	4006.40471629
23	-6320.23866972	-5809.51520912	5431.25535243
24	-7458.24232818	-7497.22945408	6411.78641023
25	-581.785347455	2859.03377431	357.389708044
26	-172.539124974	4616.30872383	-63.6760238554
