2013-06-29 03:53:00.661	0
2013-06-29 03:53:00.912	1
2013-06-29 03:53:01.164	2
2013-06-29 03:53:01.416	3
2013-06-29 03:53:01.668	0
2013-06-29 03:53:01.919	1
2013-06-29 03:53:02.171	2
2013-06-29 03:53:02.422	3
2013-06-29 03:53:02.674	0
2013-06-29 03:53:02.926	2
2013-06-29 03:53:03.177	1
2013-06-29 03:53:03.429	3
2013-06-29 03:53:03.681	0
2013-06-29 03:53:03.932	2
2013-06-29 03:53:04.184	3
2013-06-29 03:53:04.436	1
2013-06-29 03:53:04.687	0
2013-06-29 03:53:04.939	2
2013-06-29 03:53:05.191	3
2013-06-29 03:53:05.442	2
2013-06-29 03:53:05.694	1
2013-06-29 03:53:05.946	0
2013-06-29 03:53:06.197	3
2013-06-29 03:53:06.449	2
2013-06-29 03:53:06.701	3
2013-06-29 03:53:06.952	2
2013-06-29 03:53:07.204	1
2013-06-29 03:53:07.455	0
2013-06-29 03:53:07.707	3
2013-06-29 03:53:07.959	2
2013-06-29 03:53:08.211	1
2013-06-29 03:53:08.462	0
2013-06-29 03:53:08.714	3
2013-06-29 03:53:08.965	2
2013-06-29 03:53:09.217	1
2013-06-29 03:53:09.469	0
2013-06-29 03:53:09.721	3
2013-06-29 03:53:09.972	2
2013-06-29 03:53:10.224	2
2013-06-29 03:53:10.475	1
2013-06-29 03:53:10.727	0
2013-06-29 03:53:10.979	3
2013-06-29 03:53:11.230	2
2013-06-29 03:53:11.482	1
2013-06-29 03:53:11.734	0
2013-06-29 03:53:11.985	3
2013-06-29 03:53:12.237	2
2013-06-29 03:53:12.489	1
2013-06-29 03:53:12.740	0
2013-06-29 03:53:12.992	3
2013-06-29 03:53:13.244	2
2013-06-29 03:53:13.495	1
2013-06-29 03:53:13.747	0
2013-06-29 03:53:13.999	3
2013-06-29 03:53:14.250	2
2013-06-29 03:53:14.502	3
2013-06-29 03:53:14.754	2
2013-06-29 03:53:15.005	1
2013-06-29 03:53:15.257	0
2013-06-29 03:53:15.509	3
2013-06-29 03:53:15.760	2
2013-06-29 03:53:16.012	1
2013-06-29 03:53:16.264	0
2013-06-29 03:53:16.515	3
2013-06-29 03:53:16.767	2
2013-06-29 03:53:17.018	2
2013-06-29 03:53:17.270	3
2013-06-29 03:53:17.522	1
2013-06-29 03:53:17.774	0
2013-06-29 03:53:18.025	3
2013-06-29 03:53:18.277	2
2013-06-29 03:53:18.528	3
2013-06-29 03:53:18.780	0
2013-06-29 03:53:19.032	2
2013-06-29 03:53:19.284	1
2013-06-29 03:53:19.535	0
2013-06-29 03:53:19.787	3
2013-06-29 03:53:20.038	1
2013-06-29 03:53:20.290	0
2013-06-29 03:53:20.542	2
2013-06-29 03:53:20.794	3
2013-06-29 03:53:21.045	2
2013-06-29 03:53:21.297	1
2013-06-29 03:53:21.548	0
2013-06-29 03:53:21.800	3
2013-06-29 03:53:22.052	2
2013-06-29 03:53:22.303	3
2013-06-29 03:53:22.555	1
2013-06-29 03:53:22.807	0
2013-06-29 03:53:23.058	2
2013-06-29 03:53:23.310	2
2013-06-29 03:53:23.562	3
2013-06-29 03:53:23.813	0
2013-06-29 03:53:24.065	1
2013-06-29 03:53:24.317	2
2013-06-29 03:53:24.568	3
2013-06-29 03:53:24.820	2
2013-06-29 03:53:25.072	3
2013-06-29 03:53:25.323	1
2013-06-29 03:53:25.575	0
2013-06-29 03:53:25.827	2
2013-06-29 03:53:26.078	3
2013-06-29 03:53:26.330	1
2013-06-29 03:53:26.581	0
2013-06-29 03:53:26.833	2
2013-06-29 03:53:27.085	3
2013-06-29 03:53:27.337	0
2013-06-29 03:53:27.588	1
2013-06-29 03:53:27.840	2
2013-06-29 03:53:28.091	3
2013-06-29 03:53:28.343	0
2013-06-29 03:53:28.595	1
2013-06-29 03:53:28.847	2
2013-06-29 03:53:29.098	3
2013-06-29 03:53:29.350	0
2013-06-29 03:53:29.601	1
2013-06-29 03:53:29.853	0
2013-06-29 03:53:30.105	2
2013-06-29 03:53:30.356	3
2013-06-29 03:53:30.608	1
2013-06-29 03:53:30.860	0
2013-06-29 03:53:31.111	3
2013-06-29 03:53:31.363	2
2013-06-29 03:53:31.615	2
2013-06-29 03:53:31.866	1
2013-06-29 03:53:32.118	0
2013-06-29 03:53:32.370	3
2013-06-29 03:53:32.621	2
2013-06-29 03:53:32.873	0
2013-06-29 03:53:33.125	3
