           1  -19.50812    
           2  -169.8459    
           3  -24.78242    
           4   115.0667    
           5   43.26109    
           6   20.79224    
           7  -104.2273    
           8  -52.30804    
           9   276.7188    
          10   183.3962    
          11  -14.44557    
          12  -208.4276    
          13   138.4959    
          14  -29.86618    
          15  -83.65977    
          16  -64.99373    
