['2013', '07', '02', '04', '16', '27', '0.259072', '0']
['2013', '07', '02', '04', '16', '28', '0.265728', '0']
['2013', '07', '02', '04', '16', '29', '0.272384', '0']
['2013', '07', '02', '04', '16', '30', '0.279040', '0']
['2013', '07', '02', '04', '16', '31', '0.285440', '0']
['2013', '07', '02', '04', '16', '32', '0.292096', '0']
['2013', '07', '02', '04', '16', '33', '0.298752', '0']
['2013', '07', '02', '04', '16', '34', '0.305408', '0']
['2013', '07', '02', '04', '16', '35', '0.311808', '0']
['2013', '07', '02', '04', '16', '36', '0.318464', '0']
['2013', '07', '02', '04', '16', '37', '0.325120', '0']
['2013', '07', '02', '04', '16', '38', '0.331776', '0']
['2013', '07', '02', '04', '16', '39', '0.338176', '0']
['2013', '07', '02', '04', '16', '40', '0.344832', '0']
['2013', '07', '02', '04', '16', '41', '0.351488', '0']
['2013', '07', '02', '04', '16', '42', '0.357888', '0']
['2013', '07', '02', '04', '16', '43', '0.364544', '0']
['2013', '07', '02', '04', '16', '44', '0.371200', '0']
['2013', '07', '02', '04', '16', '45', '0.377600', '0']
['2013', '07', '02', '04', '16', '46', '0.384256', '0']
['2013', '07', '02', '04', '16', '47', '0.390912', '0']
['2013', '07', '02', '04', '16', '48', '0.397312', '0']
['2013', '07', '02', '04', '16', '49', '0.403968', '0']
['2013', '07', '02', '04', '16', '50', '0.410624', '0']
['2013', '07', '02', '04', '16', '51', '0.417024', '0']
['2013', '07', '02', '04', '16', '52', '0.423680', '0']
['2013', '07', '02', '04', '16', '53', '0.430080', '0']
['2013', '07', '02', '04', '16', '54', '0.436736', '0']
['2013', '07', '02', '04', '16', '55', '0.443392', '0']
['2013', '07', '02', '04', '16', '56', '0.450048', '0']
['2013', '07', '02', '04', '16', '57', '0.456448', '0']
['2013', '07', '02', '04', '16', '58', '0.463104', '0']
['2013', '07', '02', '04', '16', '59', '0.469760', '0']
['2013', '07', '02', '04', '17', '00', '0.476416', '0']
['2013', '07', '02', '04', '17', '01', '0.482816', '0']
['2013', '07', '02', '04', '17', '02', '0.237568', '0']
['2013', '07', '02', '04', '17', '03', '0.244224', '0']
['2013', '07', '02', '04', '17', '04', '0.250624', '0']
['2013', '07', '02', '04', '17', '05', '0.257280', '0']
['2013', '07', '02', '04', '17', '06', '0.263936', '0']
['2013', '07', '02', '04', '17', '07', '0.270592', '0']
['2013', '07', '02', '04', '17', '08', '0.276992', '0']
['2013', '07', '02', '04', '17', '09', '0.283648', '0']
['2013', '07', '02', '04', '17', '10', '0.290304', '0']
['2013', '07', '02', '04', '17', '11', '0.296704', '0']
['2013', '07', '02', '04', '17', '12', '0.303360', '0']
['2013', '07', '02', '04', '17', '13', '0.310016', '0']
['2013', '07', '02', '04', '17', '14', '0.316416', '0']
['2013', '07', '02', '04', '17', '15', '0.323072', '0']
['2013', '07', '02', '04', '17', '16', '0.329728', '0']
['2013', '07', '02', '04', '17', '17', '0.336128', '0']
['2013', '07', '02', '04', '17', '18', '0.342784', '0']
['2013', '07', '02', '04', '17', '19', '0.097792', '0']
['2013', '07', '02', '04', '17', '20', '0.104448', '0']
['2013', '07', '02', '04', '17', '21', '0.111104', '0']
['2013', '07', '02', '04', '17', '22', '0.117504', '0']
['2013', '07', '02', '04', '17', '23', '0.124160', '0']
['2013', '07', '02', '04', '17', '24', '0.130816', '0']
['2013', '07', '02', '04', '17', '25', '0.137984', '0']
['2013', '07', '02', '04', '17', '26', '0.143872', '0']
['2013', '07', '02', '04', '17', '27', '0.150528', '0']
['2013', '07', '02', '04', '17', '28', '0.157184', '0']
['2013', '07', '02', '04', '17', '29', '0.163584', '0']
['2013', '07', '02', '04', '17', '30', '0.170240', '0']
['2013', '07', '02', '04', '17', '31', '0.176896', '0']
['2013', '07', '02', '04', '17', '32', '0.183296', '0']
['2013', '07', '02', '04', '17', '33', '0.189952', '0']
['2013', '07', '02', '04', '17', '34', '0.196608', '0']
['2013', '07', '02', '04', '17', '35', '0.203008', '0']
['2013', '07', '02', '04', '17', '36', '0.209664', '0']
['2013', '07', '02', '04', '17', '37', '0.216320', '0']
['2013', '07', '02', '04', '17', '38', '0.222976', '0']
['2013', '07', '02', '04', '17', '39', '0.229376', '0']
['2013', '07', '02', '04', '17', '40', '0.236032', '0']
['2013', '07', '02', '04', '17', '41', '0.242688', '0']
['2013', '07', '02', '04', '17', '42', '0.249088', '0']
['2013', '07', '02', '04', '17', '43', '0.255744', '0']
