2013-05-16 07:15:03.100298345
2013-05-16 07:15:04.707652330
2013-05-16 07:15:06.315046549
2013-05-16 07:15:07.922400534
2013-05-16 07:15:09.529794753
2013-05-16 07:15:11.137188971
2013-05-16 07:15:12.744542956
2013-05-16 07:15:14.351937175
2013-05-16 07:15:15.959291160
2013-05-16 07:15:17.566685379
2013-05-16 07:15:19.174039364
2013-05-16 07:15:20.781433582
2013-05-16 07:15:22.388827801
2013-05-16 07:15:23.996181786
2013-05-16 07:15:25.603576005
2013-05-16 07:15:27.210929990
2013-05-16 07:15:28.818324208
2013-05-16 07:15:30.425718427
2013-05-16 07:15:32.033072412
2013-05-16 07:15:33.640466630
2013-05-16 07:15:35.247820616
2013-05-16 07:15:36.855214834
2013-05-16 07:15:38.462568820
2013-05-16 07:15:40.069963038
2013-05-16 07:15:41.677357256
2013-05-16 07:15:43.284711242
2013-05-16 07:15:44.892105460
2013-05-16 07:15:46.499459445
2013-05-16 07:15:48.106853664
2013-05-16 07:15:49.714207649
2013-05-16 07:15:51.321601868
2013-05-16 07:15:52.928996086
2013-05-16 07:15:54.536350071
2013-05-16 07:15:56.143744290
2013-05-16 07:15:57.751098275
2013-05-16 07:15:59.358492494
2013-05-16 07:16:00.965846479
2013-05-16 07:16:02.573240697
2013-05-16 07:16:04.180634916
2013-05-16 07:16:05.787988901
2013-05-16 07:16:07.395383120
2013-05-16 07:16:09.002737105
2013-05-16 07:16:10.610131323
2013-05-16 07:16:12.217485309
2013-05-16 07:16:13.824879527
2013-05-16 07:16:15.432273746
2013-05-16 07:16:17.039627731
2013-05-16 07:16:18.647021949
2013-05-16 07:16:20.254375935
2013-05-16 07:16:21.861770153
2013-05-16 07:16:23.469164371
2013-05-16 07:16:25.076518357
2013-05-16 07:16:26.683912575
2013-05-16 07:16:28.291266561
2013-05-16 07:16:29.898660779
2013-05-16 07:16:31.506014764
2013-05-16 07:16:33.113408983
2013-05-16 07:16:34.720803201
2013-05-16 07:16:36.328157187
2013-05-16 07:16:37.935551405
2013-05-16 07:16:39.542905390
2013-05-16 07:16:41.150299609
2013-05-16 07:16:42.757653594
2013-05-16 07:16:44.365047812
2013-05-16 07:16:45.972442031
2013-05-16 07:16:47.579796016
2013-05-16 07:16:49.187190235
2013-05-16 07:16:50.794544220
2013-05-16 07:16:52.401938438
2013-05-16 07:16:54.009292424
2013-05-16 07:16:55.616686642
2013-05-16 07:16:57.224040627
2013-05-16 07:16:58.831434846
2013-05-16 07:17:00.438829064
2013-05-16 07:17:02.046183050
2013-05-16 07:17:03.653577268
2013-05-16 07:17:05.260931253
2013-05-16 07:17:06.868325472
2013-05-16 07:17:08.475679457
2013-05-16 07:17:10.083073676
2013-05-16 07:17:11.690467894
2013-05-16 07:17:13.297821879
2013-05-16 07:17:14.905216098
2013-05-16 07:17:16.512570083
2013-05-16 07:17:18.119964302
2013-05-16 07:17:19.727318287
2013-05-16 07:17:21.334712505
2013-05-16 07:17:22.942106724
2013-05-16 07:17:24.549460709
2013-05-16 07:17:26.156854928
2013-05-16 07:17:27.764208913
2013-05-16 07:17:29.371603131
2013-05-16 07:17:30.978957117
2013-05-16 07:17:32.586351335
2013-05-16 07:17:34.193745553
2013-05-16 07:17:35.801099539
2013-05-16 07:17:37.408493757
2013-05-16 07:17:39.015847743
2013-05-16 07:17:40.623241961
2013-05-16 07:17:42.230595946
2013-05-16 07:17:43.837990165
2013-05-16 07:17:45.445344150
2013-05-16 07:17:47.052738369
2013-05-16 07:17:48.660132587
2013-05-16 07:17:50.267486572
2013-05-16 07:17:51.874880791
2013-05-16 07:17:53.482234776
2013-05-16 07:17:55.089628994
2013-05-16 07:17:56.696982980
2013-05-16 07:17:58.304377198
2013-05-16 07:17:59.911771417
2013-05-16 07:18:01.519125402
2013-05-16 07:18:03.126519620
2013-05-16 07:18:04.733873606
2013-05-16 07:18:06.341267824
2013-05-16 07:18:07.948621809
2013-05-16 07:18:09.556016028
2013-05-16 07:18:11.163370013
2013-05-16 07:18:12.770764232
2013-05-16 07:18:14.378158450
2013-05-16 07:18:15.985512435
2013-05-16 07:18:17.592906654
2013-05-16 07:18:19.200260639
2013-05-16 07:18:20.807654858
2013-05-16 07:18:22.415008843
2013-05-16 07:18:24.022403061
2013-05-16 07:18:25.629757047
2013-05-16 07:18:27.237151265
2013-05-16 07:18:28.844545484
2013-05-16 07:18:30.451899469
2013-05-16 07:18:32.059293687
2013-05-16 07:18:33.666647673
2013-05-16 07:18:35.274041891
2013-05-16 07:18:36.881395876
2013-05-16 07:18:38.488790095
2013-05-16 07:18:40.096184313
2013-05-16 07:18:41.703538299
2013-05-16 07:18:43.310932517
2013-05-16 07:18:44.918286502
2013-05-16 07:18:46.525680721
2013-05-16 07:18:48.133034706
2013-05-16 07:18:49.740428925
2013-05-16 07:18:51.347782910
2013-05-16 07:18:52.955177128
2013-05-16 07:18:54.562571347
2013-05-16 07:18:56.169925332
2013-05-16 07:18:57.777319551
2013-05-16 07:18:59.384673536
2013-05-16 07:19:00.992067754
2013-05-16 07:19:02.599421740
2013-05-16 07:19:04.206815958
2013-05-16 07:19:05.814169943
2013-05-16 07:19:07.421564162
2013-05-16 07:19:09.028958380
2013-05-16 07:19:10.636312366
2013-05-16 07:19:12.243706584
2013-05-16 07:19:13.851060569
2013-05-16 07:19:15.458454788
2013-05-16 07:19:17.065808773
2013-05-16 07:19:18.673202991
2013-05-16 07:19:20.280556977
2013-05-16 07:19:21.887951195
2013-05-16 07:19:23.495305181
2013-05-16 07:19:25.102699399
2013-05-16 07:19:26.710093617
2013-05-16 07:19:28.317447603
2013-05-16 07:19:29.924841821
2013-05-16 07:19:31.532195807
2013-05-16 07:19:33.139590025
2013-05-16 07:19:34.746944010
2013-05-16 07:19:36.354338229
2013-05-16 07:19:37.961692214
2013-05-16 07:19:39.569086432
2013-05-16 07:19:41.176480651
2013-05-16 07:19:42.783834636
2013-05-16 07:19:44.391228855
2013-05-16 07:19:45.998582840
2013-05-16 07:19:47.605977058
2013-05-16 07:19:49.213331044
2013-05-16 07:19:50.820725262
2013-05-16 07:19:52.428079247
2013-05-16 07:19:54.035473466
2013-05-16 07:19:55.642867684
2013-05-16 07:19:57.250221670
2013-05-16 07:19:58.857615888
2013-05-16 07:20:00.464969873
2013-05-16 07:20:02.072364092
2013-05-16 07:20:03.679718077
2013-05-16 07:20:05.287112296
2013-05-16 07:20:06.894466281
2013-05-16 07:20:08.501860499
2013-05-16 07:20:10.109214485
2013-05-16 07:20:11.716608703
2013-05-16 07:20:13.324002922
2013-05-16 07:20:14.931356907
2013-05-16 07:20:16.538751125
2013-05-16 07:20:18.146105111
2013-05-16 07:20:19.753499329
2013-05-16 07:20:21.360853314
2013-05-16 07:20:22.968247533
2013-05-16 07:20:24.575601518
2013-05-16 07:20:26.182995737
2013-05-16 07:20:27.790349722
2013-05-16 07:20:29.397743940
2013-05-16 07:20:31.005138159
2013-05-16 07:20:32.612492144
2013-05-16 07:20:34.219886363
2013-05-16 07:20:35.827240348
2013-05-16 07:20:37.434634566
2013-05-16 07:20:39.041988552
2013-05-16 07:20:40.649382770
2013-05-16 07:20:42.256736755
2013-05-16 07:20:43.864130974
2013-05-16 07:20:45.471484959
2013-05-16 07:20:47.078879178
2013-05-16 07:20:48.686273396
2013-05-16 07:20:50.293627381
2013-05-16 07:20:51.901021600
2013-05-16 07:20:53.508375585
2013-05-16 07:20:55.115769804
2013-05-16 07:20:56.723123789
2013-05-16 07:20:58.330518007
2013-05-16 07:20:59.937871993
2013-05-16 07:21:01.545266211
2013-05-16 07:21:03.152620196
2013-05-16 07:21:04.760014415
2013-05-16 07:21:06.367408633
2013-05-16 07:21:07.974762619
2013-05-16 07:21:09.582156837
2013-05-16 07:21:11.189510822
2013-05-16 07:21:12.796905041
2013-05-16 07:21:14.404259026
2013-05-16 07:21:16.011653244
2013-05-16 07:21:17.619007230
2013-05-16 07:21:19.226401448
2013-05-16 07:21:20.833755434
2013-05-16 07:21:22.441149652
2013-05-16 07:21:24.048503637
2013-05-16 07:21:25.655897856
2013-05-16 07:21:27.263292074
2013-05-16 07:21:28.870646060
2013-05-16 07:21:30.478040278
2013-05-16 07:21:32.085394263
2013-05-16 07:21:33.692788482
2013-05-16 07:21:35.300142467
2013-05-16 07:21:36.907536685
2013-05-16 07:21:38.514890671
2013-05-16 07:21:40.122284889
2013-05-16 07:21:41.729638875
2013-05-16 07:21:43.337033093
2013-05-16 07:21:44.944387078
2013-05-16 07:21:46.551781297
2013-05-16 07:21:48.159175515
2013-05-16 07:21:49.766529500
2013-05-16 07:21:51.373923719
2013-05-16 07:21:52.981277704
2013-05-16 07:21:54.588671923
2013-05-16 07:21:56.196025908
2013-05-16 07:21:57.803420126
2013-05-16 07:21:59.410774112
2013-05-16 07:22:01.018168330
2013-05-16 07:22:02.625522316
2013-05-16 07:22:04.232916534
2013-05-16 07:22:05.840270519
2013-05-16 07:22:07.447664738
2013-05-16 07:22:09.055058956
2013-05-16 07:22:10.662412941
2013-05-16 07:22:12.269807160
2013-05-16 07:22:13.877161145
2013-05-16 07:22:15.484555364
2013-05-16 07:22:17.091909349
2013-05-16 07:22:18.699303567
2013-05-16 07:22:20.306657553
2013-05-16 07:22:21.914051771
2013-05-16 07:22:23.521405756
2013-05-16 07:22:25.128799975
2013-05-16 07:22:26.736153960
2013-05-16 07:22:28.343548179
2013-05-16 07:22:29.950902164
2013-05-16 07:22:31.558296382
2013-05-16 07:22:33.165690601
2013-05-16 07:22:34.773044586
2013-05-16 07:22:36.380438805
2013-05-16 07:22:37.987792790
2013-05-16 07:22:39.595187008
2013-05-16 07:22:41.202540994
2013-05-16 07:22:42.809935212
2013-05-16 07:22:44.417289197
2013-05-16 07:22:46.024683416
2013-05-16 07:22:47.632037401
2013-05-16 07:22:49.239431620
2013-05-16 07:22:50.846785605
2013-05-16 07:22:52.454179823
2013-05-16 07:22:54.061533809
2013-05-16 07:22:55.668928027
2013-05-16 07:22:57.276282012
2013-05-16 07:22:58.883676231
2013-05-16 07:23:00.491070449
2013-05-16 07:23:02.098424435
2013-05-16 07:23:03.705818653
2013-05-16 07:23:05.313172638
2013-05-16 07:23:06.920566857
2013-05-16 07:23:08.527920842
2013-05-16 07:23:10.135315061
2013-05-16 07:23:11.742669046
2013-05-16 07:23:13.350063264
2013-05-16 07:23:14.957417250
2013-05-16 07:23:16.564811468
2013-05-16 07:23:18.172165453
2013-05-16 07:23:19.779559672
2013-05-16 07:23:21.386913657
2013-05-16 07:23:22.994307876
