2010-05-01 09:05:09.994335473
2010-05-01 09:07:09.994851351
2010-05-01 09:09:09.995407462
2010-05-01 09:11:09.996044040
2010-05-01 09:13:09.995071292
2010-05-01 09:15:09.995748103
2010-05-01 09:17:09.994896054
2010-05-01 09:19:09.995653331
2010-05-01 09:21:09.996491075
2010-05-01 09:23:09.995719492
2010-05-01 09:25:09.995028377
2010-05-01 09:27:09.994337261
2010-05-01 09:28:54.995980561
