['2013', '07', '02', '07', '11', '42', '0.842496', '0']
['2013', '07', '02', '07', '11', '43', '0.849152', '0']
['2013', '07', '02', '07', '11', '44', '0.855808', '0']
['2013', '07', '02', '07', '11', '45', '0.862464', '0']
['2013', '07', '02', '07', '11', '46', '0.869120', '0']
['2013', '07', '02', '07', '11', '47', '0.875776', '0']
['2013', '07', '02', '07', '11', '48', '0.882432', '0']
['2013', '07', '02', '07', '11', '49', '0.889088', '0']
['2013', '07', '02', '07', '11', '50', '0.895488', '0']
['2013', '07', '02', '07', '11', '51', '0.902144', '0']
['2013', '07', '02', '07', '11', '52', '0.908800', '0']
['2013', '07', '02', '07', '11', '53', '0.915456', '0']
['2013', '07', '02', '07', '11', '54', '0.922112', '0']
['2013', '07', '02', '07', '11', '55', '0.928768', '0']
['2013', '07', '02', '07', '11', '56', '0.935424', '0']
['2013', '07', '02', '07', '11', '57', '0.942080', '0']
['2013', '07', '02', '07', '11', '58', '0.948736', '0']
['2013', '07', '02', '07', '11', '59', '0.955392', '0']
['2013', '07', '02', '07', '12', '00', '0.962048', '0']
['2013', '07', '02', '07', '12', '01', '0.968448', '0']
['2013', '07', '02', '07', '12', '02', '0.975104', '0']
['2013', '07', '02', '07', '12', '03', '0.981760', '0']
['2013', '07', '02', '07', '12', '05', '0.240384', '0']
['2013', '07', '02', '07', '12', '06', '0.247040', '0']
['2013', '07', '02', '07', '12', '07', '0.253696', '0']
['2013', '07', '02', '07', '12', '08', '0.260352', '0']
['2013', '07', '02', '07', '12', '09', '0.266752', '0']
['2013', '07', '02', '07', '12', '10', '0.273408', '0']
['2013', '07', '02', '07', '12', '11', '0.280064', '0']
['2013', '07', '02', '07', '12', '12', '0.286720', '0']
['2013', '07', '02', '07', '12', '13', '0.293376', '0']
['2013', '07', '02', '07', '12', '14', '0.300032', '0']
['2013', '07', '02', '07', '12', '15', '0.306432', '0']
['2013', '07', '02', '07', '12', '16', '0.313088', '0']
['2013', '07', '02', '07', '12', '17', '0.319744', '0']
['2013', '07', '02', '07', '12', '18', '0.326400', '0']
['2013', '07', '02', '07', '12', '19', '0.333056', '0']
['2013', '07', '02', '07', '12', '20', '0.339712', '0']
['2013', '07', '02', '07', '12', '21', '0.346368', '0']
['2013', '07', '02', '07', '12', '22', '0.353024', '0']
['2013', '07', '02', '07', '12', '23', '0.107776', '0']
['2013', '07', '02', '07', '12', '24', '0.114432', '0']
['2013', '07', '02', '07', '12', '25', '0.121088', '0']
['2013', '07', '02', '07', '12', '26', '0.127744', '0']
['2013', '07', '02', '07', '12', '27', '0.134400', '0']
['2013', '07', '02', '07', '12', '28', '0.141056', '0']
['2013', '07', '02', '07', '12', '29', '0.147712', '0']
['2013', '07', '02', '07', '12', '30', '0.154112', '0']
['2013', '07', '02', '07', '12', '31', '0.160768', '0']
['2013', '07', '02', '07', '12', '32', '0.167424', '0']
['2013', '07', '02', '07', '12', '33', '0.174080', '0']
['2013', '07', '02', '07', '12', '34', '0.180736', '0']
['2013', '07', '02', '07', '12', '35', '0.187392', '0']
['2013', '07', '02', '07', '12', '36', '0.194048', '0']
['2013', '07', '02', '07', '12', '37', '0.200704', '0']
['2013', '07', '02', '07', '12', '38', '0.207360', '0']
['2013', '07', '02', '07', '12', '39', '0.214016', '0']
['2013', '07', '02', '07', '12', '40', '0.220672', '0']
['2013', '07', '02', '07', '12', '41', '0.227072', '0']
['2013', '07', '02', '07', '12', '42', '0.233728', '0']
['2013', '07', '02', '07', '12', '43', '0.240384', '0']
['2013', '07', '02', '07', '12', '44', '0.247040', '0']
['2013', '07', '02', '07', '12', '45', '0.253696', '0']
['2013', '07', '02', '07', '12', '46', '0.260352', '0']
['2013', '07', '02', '07', '12', '47', '0.267008', '0']
['2013', '07', '02', '07', '12', '48', '0.273664', '0']
['2013', '07', '02', '07', '12', '49', '0.280320', '0']
['2013', '07', '02', '07', '12', '50', '0.286976', '0']
['2013', '07', '02', '07', '12', '51', '0.293376', '0']
['2013', '07', '02', '07', '12', '52', '0.300032', '0']
['2013', '07', '02', '07', '12', '53', '0.306688', '0']
['2013', '07', '02', '07', '12', '54', '0.313344', '0']
['2013', '07', '02', '07', '12', '55', '0.320000', '0']
['2013', '07', '02', '07', '12', '56', '0.326656', '0']
['2013', '07', '02', '07', '12', '57', '0.081664', '0']
['2013', '07', '02', '07', '12', '58', '0.088320', '0']
['2013', '07', '02', '07', '12', '59', '0.094976', '0']
['2013', '07', '02', '07', '13', '00', '0.101632', '0']
['2013', '07', '02', '07', '13', '01', '0.108288', '0']
['2013', '07', '02', '07', '13', '02', '0.114944', '0']
['2013', '07', '02', '07', '13', '03', '0.121600', '0']
['2013', '07', '02', '07', '13', '04', '0.379648', '0']
['2013', '07', '02', '07', '13', '05', '0.386304', '0']
['2013', '07', '02', '07', '13', '06', '0.392960', '0']
['2013', '07', '02', '07', '13', '07', '0.399616', '0']
['2013', '07', '02', '07', '13', '08', '0.406272', '0']
['2013', '07', '02', '07', '13', '09', '0.412928', '0']
['2013', '07', '02', '07', '13', '10', '0.419584', '0']
['2013', '07', '02', '07', '13', '11', '0.426240', '0']
['2013', '07', '02', '07', '13', '12', '0.432640', '0']
['2013', '07', '02', '07', '13', '13', '0.439296', '0']
['2013', '07', '02', '07', '13', '14', '0.445952', '0']
['2013', '07', '02', '07', '13', '15', '0.452608', '0']
['2013', '07', '02', '07', '13', '16', '0.459264', '0']
['2013', '07', '02', '07', '13', '17', '0.465920', '0']
['2013', '07', '02', '07', '13', '18', '0.221184', '0']
['2013', '07', '02', '07', '13', '19', '0.227584', '0']
['2013', '07', '02', '07', '13', '20', '0.234240', '0']
['2013', '07', '02', '07', '13', '21', '0.240896', '0']
['2013', '07', '02', '07', '13', '22', '0.247552', '0']
['2013', '07', '02', '07', '13', '23', '0.254208', '0']
['2013', '07', '02', '07', '13', '24', '0.260864', '0']
['2013', '07', '02', '07', '13', '25', '0.267520', '0']
['2013', '07', '02', '07', '13', '26', '0.274176', '0']
['2013', '07', '02', '07', '13', '27', '0.280832', '0']
['2013', '07', '02', '07', '13', '28', '0.287488', '0']
['2013', '07', '02', '07', '13', '29', '0.294144', '0']
['2013', '07', '02', '07', '13', '30', '0.300544', '0']
['2013', '07', '02', '07', '13', '31', '0.307200', '0']
['2013', '07', '02', '07', '13', '32', '0.313856', '0']
['2013', '07', '02', '07', '13', '33', '0.320512', '0']
['2013', '07', '02', '07', '13', '34', '0.327168', '0']
['2013', '07', '02', '07', '13', '35', '0.333824', '0']
['2013', '07', '02', '07', '13', '36', '0.340480', '0']
['2013', '07', '02', '07', '13', '37', '0.347136', '0']
['2013', '07', '02', '07', '13', '38', '0.353536', '0']
['2013', '07', '02', '07', '13', '39', '0.360192', '0']
['2013', '07', '02', '07', '13', '40', '0.366848', '0']
['2013', '07', '02', '07', '13', '41', '0.373504', '0']
['2013', '07', '02', '07', '13', '42', '0.380160', '0']
['2013', '07', '02', '07', '13', '43', '0.386816', '0']
['2013', '07', '02', '07', '13', '44', '0.393472', '0']
['2013', '07', '02', '07', '13', '45', '0.400128', '0']
['2013', '07', '02', '07', '13', '46', '0.406784', '0']
['2013', '07', '02', '07', '13', '47', '0.413440', '0']
['2013', '07', '02', '07', '13', '48', '0.420096', '0']
['2013', '07', '02', '07', '13', '49', '0.426752', '0']
['2013', '07', '02', '07', '13', '50', '0.433408', '0']
['2013', '07', '02', '07', '13', '51', '0.439808', '0']
['2013', '07', '02', '07', '13', '52', '0.446464', '0']
['2013', '07', '02', '07', '13', '53', '0.453120', '0']
['2013', '07', '02', '07', '13', '54', '0.459776', '0']
['2013', '07', '02', '07', '13', '55', '0.466432', '0']
['2013', '07', '02', '07', '13', '56', '0.473088', '0']
['2013', '07', '02', '07', '13', '57', '0.479744', '0']
['2013', '07', '02', '07', '13', '58', '0.486400', '0']
['2013', '07', '02', '07', '13', '59', '0.492800', '0']
['2013', '07', '02', '07', '14', '00', '0.499456', '0']
['2013', '07', '02', '07', '14', '01', '0.506368', '0']
['2013', '07', '02', '07', '14', '02', '0.512768', '0']
['2013', '07', '02', '07', '14', '03', '0.519424', '0']
['2013', '07', '02', '07', '14', '04', '0.526080', '0']
['2013', '07', '02', '07', '14', '05', '0.532736', '0']
['2013', '07', '02', '07', '14', '06', '0.539392', '0']
['2013', '07', '02', '07', '14', '07', '0.546048', '0']
['2013', '07', '02', '07', '14', '08', '0.552704', '0']
['2013', '07', '02', '07', '14', '09', '0.559360', '0']
['2013', '07', '02', '07', '14', '10', '0.566016', '0']
['2013', '07', '02', '07', '14', '11', '0.572416', '0']
['2013', '07', '02', '07', '14', '12', '0.579072', '0']
['2013', '07', '02', '07', '14', '13', '0.585728', '0']
['2013', '07', '02', '07', '14', '14', '0.592384', '0']
['2013', '07', '02', '07', '14', '15', '0.599040', '0']
['2013', '07', '02', '07', '14', '16', '0.605696', '0']
['2013', '07', '02', '07', '14', '17', '0.612352', '0']
['2013', '07', '02', '07', '14', '18', '0.619008', '0']
['2013', '07', '02', '07', '14', '19', '0.625664', '0']
['2013', '07', '02', '07', '14', '20', '0.632064', '0']
['2013', '07', '02', '07', '14', '21', '0.638976', '0']
['2013', '07', '02', '07', '14', '22', '0.645632', '0']
['2013', '07', '02', '07', '14', '23', '0.652032', '0']
['2013', '07', '02', '07', '14', '24', '0.658688', '0']
['2013', '07', '02', '07', '14', '25', '0.665344', '0']
['2013', '07', '02', '07', '14', '26', '0.672000', '0']
['2013', '07', '02', '07', '14', '27', '0.678656', '0']
['2013', '07', '02', '07', '14', '28', '0.685312', '0']
['2013', '07', '02', '07', '14', '29', '0.691968', '0']
['2013', '07', '02', '07', '14', '30', '0.698624', '0']
['2013', '07', '02', '07', '14', '31', '0.705024', '0']
['2013', '07', '02', '07', '14', '32', '0.711680', '0']
['2013', '07', '02', '07', '14', '33', '0.718336', '0']
['2013', '07', '02', '07', '14', '34', '0.724992', '0']
['2013', '07', '02', '07', '14', '35', '0.731648', '0']
['2013', '07', '02', '07', '14', '36', '0.738304', '0']
['2013', '07', '02', '07', '14', '37', '0.744960', '0']
['2013', '07', '02', '07', '14', '38', '0.751616', '0']
['2013', '07', '02', '07', '14', '39', '0.506368', '0']
['2013', '07', '02', '07', '14', '40', '0.513024', '0']
['2013', '07', '02', '07', '14', '41', '0.519680', '0']
['2013', '07', '02', '07', '14', '42', '0.526336', '0']
['2013', '07', '02', '07', '14', '43', '0.532992', '0']
['2013', '07', '02', '07', '14', '44', '0.539648', '0']
['2013', '07', '02', '07', '14', '45', '0.546048', '0']
['2013', '07', '02', '07', '14', '46', '0.552960', '0']
['2013', '07', '02', '07', '14', '47', '0.559360', '0']
['2013', '07', '02', '07', '14', '48', '0.566016', '0']
['2013', '07', '02', '07', '14', '49', '0.572672', '0']
['2013', '07', '02', '07', '14', '50', '0.579328', '0']
['2013', '07', '02', '07', '14', '51', '0.585984', '0']
['2013', '07', '02', '07', '14', '52', '0.592640', '0']
['2013', '07', '02', '07', '14', '53', '0.599296', '0']
['2013', '07', '02', '07', '14', '54', '0.605952', '0']
['2013', '07', '02', '07', '14', '55', '0.612608', '0']
['2013', '07', '02', '07', '14', '56', '0.619008', '0']
['2013', '07', '02', '07', '14', '57', '0.625664', '0']
['2013', '07', '02', '07', '14', '58', '0.632320', '0']
['2013', '07', '02', '07', '14', '59', '0.638976', '0']
['2013', '07', '02', '07', '15', '00', '0.645632', '0']
['2013', '07', '02', '07', '15', '01', '0.652288', '0']
['2013', '07', '02', '07', '15', '02', '0.658944', '0']
['2013', '07', '02', '07', '15', '03', '0.665600', '0']
['2013', '07', '02', '07', '15', '04', '0.672256', '0']
['2013', '07', '02', '07', '15', '05', '0.678912', '0']
['2013', '07', '02', '07', '15', '06', '0.685312', '0']
['2013', '07', '02', '07', '15', '07', '0.691968', '0']
['2013', '07', '02', '07', '15', '08', '0.698624', '0']
['2013', '07', '02', '07', '15', '09', '0.705280', '0']
['2013', '07', '02', '07', '15', '10', '0.711936', '0']
['2013', '07', '02', '07', '15', '11', '0.718592', '0']
['2013', '07', '02', '07', '15', '12', '0.725248', '0']
['2013', '07', '02', '07', '15', '13', '0.731904', '0']
['2013', '07', '02', '07', '15', '14', '0.738560', '0']
['2013', '07', '02', '07', '15', '15', '0.745216', '0']
['2013', '07', '02', '07', '15', '16', '0.751872', '0']
['2013', '07', '02', '07', '15', '17', '0.758272', '0']
['2013', '07', '02', '07', '15', '18', '0.764928', '0']
['2013', '07', '02', '07', '15', '19', '0.771584', '0']
['2013', '07', '02', '07', '15', '20', '0.526848', '0']
['2013', '07', '02', '07', '15', '21', '0.533504', '0']
['2013', '07', '02', '07', '15', '22', '0.540160', '0']
['2013', '07', '02', '07', '15', '23', '0.546816', '0']
['2013', '07', '02', '07', '15', '24', '0.553472', '0']
['2013', '07', '02', '07', '15', '25', '0.559872', '0']
['2013', '07', '02', '07', '15', '26', '0.566528', '0']
['2013', '07', '02', '07', '15', '27', '0.573184', '0']
['2013', '07', '02', '07', '15', '28', '0.327936', '0']
['2013', '07', '02', '07', '15', '29', '0.334592', '0']
['2013', '07', '02', '07', '15', '30', '0.341248', '0']
['2013', '07', '02', '07', '15', '31', '0.347904', '0']
['2013', '07', '02', '07', '15', '32', '0.354560', '0']
['2013', '07', '02', '07', '15', '33', '0.361216', '0']
['2013', '07', '02', '07', '15', '34', '0.367872', '0']
['2013', '07', '02', '07', '15', '35', '0.374528', '0']
['2013', '07', '02', '07', '15', '36', '0.381184', '0']
['2013', '07', '02', '07', '15', '37', '0.387584', '0']
['2013', '07', '02', '07', '15', '38', '0.394240', '0']
['2013', '07', '02', '07', '15', '39', '0.400896', '0']
['2013', '07', '02', '07', '15', '40', '0.407552', '0']
['2013', '07', '02', '07', '15', '41', '0.414208', '0']
['2013', '07', '02', '07', '15', '42', '0.420864', '0']
['2013', '07', '02', '07', '15', '43', '0.427520', '0']
['2013', '07', '02', '07', '15', '44', '0.434176', '0']
['2013', '07', '02', '07', '15', '45', '0.440832', '0']
['2013', '07', '02', '07', '15', '46', '0.447488', '0']
['2013', '07', '02', '07', '15', '47', '0.454144', '0']
['2013', '07', '02', '07', '15', '48', '0.460544', '0']
['2013', '07', '02', '07', '15', '49', '0.467200', '0']
['2013', '07', '02', '07', '15', '50', '0.473856', '0']
['2013', '07', '02', '07', '15', '51', '0.480512', '0']
['2013', '07', '02', '07', '15', '52', '0.487168', '0']
['2013', '07', '02', '07', '15', '53', '0.493824', '0']
['2013', '07', '02', '07', '15', '54', '0.248832', '0']
['2013', '07', '02', '07', '15', '55', '0.255488', '0']
['2013', '07', '02', '07', '15', '56', '0.262144', '0']
['2013', '07', '02', '07', '15', '57', '0.016896', '0']
['2013', '07', '02', '07', '15', '57', '0.772096', '0']
['2013', '07', '02', '07', '15', '58', '0.527104', '0']
['2013', '07', '02', '07', '15', '59', '0.533504', '0']
['2013', '07', '02', '07', '16', '00', '0.540160', '0']
['2013', '07', '02', '07', '16', '01', '0.546816', '0']
['2013', '07', '02', '07', '16', '02', '0.302080', '0']
['2013', '07', '02', '07', '16', '03', '0.308736', '0']
['2013', '07', '02', '07', '16', '04', '0.315392', '0']
['2013', '07', '02', '07', '16', '05', '0.321792', '0']
['2013', '07', '02', '07', '16', '06', '0.328448', '0']
['2013', '07', '02', '07', '16', '07', '0.335104', '0']
['2013', '07', '02', '07', '16', '08', '0.341760', '0']
['2013', '07', '02', '07', '16', '09', '0.348416', '0']
['2013', '07', '02', '07', '16', '10', '0.355072', '0']
['2013', '07', '02', '07', '16', '11', '0.361728', '0']
['2013', '07', '02', '07', '16', '12', '0.368384', '0']
['2013', '07', '02', '07', '16', '13', '0.374784', '0']
['2013', '07', '02', '07', '16', '14', '0.381440', '0']
['2013', '07', '02', '07', '16', '15', '0.388096', '0']
['2013', '07', '02', '07', '16', '16', '0.394752', '0']
['2013', '07', '02', '07', '16', '17', '0.401408', '0']
['2013', '07', '02', '07', '16', '18', '0.408064', '0']
['2013', '07', '02', '07', '16', '19', '0.414720', '0']
['2013', '07', '02', '07', '16', '20', '0.421376', '0']
['2013', '07', '02', '07', '16', '21', '0.428032', '0']
['2013', '07', '02', '07', '16', '22', '0.434688', '0']
['2013', '07', '02', '07', '16', '23', '0.189440', '0']
['2013', '07', '02', '07', '16', '24', '0.196096', '0']
['2013', '07', '02', '07', '16', '25', '0.202752', '0']
['2013', '07', '02', '07', '16', '26', '0.209408', '0']
['2013', '07', '02', '07', '16', '27', '0.216064', '0']
['2013', '07', '02', '07', '16', '28', '0.222720', '0']
['2013', '07', '02', '07', '16', '29', '0.229120', '0']
['2013', '07', '02', '07', '16', '30', '0.235776', '0']
['2013', '07', '02', '07', '16', '31', '0.242432', '0']
['2013', '07', '02', '07', '16', '32', '0.249088', '0']
['2013', '07', '02', '07', '16', '33', '0.255744', '0']
['2013', '07', '02', '07', '16', '34', '0.262400', '0']
['2013', '07', '02', '07', '16', '35', '0.269056', '0']
['2013', '07', '02', '07', '16', '36', '0.275712', '0']
['2013', '07', '02', '07', '16', '37', '0.282368', '0']
['2013', '07', '02', '07', '16', '38', '0.289024', '0']
['2013', '07', '02', '07', '16', '39', '0.547328', '0']
['2013', '07', '02', '07', '16', '40', '0.553984', '0']
['2013', '07', '02', '07', '16', '41', '0.560640', '0']
['2013', '07', '02', '07', '16', '42', '0.567296', '0']
['2013', '07', '02', '07', '16', '43', '0.825344', '0']
['2013', '07', '02', '07', '16', '44', '0.832000', '0']
['2013', '07', '02', '07', '16', '45', '0.838656', '0']
['2013', '07', '02', '07', '16', '46', '0.845312', '0']
['2013', '07', '02', '07', '16', '47', '0.851968', '0']
['2013', '07', '02', '07', '16', '48', '0.858624', '0']
['2013', '07', '02', '07', '16', '49', '0.865280', '0']
['2013', '07', '02', '07', '16', '50', '0.871680', '0']
['2013', '07', '02', '07', '16', '51', '0.878336', '0']
['2013', '07', '02', '07', '16', '52', '0.884992', '0']
['2013', '07', '02', '07', '16', '53', '0.640256', '0']
['2013', '07', '02', '07', '16', '54', '0.646656', '0']
['2013', '07', '02', '07', '16', '55', '0.653312', '0']
['2013', '07', '02', '07', '16', '56', '0.659968', '0']
['2013', '07', '02', '07', '16', '57', '0.666624', '0']
['2013', '07', '02', '07', '16', '58', '0.673280', '0']
['2013', '07', '02', '07', '16', '59', '0.679936', '0']
['2013', '07', '02', '07', '17', '00', '0.686592', '0']
['2013', '07', '02', '07', '17', '01', '0.693248', '0']
['2013', '07', '02', '07', '17', '02', '0.699904', '0']
['2013', '07', '02', '07', '17', '03', '0.706560', '0']
['2013', '07', '02', '07', '17', '04', '0.713216', '0']
['2013', '07', '02', '07', '17', '05', '0.719872', '0']
['2013', '07', '02', '07', '17', '06', '0.726528', '0']
['2013', '07', '02', '07', '17', '07', '0.733184', '0']
['2013', '07', '02', '07', '17', '08', '0.739584', '0']
['2013', '07', '02', '07', '17', '09', '0.746240', '0']
['2013', '07', '02', '07', '17', '10', '0.752896', '0']
['2013', '07', '02', '07', '17', '11', '0.759552', '0']
['2013', '07', '02', '07', '17', '12', '0.766208', '0']
['2013', '07', '02', '07', '17', '13', '0.772864', '0']
['2013', '07', '02', '07', '17', '14', '0.527616', '0']
['2013', '07', '02', '07', '17', '15', '0.534272', '0']
['2013', '07', '02', '07', '17', '16', '0.540928', '0']
['2013', '07', '02', '07', '17', '17', '0.547584', '0']
['2013', '07', '02', '07', '17', '18', '0.554240', '0']
['2013', '07', '02', '07', '17', '19', '0.560896', '0']
['2013', '07', '02', '07', '17', '20', '0.567296', '0']
['2013', '07', '02', '07', '17', '21', '0.573952', '0']
['2013', '07', '02', '07', '17', '22', '0.580608', '0']
['2013', '07', '02', '07', '17', '23', '0.587264', '0']
['2013', '07', '02', '07', '17', '24', '0.593920', '0']
['2013', '07', '02', '07', '17', '25', '0.600576', '0']
['2013', '07', '02', '07', '17', '26', '0.607232', '0']
['2013', '07', '02', '07', '17', '27', '0.613888', '0']
['2013', '07', '02', '07', '17', '28', '0.620544', '0']
['2013', '07', '02', '07', '17', '29', '0.627200', '0']
['2013', '07', '02', '07', '17', '30', '0.633856', '0']
['2013', '07', '02', '07', '17', '31', '0.640256', '0']
['2013', '07', '02', '07', '17', '32', '0.646912', '0']
['2013', '07', '02', '07', '17', '33', '0.653568', '0']
['2013', '07', '02', '07', '17', '34', '0.660224', '0']
['2013', '07', '02', '07', '17', '35', '0.666880', '0']
['2013', '07', '02', '07', '17', '36', '0.673536', '0']
['2013', '07', '02', '07', '17', '37', '0.680192', '0']
['2013', '07', '02', '07', '17', '38', '0.435200', '0']
['2013', '07', '02', '07', '17', '39', '0.441856', '0']
['2013', '07', '02', '07', '17', '40', '0.196608', '0']
['2013', '07', '02', '07', '17', '41', '0.203264', '0']
['2013', '07', '02', '07', '17', '42', '0.209920', '0']
['2013', '07', '02', '07', '17', '42', '0.965120', '0']
['2013', '07', '02', '07', '17', '43', '0.971776', '0']
['2013', '07', '02', '07', '17', '44', '0.978432', '0']
['2013', '07', '02', '07', '17', '45', '0.985088', '0']
['2013', '07', '02', '07', '17', '46', '0.991744', '0']
['2013', '07', '02', '07', '17', '47', '0.998400', '0']
['2013', '07', '02', '07', '17', '49', '0.004864', '0']
['2013', '07', '02', '07', '17', '50', '0.011520', '0']
['2013', '07', '02', '07', '17', '51', '0.018176', '0']
['2013', '07', '02', '07', '17', '52', '0.024832', '0']
['2013', '07', '02', '07', '17', '53', '0.031488', '0']
['2013', '07', '02', '07', '17', '54', '0.038144', '0']
['2013', '07', '02', '07', '17', '55', '0.044544', '0']
['2013', '07', '02', '07', '17', '56', '0.051200', '0']
['2013', '07', '02', '07', '17', '57', '0.057856', '0']
['2013', '07', '02', '07', '17', '58', '0.064512', '0']
['2013', '07', '02', '07', '17', '58', '0.819456', '0']
['2013', '07', '02', '07', '17', '59', '0.826112', '0']
['2013', '07', '02', '07', '18', '00', '0.832768', '0']
['2013', '07', '02', '07', '18', '01', '0.839424', '0']
['2013', '07', '02', '07', '18', '02', '0.845824', '0']
['2013', '07', '02', '07', '18', '03', '0.852480', '0']
['2013', '07', '02', '07', '18', '04', '0.859136', '0']
['2013', '07', '02', '07', '18', '05', '0.865792', '0']
['2013', '07', '02', '07', '18', '06', '0.872448', '0']
['2013', '07', '02', '07', '18', '07', '0.879104', '0']
['2013', '07', '02', '07', '18', '08', '0.885760', '0']
['2013', '07', '02', '07', '18', '09', '0.892416', '0']
['2013', '07', '02', '07', '18', '10', '0.899072', '0']
['2013', '07', '02', '07', '18', '11', '0.905728', '0']
['2013', '07', '02', '07', '18', '12', '0.912384', '0']
['2013', '07', '02', '07', '18', '13', '0.918784', '0']
['2013', '07', '02', '07', '18', '14', '0.925440', '0']
['2013', '07', '02', '07', '18', '15', '0.932096', '0']
['2013', '07', '02', '07', '18', '16', '0.938752', '0']
['2013', '07', '02', '07', '18', '17', '0.945408', '0']
['2013', '07', '02', '07', '18', '18', '0.952064', '0']
['2013', '07', '02', '07', '18', '19', '0.958720', '0']
['2013', '07', '02', '07', '18', '20', '0.965376', '0']
['2013', '07', '02', '07', '18', '21', '0.972032', '0']
['2013', '07', '02', '07', '18', '23', '0.230400', '0']
['2013', '07', '02', '07', '18', '24', '0.237056', '0']
['2013', '07', '02', '07', '18', '25', '0.243712', '0']
['2013', '07', '02', '07', '18', '25', '0.998400', '0']
['2013', '07', '02', '07', '18', '27', '0.005120', '0']
['2013', '07', '02', '07', '18', '28', '0.011776', '0']
['2013', '07', '02', '07', '18', '29', '0.018432', '0']
['2013', '07', '02', '07', '18', '30', '0.025088', '0']
['2013', '07', '02', '07', '18', '31', '0.031744', '0']
['2013', '07', '02', '07', '18', '32', '0.038144', '0']
['2013', '07', '02', '07', '18', '33', '0.044800', '0']
['2013', '07', '02', '07', '18', '34', '0.051456', '0']
['2013', '07', '02', '07', '18', '35', '0.058112', '0']
['2013', '07', '02', '07', '18', '35', '0.813312', '0']
['2013', '07', '02', '07', '18', '36', '0.819968', '0']
['2013', '07', '02', '07', '18', '37', '0.826368', '0']
['2013', '07', '02', '07', '18', '38', '0.833024', '0']
['2013', '07', '02', '07', '18', '39', '0.839680', '0']
['2013', '07', '02', '07', '18', '40', '0.846336', '0']
['2013', '07', '02', '07', '18', '41', '0.853248', '0']
['2013', '07', '02', '07', '18', '42', '0.859648', '0']
['2013', '07', '02', '07', '18', '43', '0.614400', '0']
['2013', '07', '02', '07', '18', '44', '0.621056', '0']
['2013', '07', '02', '07', '18', '45', '0.627712', '0']
['2013', '07', '02', '07', '18', '46', '0.634368', '0']
['2013', '07', '02', '07', '18', '47', '0.641024', '0']
['2013', '07', '02', '07', '18', '48', '0.647680', '0']
['2013', '07', '02', '07', '18', '49', '0.654336', '0']
['2013', '07', '02', '07', '18', '50', '0.660992', '0']
['2013', '07', '02', '07', '18', '51', '0.667648', '0']
['2013', '07', '02', '07', '18', '52', '0.674304', '0']
['2013', '07', '02', '07', '18', '53', '0.680704', '0']
['2013', '07', '02', '07', '18', '54', '0.687360', '0']
['2013', '07', '02', '07', '18', '55', '0.442624', '0']
['2013', '07', '02', '07', '18', '56', '0.449280', '0']
['2013', '07', '02', '07', '18', '57', '0.455936', '0']
['2013', '07', '02', '07', '18', '58', '0.462336', '0']
['2013', '07', '02', '07', '18', '59', '0.468992', '0']
['2013', '07', '02', '07', '19', '00', '0.475648', '0']
['2013', '07', '02', '07', '19', '01', '0.482304', '0']
['2013', '07', '02', '07', '19', '02', '0.488960', '0']
['2013', '07', '02', '07', '19', '03', '0.495616', '0']
['2013', '07', '02', '07', '19', '04', '0.502272', '0']
['2013', '07', '02', '07', '19', '05', '0.508928', '0']
['2013', '07', '02', '07', '19', '06', '0.515584', '0']
['2013', '07', '02', '07', '19', '07', '0.522240', '0']
['2013', '07', '02', '07', '19', '08', '0.528896', '0']
['2013', '07', '02', '07', '19', '09', '0.535552', '0']
['2013', '07', '02', '07', '19', '10', '0.542208', '0']
['2013', '07', '02', '07', '19', '11', '0.548608', '0']
['2013', '07', '02', '07', '19', '12', '0.555264', '0']
['2013', '07', '02', '07', '19', '13', '0.561920', '0']
['2013', '07', '02', '07', '19', '14', '0.568576', '0']
['2013', '07', '02', '07', '19', '15', '0.575232', '0']
['2013', '07', '02', '07', '19', '16', '0.581888', '0']
['2013', '07', '02', '07', '19', '17', '0.588544', '0']
['2013', '07', '02', '07', '19', '18', '0.594944', '0']
['2013', '07', '02', '07', '19', '19', '0.601600', '0']
['2013', '07', '02', '07', '19', '20', '0.608256', '0']
['2013', '07', '02', '07', '19', '21', '0.615168', '0']
['2013', '07', '02', '07', '19', '22', '0.621568', '0']
['2013', '07', '02', '07', '19', '23', '0.628224', '0']
['2013', '07', '02', '07', '19', '24', '0.634880', '0']
['2013', '07', '02', '07', '19', '25', '0.641536', '0']
['2013', '07', '02', '07', '19', '26', '0.648192', '0']
['2013', '07', '02', '07', '19', '27', '0.654848', '0']
['2013', '07', '02', '07', '19', '28', '0.409600', '0']
['2013', '07', '02', '07', '19', '29', '0.416256', '0']
['2013', '07', '02', '07', '19', '30', '0.422912', '0']
['2013', '07', '02', '07', '19', '31', '0.429568', '0']
['2013', '07', '02', '07', '19', '32', '0.436224', '0']
['2013', '07', '02', '07', '19', '33', '0.442880', '0']
['2013', '07', '02', '07', '19', '34', '0.449280', '0']
['2013', '07', '02', '07', '19', '35', '0.455936', '0']
['2013', '07', '02', '07', '19', '36', '0.462592', '0']
['2013', '07', '02', '07', '19', '37', '0.469248', '0']
['2013', '07', '02', '07', '19', '38', '0.475904', '0']
['2013', '07', '02', '07', '19', '39', '0.482560', '0']
['2013', '07', '02', '07', '19', '40', '0.489216', '0']
['2013', '07', '02', '07', '19', '41', '0.495872', '0']
['2013', '07', '02', '07', '19', '42', '0.502528', '0']
