['2013', '07', '02', '07', '09', '22', '0.674560', '0']
['2013', '07', '02', '07', '09', '23', '0.681216', '0']
['2013', '07', '02', '07', '09', '24', '0.687872', '0']
['2013', '07', '02', '07', '09', '25', '0.694528', '0']
['2013', '07', '02', '07', '09', '26', '0.701440', '0']
['2013', '07', '02', '07', '09', '27', '0.707840', '0']
['2013', '07', '02', '07', '09', '28', '0.714496', '0']
['2013', '07', '02', '07', '09', '29', '0.721152', '0']
['2013', '07', '02', '07', '09', '30', '0.727808', '0']
['2013', '07', '02', '07', '09', '31', '0.734464', '0']
['2013', '07', '02', '07', '09', '32', '0.741120', '0']
['2013', '07', '02', '07', '09', '33', '0.747776', '0']
['2013', '07', '02', '07', '09', '35', '0.005888', '0']
['2013', '07', '02', '07', '09', '36', '0.264192', '0']
['2013', '07', '02', '07', '09', '37', '0.270848', '0']
['2013', '07', '02', '07', '09', '38', '0.277504', '0']
['2013', '07', '02', '07', '09', '39', '0.284160', '0']
['2013', '07', '02', '07', '09', '40', '0.290816', '0']
['2013', '07', '02', '07', '09', '41', '0.297472', '0']
['2013', '07', '02', '07', '09', '42', '0.304128', '0']
['2013', '07', '02', '07', '09', '43', '0.310528', '0']
['2013', '07', '02', '07', '09', '44', '0.317184', '0']
['2013', '07', '02', '07', '09', '45', '0.323840', '0']
['2013', '07', '02', '07', '09', '46', '0.330496', '0']
['2013', '07', '02', '07', '09', '47', '0.337152', '0']
['2013', '07', '02', '07', '09', '48', '0.343808', '0']
['2013', '07', '02', '07', '09', '49', '0.350464', '0']
['2013', '07', '02', '07', '09', '50', '0.357120', '0']
['2013', '07', '02', '07', '09', '51', '0.363776', '0']
['2013', '07', '02', '07', '09', '52', '0.370432', '0']
['2013', '07', '02', '07', '09', '53', '0.377088', '0']
['2013', '07', '02', '07', '09', '54', '0.383744', '0']
['2013', '07', '02', '07', '09', '55', '0.390144', '0']
['2013', '07', '02', '07', '09', '56', '0.396800', '0']
['2013', '07', '02', '07', '09', '57', '0.403456', '0']
['2013', '07', '02', '07', '09', '58', '0.410112', '0']
['2013', '07', '02', '07', '09', '59', '0.416768', '0']
['2013', '07', '02', '07', '10', '00', '0.423424', '0']
['2013', '07', '02', '07', '10', '01', '0.430080', '0']
['2013', '07', '02', '07', '10', '02', '0.436736', '0']
['2013', '07', '02', '07', '10', '03', '0.443392', '0']
['2013', '07', '02', '07', '10', '04', '0.449792', '0']
['2013', '07', '02', '07', '10', '05', '0.456448', '0']
['2013', '07', '02', '07', '10', '06', '0.463104', '0']
['2013', '07', '02', '07', '10', '07', '0.469760', '0']
['2013', '07', '02', '07', '10', '08', '0.476416', '0']
['2013', '07', '02', '07', '10', '09', '0.483072', '0']
['2013', '07', '02', '07', '10', '10', '0.489728', '0']
['2013', '07', '02', '07', '10', '11', '0.496384', '0']
['2013', '07', '02', '07', '10', '12', '0.503040', '0']
['2013', '07', '02', '07', '10', '13', '0.509696', '0']
['2013', '07', '02', '07', '10', '14', '0.516352', '0']
['2013', '07', '02', '07', '10', '15', '0.774400', '0']
['2013', '07', '02', '07', '10', '17', '0.032768', '0']
['2013', '07', '02', '07', '10', '18', '0.291072', '0']
['2013', '07', '02', '07', '10', '19', '0.549376', '0']
['2013', '07', '02', '07', '10', '20', '0.556032', '0']
['2013', '07', '02', '07', '10', '21', '0.562688', '0']
['2013', '07', '02', '07', '10', '22', '0.569344', '0']
['2013', '07', '02', '07', '10', '23', '0.576000', '0']
['2013', '07', '02', '07', '10', '24', '0.582656', '0']
['2013', '07', '02', '07', '10', '25', '0.589056', '0']
['2013', '07', '02', '07', '10', '26', '0.595712', '0']
['2013', '07', '02', '07', '10', '27', '0.602624', '0']
['2013', '07', '02', '07', '10', '28', '0.609024', '0']
['2013', '07', '02', '07', '10', '29', '0.615680', '0']
['2013', '07', '02', '07', '10', '30', '0.622336', '0']
['2013', '07', '02', '07', '10', '31', '0.628992', '0']
['2013', '07', '02', '07', '10', '32', '0.635648', '0']
['2013', '07', '02', '07', '10', '33', '0.642304', '0']
['2013', '07', '02', '07', '10', '34', '0.648960', '0']
['2013', '07', '02', '07', '10', '35', '0.655616', '0']
['2013', '07', '02', '07', '10', '36', '0.662272', '0']
['2013', '07', '02', '07', '10', '37', '0.668672', '0']
['2013', '07', '02', '07', '10', '38', '0.675328', '0']
['2013', '07', '02', '07', '10', '39', '0.933632', '0']
['2013', '07', '02', '07', '10', '40', '0.940288', '0']
['2013', '07', '02', '07', '10', '41', '0.946688', '0']
['2013', '07', '02', '07', '10', '42', '0.953344', '0']
['2013', '07', '02', '07', '10', '43', '0.960000', '0']
['2013', '07', '02', '07', '10', '44', '0.966656', '0']
['2013', '07', '02', '07', '10', '45', '0.973312', '0']
['2013', '07', '02', '07', '10', '46', '0.979968', '0']
['2013', '07', '02', '07', '10', '47', '0.986624', '0']
['2013', '07', '02', '07', '10', '48', '0.993280', '0']
['2013', '07', '02', '07', '10', '50', '0.000000', '0']
['2013', '07', '02', '07', '10', '51', '0.006656', '0']
['2013', '07', '02', '07', '10', '52', '0.013056', '0']
['2013', '07', '02', '07', '10', '53', '0.019712', '0']
['2013', '07', '02', '07', '10', '54', '0.026368', '0']
['2013', '07', '02', '07', '10', '55', '0.284928', '0']
['2013', '07', '02', '07', '10', '56', '0.291584', '0']
['2013', '07', '02', '07', '10', '57', '0.297984', '0']
['2013', '07', '02', '07', '10', '58', '0.304640', '0']
['2013', '07', '02', '07', '10', '59', '0.311296', '0']
['2013', '07', '02', '07', '11', '00', '0.569600', '0']
['2013', '07', '02', '07', '11', '01', '0.576256', '0']
['2013', '07', '02', '07', '11', '02', '0.582656', '0']
['2013', '07', '02', '07', '11', '03', '0.589312', '0']
['2013', '07', '02', '07', '11', '04', '0.847872', '0']
['2013', '07', '02', '07', '11', '05', '0.854528', '0']
['2013', '07', '02', '07', '11', '06', '0.861184', '0']
['2013', '07', '02', '07', '11', '07', '0.867840', '0']
['2013', '07', '02', '07', '11', '08', '0.874496', '0']
['2013', '07', '02', '07', '11', '09', '0.881152', '0']
['2013', '07', '02', '07', '11', '10', '0.887808', '0']
['2013', '07', '02', '07', '11', '11', '0.894464', '0']
['2013', '07', '02', '07', '11', '12', '0.900864', '0']
['2013', '07', '02', '07', '11', '13', '0.907520', '0']
['2013', '07', '02', '07', '11', '14', '0.914176', '0']
['2013', '07', '02', '07', '11', '15', '0.920832', '0']
['2013', '07', '02', '07', '11', '16', '0.927488', '0']
['2013', '07', '02', '07', '11', '17', '0.934144', '0']
['2013', '07', '02', '07', '11', '18', '0.940544', '0']
['2013', '07', '02', '07', '11', '19', '0.947200', '0']
['2013', '07', '02', '07', '11', '20', '0.953856', '0']
['2013', '07', '02', '07', '11', '21', '0.960512', '0']
['2013', '07', '02', '07', '11', '22', '0.967168', '0']
['2013', '07', '02', '07', '11', '23', '0.973824', '0']
['2013', '07', '02', '07', '11', '24', '0.980480', '0']
['2013', '07', '02', '07', '11', '25', '0.987136', '0']
['2013', '07', '02', '07', '11', '26', '0.993792', '0']
['2013', '07', '02', '07', '11', '28', '0.251904', '0']
['2013', '07', '02', '07', '11', '29', '0.510464', '0']
['2013', '07', '02', '07', '11', '30', '0.768512', '0']
['2013', '07', '02', '07', '11', '32', '0.026880', '0']
['2013', '07', '02', '07', '11', '33', '0.033536', '0']
['2013', '07', '02', '07', '11', '34', '0.040192', '0']
['2013', '07', '02', '07', '11', '35', '0.046848', '0']
['2013', '07', '02', '07', '11', '36', '0.053504', '0']
['2013', '07', '02', '07', '11', '37', '0.060160', '0']
['2013', '07', '02', '07', '11', '38', '0.066560', '0']
['2013', '07', '02', '07', '11', '39', '0.073216', '0']
['2013', '07', '02', '07', '11', '40', '0.079872', '0']
['2013', '07', '02', '07', '11', '41', '0.086528', '0']
['2013', '07', '02', '07', '11', '42', '0.093184', '0']
['2013', '07', '02', '07', '11', '43', '0.099840', '0']
['2013', '07', '02', '07', '11', '44', '0.106496', '0']
['2013', '07', '02', '07', '11', '45', '0.113152', '0']
['2013', '07', '02', '07', '11', '46', '0.119808', '0']
['2013', '07', '02', '07', '11', '47', '0.126464', '0']
['2013', '07', '02', '07', '11', '48', '0.384512', '0']
['2013', '07', '02', '07', '11', '49', '0.391168', '0']
['2013', '07', '02', '07', '11', '50', '0.397824', '0']
['2013', '07', '02', '07', '11', '51', '0.656384', '0']
['2013', '07', '02', '07', '11', '52', '0.914432', '0']
['2013', '07', '02', '07', '11', '53', '0.921088', '0']
['2013', '07', '02', '07', '11', '54', '0.927744', '0']
['2013', '07', '02', '07', '11', '55', '0.934144', '0']
['2013', '07', '02', '07', '11', '56', '0.940800', '0']
['2013', '07', '02', '07', '11', '57', '0.947456', '0']
['2013', '07', '02', '07', '11', '58', '0.954112', '0']
['2013', '07', '02', '07', '11', '59', '0.960768', '0']
['2013', '07', '02', '07', '12', '00', '0.967424', '0']
['2013', '07', '02', '07', '12', '01', '0.974080', '0']
['2013', '07', '02', '07', '12', '02', '0.980736', '0']
['2013', '07', '02', '07', '12', '03', '0.987392', '0']
['2013', '07', '02', '07', '12', '04', '0.994048', '0']
['2013', '07', '02', '07', '12', '06', '0.000512', '0']
['2013', '07', '02', '07', '12', '07', '0.007168', '0']
['2013', '07', '02', '07', '12', '08', '0.013824', '0']
['2013', '07', '02', '07', '12', '09', '0.020480', '0']
['2013', '07', '02', '07', '12', '10', '0.027136', '0']
['2013', '07', '02', '07', '12', '11', '0.033792', '0']
['2013', '07', '02', '07', '12', '12', '0.040448', '0']
['2013', '07', '02', '07', '12', '13', '0.047104', '0']
['2013', '07', '02', '07', '12', '14', '0.053760', '0']
['2013', '07', '02', '07', '12', '15', '0.060160', '0']
['2013', '07', '02', '07', '12', '16', '0.066816', '0']
['2013', '07', '02', '07', '12', '17', '0.073472', '0']
['2013', '07', '02', '07', '12', '18', '0.080128', '0']
['2013', '07', '02', '07', '12', '19', '0.086784', '0']
['2013', '07', '02', '07', '12', '20', '0.345088', '0']
['2013', '07', '02', '07', '12', '21', '0.351744', '0']
['2013', '07', '02', '07', '12', '22', '0.358400', '0']
['2013', '07', '02', '07', '12', '23', '0.365056', '0']
['2013', '07', '02', '07', '12', '24', '0.371712', '0']
['2013', '07', '02', '07', '12', '25', '0.378368', '0']
['2013', '07', '02', '07', '12', '26', '0.385024', '0']
['2013', '07', '02', '07', '12', '27', '0.391680', '0']
['2013', '07', '02', '07', '12', '28', '0.398336', '0']
['2013', '07', '02', '07', '12', '29', '0.404992', '0']
['2013', '07', '02', '07', '12', '30', '0.411648', '0']
['2013', '07', '02', '07', '12', '31', '0.418304', '0']
['2013', '07', '02', '07', '12', '32', '0.424704', '0']
['2013', '07', '02', '07', '12', '33', '0.431360', '0']
['2013', '07', '02', '07', '12', '34', '0.438016', '0']
['2013', '07', '02', '07', '12', '35', '0.444672', '0']
['2013', '07', '02', '07', '12', '36', '0.451328', '0']
['2013', '07', '02', '07', '12', '37', '0.457984', '0']
['2013', '07', '02', '07', '12', '38', '0.464640', '0']
['2013', '07', '02', '07', '12', '39', '0.471296', '0']
['2013', '07', '02', '07', '12', '40', '0.477952', '0']
['2013', '07', '02', '07', '12', '41', '0.484608', '0']
['2013', '07', '02', '07', '12', '42', '0.491008', '0']
['2013', '07', '02', '07', '12', '43', '0.497664', '0']
['2013', '07', '02', '07', '12', '44', '0.504320', '0']
['2013', '07', '02', '07', '12', '45', '0.510976', '0']
['2013', '07', '02', '07', '12', '46', '0.517632', '0']
['2013', '07', '02', '07', '12', '47', '0.524288', '0']
['2013', '07', '02', '07', '12', '48', '0.530944', '0']
['2013', '07', '02', '07', '12', '49', '0.537600', '0']
['2013', '07', '02', '07', '12', '50', '0.544256', '0']
['2013', '07', '02', '07', '12', '51', '0.550912', '0']
['2013', '07', '02', '07', '12', '52', '0.557568', '0']
['2013', '07', '02', '07', '12', '53', '0.564224', '0']
['2013', '07', '02', '07', '12', '54', '0.570880', '0']
['2013', '07', '02', '07', '12', '55', '0.577280', '0']
['2013', '07', '02', '07', '12', '56', '0.583936', '0']
['2013', '07', '02', '07', '12', '57', '0.590592', '0']
['2013', '07', '02', '07', '12', '58', '0.597248', '0']
['2013', '07', '02', '07', '12', '59', '0.603904', '0']
['2013', '07', '02', '07', '13', '00', '0.610560', '0']
['2013', '07', '02', '07', '13', '01', '0.617216', '0']
['2013', '07', '02', '07', '13', '02', '0.623616', '0']
['2013', '07', '02', '07', '13', '03', '0.630272', '0']
['2013', '07', '02', '07', '13', '04', '0.636928', '0']
['2013', '07', '02', '07', '13', '05', '0.643584', '0']
['2013', '07', '02', '07', '13', '06', '0.650240', '0']
['2013', '07', '02', '07', '13', '07', '0.656896', '0']
['2013', '07', '02', '07', '13', '08', '0.663552', '0']
['2013', '07', '02', '07', '13', '09', '0.670208', '0']
['2013', '07', '02', '07', '13', '10', '0.676864', '0']
['2013', '07', '02', '07', '13', '11', '0.683520', '0']
['2013', '07', '02', '07', '13', '12', '0.690176', '0']
['2013', '07', '02', '07', '13', '13', '0.696832', '0']
['2013', '07', '02', '07', '13', '14', '0.703488', '0']
['2013', '07', '02', '07', '13', '15', '0.709888', '0']
['2013', '07', '02', '07', '13', '16', '0.716544', '0']
['2013', '07', '02', '07', '13', '17', '0.723200', '0']
['2013', '07', '02', '07', '13', '18', '0.729856', '0']
['2013', '07', '02', '07', '13', '19', '0.736512', '0']
['2013', '07', '02', '07', '13', '20', '0.743168', '0']
['2013', '07', '02', '07', '13', '21', '0.749824', '0']
['2013', '07', '02', '07', '13', '22', '0.756480', '0']
['2013', '07', '02', '07', '13', '23', '0.762880', '0']
['2013', '07', '02', '07', '13', '24', '0.769536', '0']
['2013', '07', '02', '07', '13', '25', '0.776192', '0']
['2013', '07', '02', '07', '13', '26', '0.782848', '0']
['2013', '07', '02', '07', '13', '27', '0.789504', '0']
['2013', '07', '02', '07', '13', '28', '0.796160', '0']
['2013', '07', '02', '07', '13', '29', '0.802816', '0']
['2013', '07', '02', '07', '13', '30', '0.809472', '0']
['2013', '07', '02', '07', '13', '31', '0.816128', '0']
['2013', '07', '02', '07', '13', '32', '0.822784', '0']
['2013', '07', '02', '07', '13', '33', '0.829440', '0']
['2013', '07', '02', '07', '13', '34', '0.836096', '0']
['2013', '07', '02', '07', '13', '35', '0.842752', '0']
['2013', '07', '02', '07', '13', '36', '0.849152', '0']
['2013', '07', '02', '07', '13', '37', '0.855808', '0']
['2013', '07', '02', '07', '13', '38', '0.862464', '0']
['2013', '07', '02', '07', '13', '39', '0.869120', '0']
['2013', '07', '02', '07', '13', '40', '0.875776', '0']
['2013', '07', '02', '07', '13', '41', '0.882432', '0']
['2013', '07', '02', '07', '13', '42', '0.889088', '0']
['2013', '07', '02', '07', '13', '43', '0.895744', '0']
['2013', '07', '02', '07', '13', '44', '0.902400', '0']
['2013', '07', '02', '07', '13', '45', '0.908800', '0']
['2013', '07', '02', '07', '13', '46', '0.915456', '0']
['2013', '07', '02', '07', '13', '47', '0.922112', '0']
['2013', '07', '02', '07', '13', '48', '0.928768', '0']
['2013', '07', '02', '07', '13', '49', '0.935424', '0']
['2013', '07', '02', '07', '13', '50', '0.942080', '0']
['2013', '07', '02', '07', '13', '51', '0.948736', '0']
['2013', '07', '02', '07', '13', '52', '0.955392', '0']
['2013', '07', '02', '07', '13', '53', '0.962048', '0']
['2013', '07', '02', '07', '13', '54', '0.968704', '0']
['2013', '07', '02', '07', '13', '55', '0.975360', '0']
['2013', '07', '02', '07', '13', '56', '0.981760', '0']
['2013', '07', '02', '07', '13', '57', '0.988416', '0']
['2013', '07', '02', '07', '13', '58', '0.995072', '0']
['2013', '07', '02', '07', '14', '00', '0.001792', '0']
['2013', '07', '02', '07', '14', '01', '0.008448', '0']
['2013', '07', '02', '07', '14', '02', '0.015104', '0']
['2013', '07', '02', '07', '14', '03', '0.021760', '0']
['2013', '07', '02', '07', '14', '04', '0.028160', '0']
['2013', '07', '02', '07', '14', '05', '0.034816', '0']
['2013', '07', '02', '07', '14', '06', '0.041472', '0']
['2013', '07', '02', '07', '14', '07', '0.048128', '0']
['2013', '07', '02', '07', '14', '08', '0.054784', '0']
['2013', '07', '02', '07', '14', '09', '0.061440', '0']
['2013', '07', '02', '07', '14', '10', '0.068096', '0']
['2013', '07', '02', '07', '14', '11', '0.074752', '0']
['2013', '07', '02', '07', '14', '12', '0.081408', '0']
['2013', '07', '02', '07', '14', '13', '0.088064', '0']
['2013', '07', '02', '07', '14', '14', '0.094720', '0']
['2013', '07', '02', '07', '14', '15', '0.101376', '0']
['2013', '07', '02', '07', '14', '16', '0.108032', '0']
['2013', '07', '02', '07', '14', '17', '0.114432', '0']
['2013', '07', '02', '07', '14', '18', '0.121088', '0']
['2013', '07', '02', '07', '14', '19', '0.127744', '0']
['2013', '07', '02', '07', '14', '20', '0.134400', '0']
['2013', '07', '02', '07', '14', '21', '0.141056', '0']
['2013', '07', '02', '07', '14', '22', '0.147712', '0']
['2013', '07', '02', '07', '14', '23', '0.154368', '0']
['2013', '07', '02', '07', '14', '24', '0.161024', '0']
['2013', '07', '02', '07', '14', '25', '0.167424', '0']
['2013', '07', '02', '07', '14', '26', '0.174080', '0']
['2013', '07', '02', '07', '14', '27', '0.180992', '0']
['2013', '07', '02', '07', '14', '28', '0.187392', '0']
['2013', '07', '02', '07', '14', '29', '0.194048', '0']
['2013', '07', '02', '07', '14', '30', '0.200704', '0']
['2013', '07', '02', '07', '14', '31', '0.207360', '0']
['2013', '07', '02', '07', '14', '32', '0.214016', '0']
['2013', '07', '02', '07', '14', '33', '0.220672', '0']
['2013', '07', '02', '07', '14', '34', '0.227328', '0']
['2013', '07', '02', '07', '14', '35', '0.233984', '0']
['2013', '07', '02', '07', '14', '36', '0.240640', '0']
['2013', '07', '02', '07', '14', '37', '0.247040', '0']
['2013', '07', '02', '07', '14', '38', '0.253696', '0']
['2013', '07', '02', '07', '14', '39', '0.260352', '0']
['2013', '07', '02', '07', '14', '40', '0.267008', '0']
['2013', '07', '02', '07', '14', '41', '0.273664', '0']
['2013', '07', '02', '07', '14', '42', '0.280320', '0']
['2013', '07', '02', '07', '14', '43', '0.286976', '0']
['2013', '07', '02', '07', '14', '44', '0.293632', '0']
['2013', '07', '02', '07', '14', '45', '0.300288', '0']
['2013', '07', '02', '07', '14', '46', '0.306944', '0']
['2013', '07', '02', '07', '14', '47', '0.313600', '0']
['2013', '07', '02', '07', '14', '48', '0.320000', '0']
['2013', '07', '02', '07', '14', '49', '0.326656', '0']
['2013', '07', '02', '07', '14', '50', '0.333312', '0']
['2013', '07', '02', '07', '14', '51', '0.339968', '0']
['2013', '07', '02', '07', '14', '52', '0.346624', '0']
['2013', '07', '02', '07', '14', '53', '0.353280', '0']
['2013', '07', '02', '07', '14', '54', '0.359936', '0']
['2013', '07', '02', '07', '14', '55', '0.366592', '0']
['2013', '07', '02', '07', '14', '56', '0.373248', '0']
['2013', '07', '02', '07', '14', '57', '0.379648', '0']
['2013', '07', '02', '07', '14', '58', '0.386304', '0']
['2013', '07', '02', '07', '14', '59', '0.392960', '0']
['2013', '07', '02', '07', '15', '00', '0.399616', '0']
['2013', '07', '02', '07', '15', '01', '0.406272', '0']
['2013', '07', '02', '07', '15', '02', '0.412928', '0']
['2013', '07', '02', '07', '15', '03', '0.670976', '0']
['2013', '07', '02', '07', '15', '04', '0.929536', '0']
['2013', '07', '02', '07', '15', '06', '0.187648', '0']
['2013', '07', '02', '07', '15', '07', '0.446208', '0']
['2013', '07', '02', '07', '15', '08', '0.452864', '0']
['2013', '07', '02', '07', '15', '09', '0.459520', '0']
['2013', '07', '02', '07', '15', '10', '0.466176', '0']
['2013', '07', '02', '07', '15', '11', '0.472576', '0']
['2013', '07', '02', '07', '15', '12', '0.479232', '0']
['2013', '07', '02', '07', '15', '13', '0.485888', '0']
['2013', '07', '02', '07', '15', '14', '0.492544', '0']
['2013', '07', '02', '07', '15', '15', '0.499200', '0']
['2013', '07', '02', '07', '15', '16', '0.505856', '0']
['2013', '07', '02', '07', '15', '17', '0.512256', '0']
['2013', '07', '02', '07', '15', '18', '0.518912', '0']
['2013', '07', '02', '07', '15', '19', '0.525568', '0']
['2013', '07', '02', '07', '15', '20', '0.532224', '0']
['2013', '07', '02', '07', '15', '21', '0.538880', '0']
['2013', '07', '02', '07', '15', '22', '0.545536', '0']
['2013', '07', '02', '07', '15', '23', '0.552192', '0']
['2013', '07', '02', '07', '15', '24', '0.558848', '0']
['2013', '07', '02', '07', '15', '25', '0.565504', '0']
['2013', '07', '02', '07', '15', '26', '0.572160', '0']
['2013', '07', '02', '07', '15', '27', '0.830208', '0']
['2013', '07', '02', '07', '15', '29', '0.088832', '0']
['2013', '07', '02', '07', '15', '30', '0.095232', '0']
['2013', '07', '02', '07', '15', '31', '0.102144', '0']
['2013', '07', '02', '07', '15', '32', '0.108544', '0']
['2013', '07', '02', '07', '15', '33', '0.115200', '0']
['2013', '07', '02', '07', '15', '34', '0.121856', '0']
['2013', '07', '02', '07', '15', '35', '0.128512', '0']
['2013', '07', '02', '07', '15', '36', '0.135168', '0']
['2013', '07', '02', '07', '15', '37', '0.141824', '0']
['2013', '07', '02', '07', '15', '38', '0.148224', '0']
['2013', '07', '02', '07', '15', '39', '0.154880', '0']
['2013', '07', '02', '07', '15', '40', '0.161536', '0']
['2013', '07', '02', '07', '15', '41', '0.168192', '0']
['2013', '07', '02', '07', '15', '42', '0.174848', '0']
['2013', '07', '02', '07', '15', '43', '0.181504', '0']
['2013', '07', '02', '07', '15', '44', '0.188160', '0']
['2013', '07', '02', '07', '15', '45', '0.194816', '0']
['2013', '07', '02', '07', '15', '46', '0.452864', '0']
['2013', '07', '02', '07', '15', '47', '0.459520', '0']
['2013', '07', '02', '07', '15', '48', '0.466176', '0']
['2013', '07', '02', '07', '15', '49', '0.472832', '0']
['2013', '07', '02', '07', '15', '50', '0.479488', '0']
['2013', '07', '02', '07', '15', '51', '0.486144', '0']
['2013', '07', '02', '07', '15', '52', '0.492800', '0']
['2013', '07', '02', '07', '15', '53', '0.499456', '0']
['2013', '07', '02', '07', '15', '54', '0.505856', '0']
['2013', '07', '02', '07', '15', '55', '0.512512', '0']
['2013', '07', '02', '07', '15', '56', '0.519168', '0']
['2013', '07', '02', '07', '15', '57', '0.525824', '0']
['2013', '07', '02', '07', '15', '58', '0.532480', '0']
['2013', '07', '02', '07', '15', '59', '0.539136', '0']
['2013', '07', '02', '07', '16', '00', '0.545792', '0']
['2013', '07', '02', '07', '16', '01', '0.552448', '0']
['2013', '07', '02', '07', '16', '02', '0.559104', '0']
['2013', '07', '02', '07', '16', '03', '0.565760', '0']
['2013', '07', '02', '07', '16', '04', '0.572416', '0']
['2013', '07', '02', '07', '16', '05', '0.578816', '0']
['2013', '07', '02', '07', '16', '06', '0.585472', '0']
['2013', '07', '02', '07', '16', '07', '0.592128', '0']
['2013', '07', '02', '07', '16', '08', '0.598784', '0']
['2013', '07', '02', '07', '16', '09', '0.605440', '0']
['2013', '07', '02', '07', '16', '10', '0.864000', '0']
['2013', '07', '02', '07', '16', '12', '0.122112', '0']
['2013', '07', '02', '07', '16', '13', '0.128768', '0']
['2013', '07', '02', '07', '16', '14', '0.387072', '0']
['2013', '07', '02', '07', '16', '15', '0.393728', '0']
['2013', '07', '02', '07', '16', '16', '0.651776', '0']
['2013', '07', '02', '07', '16', '17', '0.910336', '0']
['2013', '07', '02', '07', '16', '19', '0.168448', '0']
['2013', '07', '02', '07', '16', '20', '0.426752', '0']
['2013', '07', '02', '07', '16', '21', '0.433408', '0']
['2013', '07', '02', '07', '16', '22', '0.440064', '0']
['2013', '07', '02', '07', '16', '23', '0.446720', '0']
['2013', '07', '02', '07', '16', '24', '0.453376', '0']
['2013', '07', '02', '07', '16', '25', '0.460032', '0']
['2013', '07', '02', '07', '16', '26', '0.466688', '0']
['2013', '07', '02', '07', '16', '27', '0.473344', '0']
['2013', '07', '02', '07', '16', '28', '0.480000', '0']
['2013', '07', '02', '07', '16', '29', '0.486656', '0']
['2013', '07', '02', '07', '16', '30', '0.493312', '0']
['2013', '07', '02', '07', '16', '31', '0.499968', '0']
['2013', '07', '02', '07', '16', '32', '0.506624', '0']
['2013', '07', '02', '07', '16', '33', '0.513024', '0']
['2013', '07', '02', '07', '16', '34', '0.519680', '0']
['2013', '07', '02', '07', '16', '35', '0.777984', '0']
['2013', '07', '02', '07', '16', '36', '0.784384', '0']
['2013', '07', '02', '07', '16', '37', '0.791040', '0']
['2013', '07', '02', '07', '16', '38', '0.797696', '0']
['2013', '07', '02', '07', '16', '39', '0.804352', '0']
['2013', '07', '02', '07', '16', '40', '0.811008', '0']
['2013', '07', '02', '07', '16', '41', '0.817664', '0']
['2013', '07', '02', '07', '16', '42', '0.824320', '0']
['2013', '07', '02', '07', '16', '43', '0.830976', '0']
['2013', '07', '02', '07', '16', '44', '0.837632', '0']
['2013', '07', '02', '07', '16', '45', '0.844288', '0']
['2013', '07', '02', '07', '16', '46', '0.850944', '0']
['2013', '07', '02', '07', '16', '47', '0.857344', '0']
['2013', '07', '02', '07', '16', '48', '0.864000', '0']
['2013', '07', '02', '07', '16', '49', '0.870656', '0']
['2013', '07', '02', '07', '16', '50', '0.877312', '0']
['2013', '07', '02', '07', '16', '51', '0.883968', '0']
['2013', '07', '02', '07', '16', '52', '0.890624', '0']
['2013', '07', '02', '07', '16', '53', '0.897280', '0']
['2013', '07', '02', '07', '16', '54', '0.903936', '0']
['2013', '07', '02', '07', '16', '55', '0.910592', '0']
['2013', '07', '02', '07', '16', '56', '0.917248', '0']
['2013', '07', '02', '07', '16', '57', '0.923648', '0']
['2013', '07', '02', '07', '16', '58', '0.930304', '0']
['2013', '07', '02', '07', '17', '00', '0.188928', '0']
['2013', '07', '02', '07', '17', '01', '0.446976', '0']
['2013', '07', '02', '07', '17', '02', '0.453632', '0']
['2013', '07', '02', '07', '17', '03', '0.460288', '0']
['2013', '07', '02', '07', '17', '04', '0.466944', '0']
['2013', '07', '02', '07', '17', '05', '0.473600', '0']
['2013', '07', '02', '07', '17', '06', '0.480256', '0']
['2013', '07', '02', '07', '17', '07', '0.486656', '0']
['2013', '07', '02', '07', '17', '08', '0.493312', '0']
['2013', '07', '02', '07', '17', '09', '0.499968', '0']
['2013', '07', '02', '07', '17', '10', '0.506624', '0']
['2013', '07', '02', '07', '17', '11', '0.513280', '0']
['2013', '07', '02', '07', '17', '12', '0.519936', '0']
['2013', '07', '02', '07', '17', '13', '0.526592', '0']
['2013', '07', '02', '07', '17', '14', '0.533248', '0']
['2013', '07', '02', '07', '17', '15', '0.539904', '0']
['2013', '07', '02', '07', '17', '16', '0.546560', '0']
['2013', '07', '02', '07', '17', '17', '0.553216', '0']
['2013', '07', '02', '07', '17', '18', '0.559616', '0']
['2013', '07', '02', '07', '17', '19', '0.566272', '0']
['2013', '07', '02', '07', '17', '20', '0.824832', '0']
['2013', '07', '02', '07', '17', '21', '0.831488', '0']
['2013', '07', '02', '07', '17', '22', '0.838144', '0']
['2013', '07', '02', '07', '17', '23', '0.844544', '0']
['2013', '07', '02', '07', '17', '24', '0.851200', '0']
['2013', '07', '02', '07', '17', '25', '0.857856', '0']
['2013', '07', '02', '07', '17', '26', '0.864512', '0']
['2013', '07', '02', '07', '17', '27', '0.871168', '0']
['2013', '07', '02', '07', '17', '28', '0.877824', '0']
['2013', '07', '02', '07', '17', '29', '0.884480', '0']
['2013', '07', '02', '07', '17', '30', '0.891136', '0']
['2013', '07', '02', '07', '17', '31', '0.897792', '0']
['2013', '07', '02', '07', '17', '32', '0.904448', '0']
['2013', '07', '02', '07', '17', '33', '0.911104', '0']
['2013', '07', '02', '07', '17', '34', '0.917760', '0']
['2013', '07', '02', '07', '17', '35', '0.924416', '0']
