0  0  0.000000  0.000000  0.000000 -1.513597
0  1  108.082680  271.102203  -214.300995 -1.513597
0  2  145.863129  528.196167  -416.369781 -1.513597
0  3  97.582855  845.088379  -654.336609 -1.513597
0  4  153.765839  992.171265  -766.798523 -1.513597
0  5  380.699738  425.282166  -339.415802 -1.513597
0  6  378.352173  505.943512  -403.283203 -1.513597
0  7  486.519653  229.732040  -190.511795 -1.513597
0  8  290.212952  464.797485  -368.864990 -1.513597
0  9  785.163940  529.669312  -431.471558 -1.513597
0  10  619.254517  921.068237  -731.630798 -1.513597
0  11  752.646851  259.387115  -221.854034 -1.513597
0  12  1442.474487  776.089417  -644.266663 -1.513597
0  13  902.589600  754.429504  -613.180054 -1.513597
0  14  -74.828354  1870.808472  -1452.334961 -1.513597
0  15  -558.237061  3200.761963  -2469.563477 -1.513597
0  16  -1567.569092  5130.133301  -3925.526855 -1.513597
0  17  -3345.341553  7011.741211  -5316.536621 -1.513597
0  18  -5914.893066  8451.787109  -6296.449707 -1.513597
0  19  -6286.823242  11100.951172  -8317.237305 -1.513597
0  20  -1518.765381  -1388.881592  1166.714355 -1.513597
0  21  -2955.168457  -2496.767334  2115.034668 -1.513597
0  22  -4724.849609  -4722.864258  3913.328369 -1.513597
0  23  -5758.173828  -6473.765625  5303.603516 -1.513597
0  24  -7436.623047  -7644.614258  6261.098145 -1.513597
0  25  2863.639160  -565.838135  345.939331 -1.513597
0  26  4617.539551  -134.183197  -66.736336 -1.513597
0  27  6628.216797  -1141.777466  630.976746 -1.513597
0  28  9120.444336  -2185.688965  1333.974243 -1.513597
0  29  13955.739258  -2168.715332  1111.353394 -1.513597
0  0  0.000000  0.000000  0.000000 -1.513591
0  1  108.084534  271.097839  -214.305588 -1.513591
0  2  145.866730  528.188110  -416.378754 -1.513591
0  3  97.588615  845.076660  -654.350952 -1.513591
0  4  153.772598  992.157227  -766.815369 -1.513591
0  5  380.702637  425.273804  -339.423004 -1.513591
0  6  378.355621  505.934082  -403.291779 -1.513591
0  7  486.521210  229.725494  -190.515686 -1.513591
0  8  290.216125  464.789246  -368.872894 -1.513591
0  9  785.167542  529.656677  -431.480530 -1.513591
0  10  619.260803  921.051636  -731.646423 -1.513591
0  11  752.648621  259.378204  -221.858429 -1.513591
0  12  1442.479736  776.068665  -644.279785 -1.513591
0  13  902.594788  754.412964  -613.192871 -1.513591
0  14  -74.815605  1870.784424  -1452.366699 -1.513591
0  15  -558.215271  3200.723877  -2469.617676 -1.513591
0  16  -1567.534058  5130.077148  -3925.613770 -1.513591
0  17  -3345.293701  7011.673828  -5316.655762 -1.513591
0  18  -5914.835449  8451.720703  -6296.592773 -1.513591
0  19  -6286.747559  11100.853516  -8317.425781 -1.513591
0  20  -1518.774780  -1388.851440  1166.737915 -1.513591
0  21  -2955.185303  -2496.711426  2115.076904 -1.513591
0  22  -4724.881836  -4722.765625  3913.408447 -1.513591
0  23  -5758.217773  -6473.636719  5303.713379 -1.513591
0  24  -7436.674805  -7644.457520  6261.227539 -1.513591
0  25  2863.635254  -565.851807  345.948914 -1.513591
0  26  4617.538574  -134.215820  -66.734062 -1.513591
0  27  6628.208984  -1141.812012  630.996094 -1.513591
0  28  9120.428711  -2185.728516  1334.011353 -1.513591
0  29  13955.724609  -2168.791748  1111.390137 -1.513591
0  0  0.000000  0.000000  0.000000 -1.513586
0  1  108.086380  271.093475  -214.310181 -1.513586
0  2  145.870331  528.180054  -416.387695 -1.513586
0  3  97.594376  845.064880  -654.365295 -1.513586
0  4  153.779358  992.143127  -766.832153 -1.513586
0  5  380.705536  425.265472  -339.430206 -1.513586
0  6  378.359070  505.924683  -403.300354 -1.513586
0  7  486.522766  229.718948  -190.519577 -1.513586
0  8  290.219269  464.781006  -368.880768 -1.513586
0  9  785.171143  529.643982  -431.489502 -1.513586
0  10  619.267090  921.034973  -731.662048 -1.513586
0  11  752.650391  259.369324  -221.862823 -1.513586
0  12  1442.485107  776.047913  -644.292969 -1.513586
0  13  902.599915  754.396423  -613.205627 -1.513586
0  14  -74.802849  1870.760254  -1452.398438 -1.513586
0  15  -558.193420  3200.685791  -2469.671875 -1.513586
0  16  -1567.499146  5130.021484  -3925.700928 -1.513586
0  17  -3345.245850  7011.606445  -5316.774414 -1.513586
0  18  -5914.777832  8451.654297  -6296.735840 -1.513586
0  19  -6286.671875  11100.754883  -8317.613281 -1.513586
0  20  -1518.784302  -1388.821411  1166.761353 -1.513586
0  21  -2955.202393  -2496.655518  2115.119141 -1.513586
0  22  -4724.914062  -4722.666992  3913.488525 -1.513586
0  23  -5758.262207  -6473.507324  5303.822754 -1.513586
0  24  -7436.727051  -7644.300293  6261.357422 -1.513586
0  25  2863.631348  -565.865479  345.958496 -1.513586
0  26  4617.537598  -134.248428  -66.731789 -1.513586
0  27  6628.201172  -1141.846436  631.015442 -1.513586
0  28  9120.414062  -2185.768066  1334.048340 -1.513586
0  29  13955.709961  -2168.868164  1111.426880 -1.513586
0  0  0.000000  0.000000  0.000000 -1.513580
0  1  108.088287  271.088959  -214.314941 -1.513580
0  2  145.874069  528.171753  -416.396973 -1.513580
0  3  97.600342  845.052734  -654.380066 -1.513580
0  4  153.786362  992.128601  -766.849609 -1.513580
0  5  380.708527  425.256805  -339.437683 -1.513580
0  6  378.362640  505.914917  -403.309235 -1.513580
0  7  486.524384  229.712173  -190.523621 -1.513580
0  8  290.222565  464.772491  -368.888916 -1.513580
0  9  785.174927  529.630859  -431.498810 -1.513580
0  10  619.273560  921.017761  -731.678223 -1.513580
0  11  752.652222  259.360107  -221.867371 -1.513580
0  12  1442.490601  776.026428  -644.306580 -1.513580
0  13  902.605225  754.379272  -613.218872 -1.513580
0  14  -74.789650  1870.735352  -1452.431274 -1.513580
0  15  -558.170837  3200.646484  -2469.728027 -1.513580
0  16  -1567.462891  5129.963867  -3925.790771 -1.513580
0  17  -3345.196533  7011.536621  -5316.897461 -1.513580
0  18  -5914.718262  8451.585938  -6296.884277 -1.513580
0  19  -6286.593750  11100.653320  -8317.808594 -1.513580
0  20  -1518.794067  -1388.790161  1166.785767 -1.513580
0  21  -2955.219971  -2496.597412  2115.163086 -1.513580
0  22  -4724.947754  -4722.564941  3913.571533 -1.513580
0  23  -5758.307617  -6473.373535  5303.936523 -1.513580
0  24  -7436.780762  -7644.138184  6261.491211 -1.513580
0  25  2863.627441  -565.879578  345.968445 -1.513580
0  26  4617.536621  -134.282181  -66.729431 -1.513580
0  27  6628.193359  -1141.882202  631.035522 -1.513580
0  28  9120.398438  -2185.809082  1334.086670 -1.513580
0  29  13955.694336  -2168.947021  1111.464966 -1.513580
0  0  0.000000  0.000000  0.000000 -1.513574
0  1  108.090141  271.084564  -214.319534 -1.513574
0  2  145.877655  528.163696  -416.405914 -1.513574
0  3  97.606102  845.040955  -654.394409 -1.513574
0  4  153.793121  992.114563  -766.866394 -1.513574
0  5  380.711426  425.248474  -339.444885 -1.513574
0  6  378.366089  505.905518  -403.317810 -1.513574
0  7  486.525970  229.705627  -190.527512 -1.513574
0  8  290.225739  464.764282  -368.896790 -1.513574
0  9  785.178528  529.618225  -431.507782 -1.513574
0  10  619.279846  921.001160  -731.693787 -1.513574
0  11  752.653992  259.351227  -221.871765 -1.513574
0  12  1442.495850  776.005676  -644.319702 -1.513574
0  13  902.610352  754.362732  -613.231628 -1.513574
0  14  -74.776894  1870.711182  -1452.463013 -1.513574
0  15  -558.149048  3200.608398  -2469.782227 -1.513574
0  16  -1567.427979  5129.907715  -3925.877686 -1.513574
0  17  -3345.148682  7011.469238  -5317.016602 -1.513574
0  18  -5914.660645  8451.519531  -6297.027344 -1.513574
0  19  -6286.518066  11100.555664  -8317.996094 -1.513574
0  20  -1518.803467  -1388.760010  1166.809326 -1.513574
0  21  -2955.237061  -2496.541504  2115.205322 -1.513574
0  22  -4724.979492  -4722.466797  3913.651367 -1.513574
0  23  -5758.352051  -6473.244629  5304.046387 -1.513574
0  24  -7436.833008  -7643.981445  6261.621094 -1.513574
0  25  2863.623535  -565.893250  345.978027 -1.513574
0  26  4617.535645  -134.314789  -66.727158 -1.513574
0  27  6628.185547  -1141.916626  631.054871 -1.513574
0  28  9120.383789  -2185.848633  1334.123779 -1.513574
0  29  13955.679688  -2169.023438  1111.501709 -1.513574
0  0  0.000000  0.000000  0.000000 -1.513569
0  1  108.091988  271.080200  -214.324127 -1.513569
0  2  145.881256  528.155640  -416.414856 -1.513569
0  3  97.611862  845.029175  -654.408752 -1.513569
0  4  153.799881  992.100525  -766.883240 -1.513569
0  5  380.714325  425.240112  -339.452087 -1.513569
0  6  378.369537  505.896088  -403.326385 -1.513569
0  7  486.527527  229.699081  -190.531403 -1.513569
0  8  290.228912  464.756042  -368.904663 -1.513569
0  9  785.182129  529.605530  -431.516754 -1.513569
0  10  619.286133  920.984558  -731.709412 -1.513569
0  11  752.655762  259.342316  -221.876175 -1.513569
0  12  1442.501099  775.984924  -644.332886 -1.513569
0  13  902.615540  754.346191  -613.244446 -1.513569
0  14  -74.764145  1870.687134  -1452.494629 -1.513569
0  15  -558.127197  3200.570312  -2469.836670 -1.513569
0  16  -1567.392944  5129.852051  -3925.964844 -1.513569
0  17  -3345.100830  7011.401855  -5317.135254 -1.513569
0  18  -5914.603027  8451.453125  -6297.170898 -1.513569
0  19  -6286.442383  11100.457031  -8318.184570 -1.513569
0  20  -1518.812988  -1388.729858  1166.832886 -1.513569
0  21  -2955.254150  -2496.485352  2115.247559 -1.513569
0  22  -4725.011719  -4722.368164  3913.731445 -1.513569
0  23  -5758.395996  -6473.115234  5304.155762 -1.513569
0  24  -7436.885254  -7643.824707  6261.750488 -1.513569
0  25  2863.619629  -565.906921  345.987610 -1.513569
0  26  4617.535156  -134.347397  -66.724876 -1.513569
0  27  6628.177734  -1141.951172  631.074219 -1.513569
0  28  9120.369141  -2185.888184  1334.160767 -1.513569
0  29  13955.665039  -2169.099609  1111.538452 -1.513569
0  0  0.000000  0.000000  0.000000 -1.513563
0  1  108.093834  271.075836  -214.328720 -1.513563
0  2  145.884857  528.147583  -416.423828 -1.513563
0  3  97.617622  845.017456  -654.423035 -1.513563
0  4  153.806656  992.086487  -766.900024 -1.513563
0  5  380.717224  425.231781  -339.459290 -1.513563
0  6  378.372986  505.886688  -403.334961 -1.513563
0  7  486.529083  229.692535  -190.535294 -1.513563
0  8  290.232056  464.747803  -368.912537 -1.513563
0  9  785.185730  529.592896  -431.525726 -1.513563
0  10  619.292419  920.967896  -731.725037 -1.513563
0  11  752.657532  259.333435  -221.880569 -1.513563
0  12  1442.506470  775.964172  -644.346008 -1.513563
0  13  902.620667  754.329651  -613.257202 -1.513563
0  14  -74.751389  1870.662964  -1452.526367 -1.513563
0  15  -558.105408  3200.532227  -2469.890869 -1.513563
0  16  -1567.358032  5129.795898  -3926.051758 -1.513563
0  17  -3345.052979  7011.334961  -5317.253906 -1.513563
0  18  -5914.545410  8451.386719  -6297.313965 -1.513563
0  19  -6286.366699  11100.359375  -8318.373047 -1.513563
0  20  -1518.822510  -1388.699829  1166.856445 -1.513563
0  21  -2955.270996  -2496.429443  2115.290039 -1.513563
0  22  -4725.043945  -4722.269531  3913.811523 -1.513563
0  23  -5758.439941  -6472.986328  5304.265625 -1.513563
0  24  -7436.937500  -7643.667480  6261.879883 -1.513563
0  25  2863.615723  -565.920593  345.997223 -1.513563
0  26  4617.534180  -134.380005  -66.722603 -1.513563
0  27  6628.169922  -1141.985596  631.093567 -1.513563
0  28  9120.353516  -2185.927734  1334.197876 -1.513563
0  29  13955.650391  -2169.176025  1111.575317 -1.513563
0  0  0.000000  0.000000  0.000000 -1.513558
0  1  108.095680  271.071472  -214.333313 -1.513558
0  2  145.888458  528.139526  -416.432770 -1.513558
0  3  97.623383  845.005676  -654.437378 -1.513558
0  4  153.813416  992.072449  -766.916870 -1.513558
0  5  380.720123  425.223419  -339.466522 -1.513558
0  6  378.376434  505.877258  -403.343536 -1.513558
0  7  486.530670  229.685989  -190.539185 -1.513558
0  8  290.235229  464.739563  -368.920441 -1.513558
0  9  785.189331  529.580200  -431.534698 -1.513558
0  10  619.298706  920.951294  -731.740662 -1.513558
0  11  752.659302  259.324554  -221.884964 -1.513558
0  12  1442.511719  775.943420  -644.359192 -1.513558
0  13  902.625793  754.313110  -613.270020 -1.513558
0  14  -74.738632  1870.638916  -1452.558105 -1.513558
0  15  -558.083557  3200.494141  -2469.945068 -1.513558
0  16  -1567.322998  5129.740234  -3926.138672 -1.513558
0  17  -3345.005371  7011.267578  -5317.373047 -1.513558
0  18  -5914.487793  8451.320312  -6297.457520 -1.513558
0  19  -6286.291016  11100.260742  -8318.560547 -1.513558
0  20  -1518.831909  -1388.669678  1166.879883 -1.513558
0  21  -2955.288086  -2496.373535  2115.332275 -1.513558
0  22  -4725.076172  -4722.170898  3913.891602 -1.513558
0  23  -5758.484375  -6472.856934  5304.375488 -1.513558
0  24  -7436.989258  -7643.510742  6262.009766 -1.513558
0  25  2863.612061  -565.934204  346.006805 -1.513558
0  26  4617.533203  -134.412613  -66.720322 -1.513558
0  27  6628.162109  -1142.020142  631.112915 -1.513558
0  28  9120.338867  -2185.967285  1334.234863 -1.513558
0  29  13955.635742  -2169.252197  1111.612061 -1.513558
0  0  0.000000  0.000000  0.000000 -1.513552
0  1  108.097534  271.067108  -214.337906 -1.513552
0  2  145.892059  528.131470  -416.441711 -1.513552
0  3  97.629143  844.993896  -654.451721 -1.513552
0  4  153.820175  992.058350  -766.933655 -1.513552
0  5  380.723022  425.215057  -339.473724 -1.513552
0  6  378.379883  505.867828  -403.352112 -1.513552
0  7  486.532227  229.679443  -190.543076 -1.513552
0  8  290.238403  464.731354  -368.928314 -1.513552
0  9  785.192932  529.567566  -431.543671 -1.513552
0  10  619.304932  920.934692  -731.756226 -1.513552
0  11  752.661072  259.315643  -221.889359 -1.513552
0  12  1442.516968  775.922668  -644.372314 -1.513552
0  13  902.630920  754.296570  -613.282776 -1.513552
0  14  -74.725883  1870.614746  -1452.589844 -1.513552
0  15  -558.061768  3200.456299  -2469.999268 -1.513552
0  16  -1567.288086  5129.684570  -3926.225586 -1.513552
0  17  -3344.957520  7011.200195  -5317.491699 -1.513552
0  18  -5914.430176  8451.253906  -6297.600586 -1.513552
0  19  -6286.215332  11100.163086  -8318.749023 -1.513552
0  20  -1518.841431  -1388.639526  1166.903442 -1.513552
0  21  -2955.305176  -2496.317383  2115.374512 -1.513552
0  22  -4725.108398  -4722.072266  3913.971680 -1.513552
0  23  -5758.528320  -6472.728027  5304.485352 -1.513552
0  24  -7437.041504  -7643.354004  6262.139160 -1.513552
0  25  2863.608154  -565.947876  346.016388 -1.513552
0  26  4617.532227  -134.445236  -66.718048 -1.513552
0  27  6628.154297  -1142.054565  631.132263 -1.513552
0  28  9120.324219  -2186.006836  1334.271973 -1.513552
0  29  13955.621094  -2169.328613  1111.648804 -1.513552
0  0  0.000000  0.000000  0.000000 -1.513546
0  1  108.099380  271.062714  -214.342499 -1.513546
0  2  145.895660  528.123413  -416.450684 -1.513546
0  3  97.634903  844.982178  -654.466003 -1.513546
0  4  153.826935  992.044312  -766.950500 -1.513546
0  5  380.725922  425.206726  -339.480927 -1.513546
0  6  378.383331  505.858429  -403.360687 -1.513546
0  7  486.533783  229.672897  -190.546982 -1.513546
0  8  290.241577  464.723114  -368.936188 -1.513546
0  9  785.196533  529.554871  -431.552673 -1.513546
0  10  619.311218  920.918030  -731.771851 -1.513546
0  11  752.662842  259.306763  -221.893753 -1.513546
0  12  1442.522339  775.901917  -644.385498 -1.513546
