2013-07-27 01:26:00.686 -1
2013-07-27 01:26:00.937 0
2013-07-27 01:26:01.189 1
2013-07-27 01:26:01.441 2
2013-07-27 01:26:01.693 -1
2013-07-27 01:26:01.944 0
2013-07-27 01:26:02.196 1
2013-07-27 01:26:02.447 2
2013-07-27 01:26:02.699 -1
2013-07-27 01:26:02.951 0
2013-07-27 01:26:03.203 1
2013-07-27 01:26:03.454 2
2013-07-27 01:26:03.706 -1
2013-07-27 01:26:03.957 0
2013-07-27 01:26:04.209 1
2013-07-27 01:26:04.461 2
2013-07-27 01:26:04.713 -1
2013-07-27 01:26:04.964 0
2013-07-27 01:26:05.216 1
2013-07-27 01:26:05.467 2
2013-07-27 01:26:05.719 -1
2013-07-27 01:26:05.971 0
2013-07-27 01:26:06.222 1
2013-07-27 01:26:06.474 2
2013-07-27 01:26:06.726 -1
2013-07-27 01:26:06.977 0
2013-07-27 01:26:07.229 1
2013-07-27 01:26:07.481 -1
2013-07-27 01:26:07.732 2
2013-07-27 01:26:07.984 0
2013-07-27 01:26:08.236 1
2013-07-27 01:26:08.487 -1
2013-07-27 01:26:08.739 2
2013-07-27 01:26:08.991 0
2013-07-27 01:26:09.242 1
2013-07-27 01:26:09.494 -1
2013-07-27 01:26:09.746 2
2013-07-27 01:26:09.997 0
2013-07-27 01:26:10.249 1
2013-07-27 01:26:10.501 -1
2013-07-27 01:26:10.752 2
2013-07-27 01:26:11.004 0
2013-07-27 01:26:11.256 1
2013-07-27 01:26:11.507 -1
2013-07-27 01:26:11.759 2
2013-07-27 01:26:12.010 0
2013-07-27 01:26:12.262 1
2013-07-27 01:26:12.514 -1
2013-07-27 01:26:12.766 2
2013-07-27 01:26:13.017 0
2013-07-27 01:26:13.269 1
2013-07-27 01:26:13.520 -1
2013-07-27 01:26:13.772 2
2013-07-27 01:26:14.024 0
2013-07-27 01:26:14.275 1
2013-07-27 01:26:14.527 -1
2013-07-27 01:26:14.779 2
2013-07-27 01:26:15.030 0
2013-07-27 01:26:15.282 1
2013-07-27 01:26:15.534 -1
2013-07-27 01:26:15.785 2
2013-07-27 01:26:16.037 0
2013-07-27 01:26:16.289 1
2013-07-27 01:26:16.540 -1
2013-07-27 01:26:16.792 2
2013-07-27 01:26:17.044 0
2013-07-27 01:26:17.295 1
2013-07-27 01:26:17.547 -1
2013-07-27 01:26:17.799 2
2013-07-27 01:26:18.050 0
2013-07-27 01:26:18.302 1
2013-07-27 01:26:18.554 -1
2013-07-27 01:26:18.805 2
2013-07-27 01:26:19.057 0
2013-07-27 01:26:19.309 1
2013-07-27 01:26:19.560 -1
2013-07-27 01:26:19.812 2
2013-07-27 01:26:20.063 0
2013-07-27 01:26:20.315 1
2013-07-27 01:26:20.567 -1
2013-07-27 01:26:20.819 2
2013-07-27 01:26:21.070 0
2013-07-27 01:26:21.322 1
2013-07-27 01:26:21.573 -1
2013-07-27 01:26:21.825 2
2013-07-27 01:26:22.077 0
2013-07-27 01:26:22.329 1
2013-07-27 01:26:22.580 -1
2013-07-27 01:26:22.832 2
2013-07-27 01:26:23.083 0
2013-07-27 01:26:23.335 1
2013-07-27 01:26:23.587 -1
2013-07-27 01:26:23.839 2
2013-07-27 01:26:24.090 0
2013-07-27 01:26:24.342 1
2013-07-27 01:26:24.593 -1
2013-07-27 01:26:24.845 2
2013-07-27 01:26:25.097 0
2013-07-27 01:26:25.349 1
2013-07-27 01:26:25.600 -1
2013-07-27 01:26:25.852 2
2013-07-27 01:26:26.103 0
2013-07-27 01:26:26.355 1
2013-07-27 01:26:26.607 -1
2013-07-27 01:26:26.859 2
2013-07-27 01:26:27.110 0
2013-07-27 01:26:27.362 1
2013-07-27 01:26:27.613 -1
2013-07-27 01:26:27.865 2
2013-07-27 01:26:28.117 0
2013-07-27 01:26:28.368 1
2013-07-27 01:26:28.620 -1
2013-07-27 01:26:28.872 2
2013-07-27 01:26:29.123 0
2013-07-27 01:26:29.375 1
2013-07-27 01:26:29.627 -1
2013-07-27 01:26:29.878 2
2013-07-27 01:26:30.130 0
2013-07-27 01:26:30.382 1
2013-07-27 01:26:30.633 -1
2013-07-27 01:26:30.885 2
2013-07-27 01:26:31.137 0
2013-07-27 01:26:31.388 1
2013-07-27 01:26:31.640 -1
2013-07-27 01:26:31.892 2
2013-07-27 01:26:32.143 0
2013-07-27 01:26:32.395 1
2013-07-27 01:26:32.647 -1
2013-07-27 01:26:32.898 2
2013-07-27 01:26:33.150 0
2013-07-27 01:26:33.402 1
2013-07-27 01:26:33.653 -1
2013-07-27 01:26:33.905 2
2013-07-27 01:26:34.156 0
2013-07-27 01:26:34.408 1
2013-07-27 01:26:34.660 -1
2013-07-27 01:26:34.912 2
2013-07-27 01:26:35.163 0
2013-07-27 01:26:35.415 1
2013-07-27 01:26:35.666 -1
2013-07-27 01:26:35.918 2
2013-07-27 01:26:36.170 0
2013-07-27 01:26:36.422 1
2013-07-27 01:26:36.673 -1
2013-07-27 01:26:36.925 2
2013-07-27 01:26:37.176 0
2013-07-27 01:26:37.428 1
2013-07-27 01:26:37.680 -1
2013-07-27 01:26:37.931 2
2013-07-27 01:26:38.183 0
2013-07-27 01:26:38.435 1
2013-07-27 01:26:38.686 -1
2013-07-27 01:26:38.938 2
2013-07-27 01:26:39.190 0
2013-07-27 01:26:39.441 1
2013-07-27 01:26:39.693 -1
2013-07-27 01:26:39.945 2
2013-07-27 01:26:40.196 0
2013-07-27 01:26:40.448 1
2013-07-27 01:26:40.700 -1
2013-07-27 01:26:40.951 2
2013-07-27 01:26:41.203 0
2013-07-27 01:26:41.455 1
2013-07-27 01:26:41.706 -1
2013-07-27 01:26:41.958 2
2013-07-27 01:26:42.209 0
2013-07-27 01:26:42.461 1
2013-07-27 01:26:42.713 -1
2013-07-27 01:26:42.965 2
2013-07-27 01:26:43.216 0
2013-07-27 01:26:43.468 1
2013-07-27 01:26:43.719 -1
2013-07-27 01:26:43.971 2
2013-07-27 01:26:44.223 0
2013-07-27 01:26:44.475 1
2013-07-27 01:26:44.726 -1
2013-07-27 01:26:44.978 2
2013-07-27 01:26:45.229 0
2013-07-27 01:26:45.481 1
2013-07-27 01:26:45.733 -1
2013-07-27 01:26:45.985 2
2013-07-27 01:26:46.236 0
2013-07-27 01:26:46.488 1
2013-07-27 01:26:46.739 -1
2013-07-27 01:26:46.991 2
2013-07-27 01:26:47.243 0
2013-07-27 01:26:47.495 1
2013-07-27 01:26:47.746 -1
2013-07-27 01:26:47.998 2
2013-07-27 01:26:48.249 0
2013-07-27 01:26:48.501 1
2013-07-27 01:26:48.753 -1
2013-07-27 01:26:49.005 2
2013-07-27 01:26:49.256 0
2013-07-27 01:26:49.508 1
2013-07-27 01:26:49.759 -1
2013-07-27 01:26:50.011 2
2013-07-27 01:26:50.263 0
2013-07-27 01:26:50.514 1
2013-07-27 01:26:50.766 -1
2013-07-27 01:26:51.018 2
2013-07-27 01:26:51.269 0
2013-07-27 01:26:51.521 1
2013-07-27 01:26:51.773 -1
2013-07-27 01:26:52.024 2
2013-07-27 01:26:52.276 0
2013-07-27 01:26:52.528 1
2013-07-27 01:26:52.779 -1
2013-07-27 01:26:53.031 2
2013-07-27 01:26:53.283 0
2013-07-27 01:26:53.534 1
2013-07-27 01:26:53.786 -1
2013-07-27 01:26:54.038 2
2013-07-27 01:26:54.289 0
2013-07-27 01:26:54.541 1
2013-07-27 01:26:54.792 -1
2013-07-27 01:26:55.044 2
2013-07-27 01:26:55.296 0
2013-07-27 01:26:55.548 1
2013-07-27 01:26:55.799 -1
2013-07-27 01:26:56.051 2
2013-07-27 01:26:56.302 0
2013-07-27 01:26:56.554 1
2013-07-27 01:26:56.806 -1
2013-07-27 01:26:57.058 2
2013-07-27 01:26:57.309 0
2013-07-27 01:26:57.561 1
2013-07-27 01:26:57.812 -1
2013-07-27 01:26:58.064 2
2013-07-27 01:26:58.316 0
2013-07-27 01:26:58.568 1
2013-07-27 01:26:58.819 -1
2013-07-27 01:26:59.071 2
2013-07-27 01:26:59.322 0
2013-07-27 01:26:59.574 1
2013-07-27 01:26:59.826 -1
2013-07-27 01:27:00.077 2
2013-07-27 01:27:00.329 0
2013-07-27 01:27:00.581 1
2013-07-27 01:27:00.832 -1
2013-07-27 01:27:01.084 2
2013-07-27 01:27:01.336 0
2013-07-27 01:27:01.587 1
2013-07-27 01:27:01.839 -1
2013-07-27 01:27:02.091 2
2013-07-27 01:27:02.342 0
2013-07-27 01:27:02.594 1
2013-07-27 01:27:02.846 -1
2013-07-27 01:27:03.097 2
2013-07-27 01:27:03.349 0
2013-07-27 01:27:03.601 1
2013-07-27 01:27:03.852 -1
2013-07-27 01:27:04.104 2
2013-07-27 01:27:04.356 0
2013-07-27 01:27:04.607 1
2013-07-27 01:27:04.859 -1
2013-07-27 01:27:05.111 2
2013-07-27 01:27:05.362 0
2013-07-27 01:27:05.614 1
2013-07-27 01:27:05.866 -1
2013-07-27 01:27:06.117 2
2013-07-27 01:27:06.369 0
2013-07-27 01:27:06.621 1
2013-07-27 01:27:06.872 -1
2013-07-27 01:27:07.124 2
2013-07-27 01:27:07.375 0
2013-07-27 01:27:07.627 1
2013-07-27 01:27:07.879 -1
2013-07-27 01:27:08.131 2
2013-07-27 01:27:08.382 0
2013-07-27 01:27:08.634 1
2013-07-27 01:27:08.885 -1
2013-07-27 01:27:09.137 2
2013-07-27 01:27:09.389 0
2013-07-27 01:27:09.641 1
2013-07-27 01:27:09.892 -1
2013-07-27 01:27:10.144 2
2013-07-27 01:27:10.395 0
2013-07-27 01:27:10.647 1
2013-07-27 01:27:10.899 -1
2013-07-27 01:27:11.151 2
2013-07-27 01:27:11.402 0
2013-07-27 01:27:11.654 1
2013-07-27 01:27:11.905 -1
2013-07-27 01:27:12.157 2
2013-07-27 01:27:12.409 0
2013-07-27 01:27:12.660 1
2013-07-27 01:27:12.912 -1
2013-07-27 01:27:13.164 2
2013-07-27 01:27:13.415 0
2013-07-27 01:27:13.667 1
2013-07-27 01:27:13.919 -1
2013-07-27 01:27:14.170 2
2013-07-27 01:27:14.422 0
2013-07-27 01:27:14.674 1
2013-07-27 01:27:14.925 -1
2013-07-27 01:27:15.177 2
2013-07-27 01:27:15.429 0
2013-07-27 01:27:15.680 1
2013-07-27 01:27:15.932 -1
2013-07-27 01:27:16.184 2
2013-07-27 01:27:16.435 0
2013-07-27 01:27:16.687 1
2013-07-27 01:27:16.938 -1
2013-07-27 01:27:17.190 2
2013-07-27 01:27:17.442 0
2013-07-27 01:27:17.693 1
2013-07-27 01:27:17.945 -1
2013-07-27 01:27:18.197 2
2013-07-27 01:27:18.448 0
2013-07-27 01:27:18.700 1
2013-07-27 01:27:18.952 -1
2013-07-27 01:27:19.204 2
2013-07-27 01:27:19.455 0
2013-07-27 01:27:19.707 1
2013-07-27 01:27:19.958 -1
2013-07-27 01:27:20.210 2
2013-07-27 01:27:20.462 0
2013-07-27 01:27:20.713 1
2013-07-27 01:27:20.965 -1
2013-07-27 01:27:21.217 2
2013-07-27 01:27:21.468 0
2013-07-27 01:27:21.720 1
2013-07-27 01:27:21.972 -1
2013-07-27 01:27:22.224 2
2013-07-27 01:27:22.475 0
2013-07-27 01:27:22.728 1
2013-07-27 01:27:22.978 -1
2013-07-27 01:27:23.230 2
2013-07-27 01:27:23.482 0
2013-07-27 01:27:23.733 1
2013-07-27 01:27:23.985 -1
2013-07-27 01:27:24.237 2
2013-07-27 01:27:24.488 0
2013-07-27 01:27:24.740 1
2013-07-27 01:27:24.992 -1
2013-07-27 01:27:25.243 2
2013-07-27 01:27:25.495 0
2013-07-27 01:27:25.746 1
2013-07-27 01:27:25.998 -1
2013-07-27 01:27:26.250 2
2013-07-27 01:27:26.501 0
2013-07-27 01:27:26.753 1
2013-07-27 01:27:27.005 -1
2013-07-27 01:27:27.257 2
2013-07-27 01:27:27.508 0
2013-07-27 01:27:27.760 1
2013-07-27 01:27:28.011 -1
2013-07-27 01:27:28.263 2
2013-07-27 01:27:28.515 0
2013-07-27 01:27:28.766 1
2013-07-27 01:27:29.018 -1
2013-07-27 01:27:29.270 2
2013-07-27 01:27:29.521 0
2013-07-27 01:27:29.773 1
2013-07-27 01:27:30.025 -1
2013-07-27 01:27:30.276 2
2013-07-27 01:27:30.528 0
2013-07-27 01:27:30.780 1
2013-07-27 01:27:31.031 -1
2013-07-27 01:27:31.283 0
2013-07-27 01:27:31.535 2
2013-07-27 01:27:31.786 1
2013-07-27 01:27:32.038 -1
2013-07-27 01:27:32.290 0
2013-07-27 01:27:32.541 2
2013-07-27 01:27:32.793 1
2013-07-27 01:27:33.045 -1
2013-07-27 01:27:33.296 0
2013-07-27 01:27:33.548 2
2013-07-27 01:27:33.800 1
2013-07-27 01:27:34.051 -1
2013-07-27 01:27:34.303 0
2013-07-27 01:27:34.554 2
2013-07-27 01:27:34.806 1
2013-07-27 01:27:35.058 -1
2013-07-27 01:27:35.309 0
2013-07-27 01:27:35.561 2
2013-07-27 01:27:35.813 1
2013-07-27 01:27:36.065 -1
2013-07-27 01:27:36.316 0
2013-07-27 01:27:36.568 2
2013-07-27 01:27:36.819 1
2013-07-27 01:27:37.071 -1
2013-07-27 01:27:37.323 0
2013-07-27 01:27:37.574 2
2013-07-27 01:27:37.826 1
2013-07-27 01:27:38.078 -1
2013-07-27 01:27:38.329 0
2013-07-27 01:27:38.581 2
2013-07-27 01:27:38.833 1
2013-07-27 01:27:39.084 -1
2013-07-27 01:27:39.336 0
2013-07-27 01:27:39.588 2
2013-07-27 01:27:39.839 1
2013-07-27 01:27:40.091 -1
2013-07-27 01:27:40.343 0
2013-07-27 01:27:40.594 2
2013-07-27 01:27:40.846 1
2013-07-27 01:27:41.098 -1
2013-07-27 01:27:41.349 0
2013-07-27 01:27:41.601 2
2013-07-27 01:27:41.853 1
2013-07-27 01:27:42.104 -1
2013-07-27 01:27:42.356 0
2013-07-27 01:27:42.608 2
2013-07-27 01:27:42.859 1
2013-07-27 01:27:43.111 -1
2013-07-27 01:27:43.363 0
2013-07-27 01:27:43.614 2
2013-07-27 01:27:43.866 1
2013-07-27 01:27:44.117 -1
2013-07-27 01:27:44.369 0
2013-07-27 01:27:44.621 2
2013-07-27 01:27:44.873 1
2013-07-27 01:27:45.124 -1
2013-07-27 01:27:45.376 0
2013-07-27 01:27:45.627 2
2013-07-27 01:27:45.879 1
2013-07-27 01:27:46.131 -1
2013-07-27 01:27:46.383 0
2013-07-27 01:27:46.634 2
2013-07-27 01:27:46.886 1
2013-07-27 01:27:47.137 -1
2013-07-27 01:27:47.389 0
2013-07-27 01:27:47.641 2
2013-07-27 01:27:47.893 1
2013-07-27 01:27:48.144 -1
2013-07-27 01:27:48.396 0
