2	0	291.842199
2	1	155.499709
2	2	0.000000
2	3	-221.514840
2	4	-293.182299
2	5	163.964889
2	6	108.796406
2	7	334.604829
2	8	100.970187
2	9	255.726729
2	10	-68.406741
2	11	419.689199
2	12	351.003799
2	13	150.737306
2	14	-970.813519
2	15	-2035.862909
2	16	-3692.892406
2	17	-5616.865434
2	18	-7522.052278
2	19	-9389.679881
2	20	646.123193
2	21	849.837209
2	22	1632.790817
2	23	2377.778775
2	24	2485.081897
2	25	1786.143496
2	26	2170.776427
2	27	3604.364237
2	28	5244.020614
2	29	7080.254254
2	0	291.849185
2	1	155.503100
2	2	0.000000
2	3	-221.518981
2	4	-293.188387
2	5	163.966166
2	6	108.796624
2	7	334.608639
2	8	100.970974
2	9	255.726502
2	10	-68.412054
2	11	419.692532
2	12	351.000116
2	13	150.734086
2	14	-970.831078
2	15	-2035.897773
2	16	-3692.952265
2	17	-5616.949401
2	18	-7522.154257
2	19	-9389.816509
2	20	646.148958
2	21	849.878038
2	22	1632.861478
2	23	2377.872774
2	24	2485.191829
2	25	1786.156958
2	26	2170.783618
2	27	3604.383975
2	28	5244.053210
2	29	7080.284969
2	0	291.856172
2	1	155.506490
2	2	0.000000
2	3	-221.523123
2	4	-293.194475
2	5	163.967443
2	6	108.796841
2	7	334.612449
2	8	100.971761
2	9	255.726275
2	10	-68.417367
2	11	419.695864
2	12	350.996433
2	13	150.730865
2	14	-970.848636
2	15	-2035.932637
2	16	-3693.012123
2	17	-5617.033367
2	18	-7522.256235
2	19	-9389.953137
2	20	646.174721
2	21	849.918866
2	22	1632.932139
2	23	2377.966771
2	24	2485.301758
2	25	1786.170420
2	26	2170.790810
2	27	3604.403713
2	28	5244.085806
2	29	7080.315685
2	0	291.863159
2	1	155.509880
2	2	0.000000
2	3	-221.527264
2	4	-293.200564
2	5	163.968720
2	6	108.797058
2	7	334.616260
2	8	100.972548
2	9	255.726048
2	10	-68.422680
2	11	419.699196
2	12	350.992751
2	13	150.727644
2	14	-970.866195
2	15	-2035.967500
2	16	-3693.071981
2	17	-5617.117332
2	18	-7522.358213
2	19	-9390.089764
2	20	646.200485
2	21	849.959693
2	22	1633.002797
2	23	2378.060767
2	24	2485.411686
2	25	1786.183881
2	26	2170.798002
2	27	3604.423452
2	28	5244.118402
2	29	7080.346402
2	0	291.870146
2	1	155.513271
2	2	0.000000
2	3	-221.531405
2	4	-293.206652
2	5	163.969997
2	6	108.797275
2	7	334.620070
2	8	100.973335
2	9	255.725821
2	10	-68.427993
2	11	419.702528
2	12	350.989069
2	13	150.724424
2	14	-970.883753
2	15	-2036.002364
2	16	-3693.131839
2	17	-5617.201296
2	18	-7522.460190
2	19	-9390.226390
2	20	646.226248
2	21	850.000519
2	22	1633.073455
2	23	2378.154761
2	24	2485.521611
2	25	1786.197343
2	26	2170.805195
2	27	3604.443191
2	28	5244.150999
2	29	7080.377119
2	0	291.877132
2	1	155.516661
2	2	0.000000
2	3	-221.535547
2	4	-293.212740
2	5	163.971274
2	6	108.797493
2	7	334.623881
2	8	100.974122
2	9	255.725594
2	10	-68.433306
2	11	419.705860
2	12	350.985387
2	13	150.721204
2	14	-970.901311
2	15	-2036.037227
2	16	-3693.191695
2	17	-5617.285260
2	18	-7522.562166
2	19	-9390.363015
2	20	646.252011
2	21	850.041345
2	22	1633.144112
2	23	2378.248753
2	24	2485.631535
2	25	1786.210805
2	26	2170.812388
2	27	3604.462931
2	28	5244.183596
2	29	7080.407838
2	0	291.884119
2	1	155.520051
2	2	0.000000
2	3	-221.539688
2	4	-293.218828
2	5	163.972551
2	6	108.797710
2	7	334.627691
2	8	100.974909
2	9	255.725367
2	10	-68.438619
2	11	419.709192
2	12	350.981705
2	13	150.717984
2	14	-970.918869
2	15	-2036.072089
2	16	-3693.251552
2	17	-5617.369223
2	18	-7522.664142
2	19	-9390.499639
2	20	646.277773
2	21	850.082170
2	22	1633.214767
2	23	2378.342744
2	24	2485.741457
2	25	1786.224267
2	26	2170.819581
2	27	3604.482671
2	28	5244.216194
2	29	7080.438558
2	0	291.891105
2	1	155.523441
2	2	0.000000
2	3	-221.543829
2	4	-293.224916
2	5	163.973828
2	6	108.797927
2	7	334.631501
2	8	100.975696
2	9	255.725140
2	10	-68.443931
2	11	419.712524
2	12	350.978023
2	13	150.714764
2	14	-970.936427
2	15	-2036.106952
2	16	-3693.311407
2	17	-5617.453186
2	18	-7522.766117
2	19	-9390.636262
2	20	646.303534
2	21	850.122994
2	22	1633.285421
2	23	2378.436733
2	24	2485.851376
2	25	1786.237729
2	26	2170.826774
2	27	3604.502411
2	28	5244.248792
2	29	7080.469278
2	0	291.898091
2	1	155.526832
2	2	0.000000
2	3	-221.547970
2	4	-293.231003
2	5	163.975105
2	6	108.798145
2	7	334.635312
2	8	100.976483
2	9	255.724913
2	10	-68.449244
2	11	419.715856
2	12	350.974341
2	13	150.711544
2	14	-970.953985
2	15	-2036.141813
2	16	-3693.371263
2	17	-5617.537148
2	18	-7522.868092
2	19	-9390.772884
2	20	646.329296
2	21	850.163817
2	22	1633.356073
2	23	2378.530720
2	24	2485.961294
2	25	1786.251191
