2	0	482.159508
2	1	234.210214
2	2	0.000000
2	3	-277.946875
2	4	-408.838412
2	5	90.705154
2	6	16.743385
2	7	264.596986
2	8	55.986506
2	9	-12.891605
2	10	-362.876421
2	11	230.561133
2	12	-254.157426
2	13	-222.381181
2	14	-1205.590846
2	15	-2391.813273
2	16	-4094.271058
2	17	-5728.563311
2	18	-6899.796853
2	19	-9255.238624
2	20	1817.269177
2	21	2898.840573
2	22	4970.077084
2	23	6576.499562
2	24	7674.733658
2	25	910.219428
2	26	450.245503
2	27	1282.418199
2	28	2126.406818
2	29	1920.593241
2	0	482.167337
2	1	234.214057
2	2	0.000000
2	3	-277.951724
2	4	-408.845432
2	5	90.706928
2	6	16.743942
2	7	264.601815
2	8	55.987599
2	9	-12.891015
2	10	-362.881899
2	11	230.565775
2	12	-254.159912
2	13	-222.383862
2	14	-1205.611332
2	15	-2391.854313
2	16	-4094.342241
2	17	-5728.664675
2	18	-6899.922603
2	19	-9255.404794
2	20	1817.296399
2	21	2898.883025
2	22	4970.151379
2	23	6576.599285
2	24	7674.849428
2	25	910.238610
2	26	450.259935
2	27	1282.449861
2	28	2126.456746
2	29	1920.647770
2	0	482.175166
2	1	234.217899
2	2	0.000000
2	3	-277.956572
2	4	-408.852452
2	5	90.708703
2	6	16.744498
2	7	264.606645
2	8	55.988692
2	9	-12.890425
2	10	-362.887377
2	11	230.570417
2	12	-254.162396
2	13	-222.386543
2	14	-1205.631818
2	15	-2391.895353
2	16	-4094.413422
2	17	-5728.766037
2	18	-6900.048353
2	19	-9255.570962
2	20	1817.323620
2	21	2898.925475
2	22	4970.225671
2	23	6576.699005
2	24	7674.965194
2	25	910.257792
2	26	450.274367
2	27	1282.481523
2	28	2126.506674
2	29	1920.702300
2	0	482.182995
2	1	234.221742
2	2	0.000000
2	3	-277.961420
2	4	-408.859472
2	5	90.710477
2	6	16.745055
2	7	264.611474
2	8	55.989784
2	9	-12.889835
2	10	-362.892856
2	11	230.575058
2	12	-254.164881
2	13	-222.389223
2	14	-1205.652303
2	15	-2391.936392
2	16	-4094.484603
2	17	-5728.867398
2	18	-6900.174101
2	19	-9255.737128
2	20	1817.350841
2	21	2898.967924
2	22	4970.299962
2	23	6576.798723
2	24	7675.080957
2	25	910.276974
2	26	450.288800
2	27	1282.513185
2	28	2126.556603
2	29	1920.756831
2	0	482.190823
2	1	234.225584
2	2	0.000000
2	3	-277.966268
2	4	-408.866492
2	5	90.712251
2	6	16.745611
2	7	264.616304
2	8	55.990877
2	9	-12.889244
2	10	-362.898333
2	11	230.579700
2	12	-254.167366
2	13	-222.391903
2	14	-1205.672788
2	15	-2391.977431
2	16	-4094.555783
2	17	-5728.968757
2	18	-6900.299847
2	19	-9255.903292
2	20	1817.378060
2	21	2899.010372
2	22	4970.374250
2	23	6576.898438
2	24	7675.196716
2	25	910.296156
2	26	450.303232
2	27	1282.544847
2	28	2126.606532
2	29	1920.811364
2	0	482.198652
2	1	234.229427
2	2	0.000000
2	3	-277.971116
2	4	-408.873512
2	5	90.714025
2	6	16.746168
2	7	264.621133
2	8	55.991970
2	9	-12.888654
2	10	-362.903811
2	11	230.584342
2	12	-254.169850
2	13	-222.394583
2	14	-1205.693272
2	15	-2392.018468
2	16	-4094.626961
2	17	-5729.070115
2	18	-6900.425593
2	19	-9256.069454
2	20	1817.405279
2	21	2899.052818
2	22	4970.448536
2	23	6576.998151
2	24	7675.312473
2	25	910.315339
2	26	450.317666
2	27	1282.576510
2	28	2126.656462
2	29	1920.865897
2	0	482.206480
2	1	234.233269
2	2	0.000000
2	3	-277.975964
2	4	-408.880532
2	5	90.715799
2	6	16.746725
2	7	264.625963
2	8	55.993062
2	9	-12.888064
2	10	-362.909289
2	11	230.588983
2	12	-254.172334
2	13	-222.397263
2	14	-1205.713757
2	15	-2392.059506
2	16	-4094.698139
2	17	-5729.171472
2	18	-6900.551337
2	19	-9256.235614
2	20	1817.432497
2	21	2899.095264
2	22	4970.522821
2	23	6577.097861
2	24	7675.428226
2	25	910.334521
2	26	450.332099
2	27	1282.608173
2	28	2126.706392
2	29	1920.920432
2	0	482.214308
2	1	234.237111
2	2	0.000000
2	3	-277.980811
2	4	-408.887551
2	5	90.717573
2	6	16.747281
2	7	264.630792
2	8	55.994155
2	9	-12.887473
2	10	-362.914766
2	11	230.593625
2	12	-254.174818
2	13	-222.399942
2	14	-1205.734240
2	15	-2392.100542
2	16	-4094.769316
2	17	-5729.272828
2	18	-6900.677079
2	19	-9256.401772
2	20	1817.459715
2	21	2899.137708
2	22	4970.597103
2	23	6577.197568
2	24	7675.543977
2	25	910.353703
2	26	450.346533
2	27	1282.639837
2	28	2126.756323
2	29	1920.974967
2	0	482.222136
2	1	234.240954
2	2	0.000000
2	3	-277.985659
2	4	-408.894570
2	5	90.719347
2	6	16.747838
2	7	264.635622
2	8	55.995248
2	9	-12.886883
2	10	-362.920243
2	11	230.598267
2	12	-254.177301
2	13	-222.402622
2	14	-1205.754724
2	15	-2392.141578
2	16	-4094.840491
2	17	-5729.374182
2	18	-6900.802821
2	19	-9256.567928
2	20	1817.486931
2	21	2899.180151
2	22	4970.671383
2	23	6577.297273
2	24	7675.659724
2	25	910.372886
2	26	450.360968
2	27	1282.671501
