2013-07-27 01:26:00.936 0
2013-07-27 01:26:01.188 1
2013-07-27 01:26:01.439 2
2013-07-27 01:26:01.943 0
2013-07-27 01:26:02.194 1
2013-07-27 01:26:02.446 2
2013-07-27 01:26:02.949 0
2013-07-27 01:26:03.201 1
2013-07-27 01:26:03.453 2
2013-07-27 01:26:03.956 0
2013-07-27 01:26:04.208 1
2013-07-27 01:26:04.459 2
2013-07-27 01:26:04.963 0
2013-07-27 01:26:05.214 1
2013-07-27 01:26:05.466 2
2013-07-27 01:26:05.969 0
2013-07-27 01:26:06.221 1
2013-07-27 01:26:06.472 2
2013-07-27 01:26:06.976 0
2013-07-27 01:26:07.228 1
2013-07-27 01:26:07.479 2
2013-07-27 01:26:07.982 0
2013-07-27 01:26:08.234 1
2013-07-27 01:26:08.486 2
2013-07-27 01:26:08.989 0
2013-07-27 01:26:09.241 1
2013-07-27 01:26:09.492 2
2013-07-27 01:26:09.996 0
2013-07-27 01:26:10.248 1
2013-07-27 01:26:10.499 2
2013-07-27 01:26:11.002 0
2013-07-27 01:26:11.254 1
2013-07-27 01:26:11.506 2
2013-07-27 01:26:12.009 0
2013-07-27 01:26:12.261 1
2013-07-27 01:26:12.512 2
2013-07-27 01:26:13.016 0
2013-07-27 01:26:13.267 1
2013-07-27 01:26:13.519 2
2013-07-27 01:26:14.022 0
2013-07-27 01:26:14.274 1
2013-07-27 01:26:14.526 2
2013-07-27 01:26:15.029 0
2013-07-27 01:26:15.281 1
2013-07-27 01:26:15.532 2
2013-07-27 01:26:16.035 0
2013-07-27 01:26:16.287 1
2013-07-27 01:26:16.539 2
2013-07-27 01:26:17.042 0
2013-07-27 01:26:17.294 1
2013-07-27 01:26:17.545 2
2013-07-27 01:26:18.049 0
2013-07-27 01:26:18.301 1
2013-07-27 01:26:18.552 2
2013-07-27 01:26:19.055 0
2013-07-27 01:26:19.307 1
2013-07-27 01:26:19.559 2
2013-07-27 01:26:20.062 0
2013-07-27 01:26:20.314 1
2013-07-27 01:26:20.565 2
2013-07-27 01:26:21.069 0
2013-07-27 01:26:21.321 1
2013-07-27 01:26:21.572 2
2013-07-27 01:26:22.075 0
2013-07-27 01:26:22.327 1
2013-07-27 01:26:22.579 2
2013-07-27 01:26:23.082 0
2013-07-27 01:26:23.334 1
2013-07-27 01:26:23.585 2
2013-07-27 01:26:24.089 0
2013-07-27 01:26:24.340 1
2013-07-27 01:26:24.592 2
2013-07-27 01:26:25.095 0
2013-07-27 01:26:25.347 1
2013-07-27 01:26:25.599 2
2013-07-27 01:26:26.102 0
2013-07-27 01:26:26.354 1
2013-07-27 01:26:26.605 2
2013-07-27 01:26:27.108 0
2013-07-27 01:26:27.360 1
2013-07-27 01:26:27.612 2
2013-07-27 01:26:28.115 0
2013-07-27 01:26:28.367 1
2013-07-27 01:26:28.618 2
2013-07-27 01:26:29.122 0
2013-07-27 01:26:29.374 1
2013-07-27 01:26:29.625 2
2013-07-27 01:26:30.128 0
2013-07-27 01:26:30.380 1
2013-07-27 01:26:30.632 2
2013-07-27 01:26:31.135 0
2013-07-27 01:26:31.387 1
2013-07-27 01:26:31.638 2
2013-07-27 01:26:32.142 0
2013-07-27 01:26:32.393 1
2013-07-27 01:26:32.645 2
2013-07-27 01:26:33.148 0
2013-07-27 01:26:33.400 1
2013-07-27 01:26:33.652 2
2013-07-27 01:26:34.155 0
2013-07-27 01:26:34.407 1
2013-07-27 01:26:34.658 2
2013-07-27 01:26:35.162 0
2013-07-27 01:26:35.413 1
2013-07-27 01:26:35.665 2
2013-07-27 01:26:36.168 0
2013-07-27 01:26:36.420 1
2013-07-27 01:26:36.672 2
2013-07-27 01:26:37.175 0
2013-07-27 01:26:37.427 1
2013-07-27 01:26:37.678 2
2013-07-27 01:26:38.182 0
2013-07-27 01:26:38.433 1
2013-07-27 01:26:38.685 2
2013-07-27 01:26:39.188 0
2013-07-27 01:26:39.440 1
2013-07-27 01:26:39.691 2
2013-07-27 01:26:40.195 0
2013-07-27 01:26:40.446 1
2013-07-27 01:26:40.698 2
2013-07-27 01:26:41.201 0
2013-07-27 01:26:41.453 1
2013-07-27 01:26:41.705 2
2013-07-27 01:26:42.208 0
2013-07-27 01:26:42.460 1
2013-07-27 01:26:42.711 2
2013-07-27 01:26:43.215 0
2013-07-27 01:26:43.466 1
2013-07-27 01:26:43.718 2
2013-07-27 01:26:44.221 0
2013-07-27 01:26:44.473 1
2013-07-27 01:26:44.724 2
2013-07-27 01:26:45.228 0
2013-07-27 01:26:45.480 1
2013-07-27 01:26:45.731 2
2013-07-27 01:26:46.234 0
2013-07-27 01:26:46.486 1
2013-07-27 01:26:46.738 2
2013-07-27 01:26:47.241 0
2013-07-27 01:26:47.493 1
2013-07-27 01:26:47.744 2
2013-07-27 01:26:48.248 0
2013-07-27 01:26:48.499 1
2013-07-27 01:26:48.751 2
2013-07-27 01:26:49.254 0
2013-07-27 01:26:49.506 1
2013-07-27 01:26:49.758 2
2013-07-27 01:26:50.261 0
2013-07-27 01:26:50.513 1
2013-07-27 01:26:50.764 2
2013-07-27 01:26:51.268 0
2013-07-27 01:26:51.519 1
2013-07-27 01:26:51.771 2
2013-07-27 01:26:52.274 0
2013-07-27 01:26:52.526 1
2013-07-27 01:26:52.777 2
2013-07-27 01:26:53.281 0
2013-07-27 01:26:53.533 1
2013-07-27 01:26:53.784 2
2013-07-27 01:26:54.288 0
2013-07-27 01:26:54.539 1
2013-07-27 01:26:54.791 2
2013-07-27 01:26:55.294 0
2013-07-27 01:26:55.546 1
2013-07-27 01:26:55.797 2
2013-07-27 01:26:56.301 0
2013-07-27 01:26:56.553 1
2013-07-27 01:26:56.804 2
2013-07-27 01:26:57.307 0
2013-07-27 01:26:57.559 1
