2013 07 27 01 26 01 0.438026 10
2013 07 27 01 26 02 0.444682 10
2013 07 27 01 26 03 0.451338 10
2013 07 27 01 26 04 0.457994 10
2013 07 27 01 26 05 0.464650 10
2013 07 27 01 26 06 0.471306 10
2013 07 27 01 26 07 0.477962 10
2013 07 27 01 26 08 0.484618 10
2013 07 27 01 26 09 0.491274 10
2013 07 27 01 26 10 0.497930 10
2013 07 27 01 26 11 0.504586 10
2013 07 27 01 26 12 0.510986 10
2013 07 27 01 26 13 0.517642 10
2013 07 27 01 26 14 0.524298 10
2013 07 27 01 26 15 0.530954 10
2013 07 27 01 26 16 0.537610 10
2013 07 27 01 26 17 0.544266 10
2013 07 27 01 26 18 0.550922 10
2013 07 27 01 26 19 0.557578 10
2013 07 27 01 26 20 0.564234 10
2013 07 27 01 26 21 0.570890 10
2013 07 27 01 26 22 0.577546 10
2013 07 27 01 26 23 0.583946 10
2013 07 27 01 26 24 0.590602 10
2013 07 27 01 26 25 0.597258 10
2013 07 27 01 26 26 0.603914 10
2013 07 27 01 26 27 0.610570 10
2013 07 27 01 26 28 0.617226 10
2013 07 27 01 26 29 0.623882 10
2013 07 27 01 26 30 0.630538 10
2013 07 27 01 26 31 0.637194 10
2013 07 27 01 26 32 0.643850 10
2013 07 27 01 26 33 0.650506 10
2013 07 27 01 26 34 0.657162 10
2013 07 27 01 26 35 0.663562 10
2013 07 27 01 26 36 0.670218 10
2013 07 27 01 26 37 0.676874 10
2013 07 27 01 26 38 0.683530 10
2013 07 27 01 26 39 0.690186 10
2013 07 27 01 26 40 0.696842 10
2013 07 27 01 26 41 0.703498 10
2013 07 27 01 26 42 0.710154 10
2013 07 27 01 26 43 0.716810 10
2013 07 27 01 26 44 0.723466 10
2013 07 27 01 26 45 0.730122 10
2013 07 27 01 26 46 0.736522 10
2013 07 27 01 26 47 0.743178 10
2013 07 27 01 26 48 0.749834 10
2013 07 27 01 26 49 0.756490 10
2013 07 27 01 26 50 0.763146 10
2013 07 27 01 26 51 0.518410 10
2013 07 27 01 26 52 0.524810 10
2013 07 27 01 26 53 0.279818 10
2013 07 27 01 26 54 0.034826 10
2013 07 27 01 26 55 0.041482 10
2013 07 27 01 26 56 0.048138 10
2013 07 27 01 26 57 0.054794 10
2013 07 27 01 26 58 0.061450 10
2013 07 27 01 26 59 0.068106 10
2013 07 27 01 27 00 0.074762 10
2013 07 27 01 27 01 0.081418 10
2013 07 27 01 27 02 0.087818 10
2013 07 27 01 27 03 0.094474 10
2013 07 27 01 27 04 0.101130 10
2013 07 27 01 27 05 0.107786 10
2013 07 27 01 27 06 0.114442 10
2013 07 27 01 27 07 0.121098 10
2013 07 27 01 27 08 0.127754 10
2013 07 27 01 27 09 0.134410 10
2013 07 27 01 27 10 0.141066 10
2013 07 27 01 27 11 0.147722 10
2013 07 27 01 27 12 0.154378 10
2013 07 27 01 27 13 0.161034 10
2013 07 27 01 27 14 0.167690 10
2013 07 27 01 27 15 0.174346 10
2013 07 27 01 27 16 0.180746 10
2013 07 27 01 27 17 0.187402 10
2013 07 27 01 27 18 0.194058 10
2013 07 27 01 27 19 0.200714 10
2013 07 27 01 27 20 0.207370 10
2013 07 27 01 27 21 0.214026 10
2013 07 27 01 27 22 0.220682 10
2013 07 27 01 27 23 0.227338 10
2013 07 27 01 27 24 0.233994 10
2013 07 27 01 27 25 0.240394 10
2013 07 27 01 27 26 0.247050 10
2013 07 27 01 27 27 0.253706 10
2013 07 27 01 27 28 0.260362 10
2013 07 27 01 27 29 0.267018 10
2013 07 27 01 27 30 0.273674 10
2013 07 27 01 27 31 0.280330 10
2013 07 27 01 27 32 0.035082 10
2013 07 27 01 27 33 0.041738 10
2013 07 27 01 27 34 0.048394 10
2013 07 27 01 27 35 0.055050 10
2013 07 27 01 27 36 0.061706 10
2013 07 27 01 27 37 0.068362 10
2013 07 27 01 27 38 0.075018 10
2013 07 27 01 27 39 0.081674 10
2013 07 27 01 27 40 0.088330 10
2013 07 27 01 27 41 0.094730 10
2013 07 27 01 27 42 0.101386 10
2013 07 27 01 27 43 0.108042 10
2013 07 27 01 27 44 0.114698 10
2013 07 27 01 27 45 0.121354 10
2013 07 27 01 27 46 0.128010 10
2013 07 27 01 27 47 0.134666 10
2013 07 27 01 27 48 0.141322 10
2013 07 27 01 27 49 0.147978 10
2013 07 27 01 27 50 0.154634 10
2013 07 27 01 27 51 0.161290 10
2013 07 27 01 27 52 0.167946 10
2013 07 27 01 27 53 0.174346 10
2013 07 27 01 27 54 0.181002 10
2013 07 27 01 27 55 0.187658 10
2013 07 27 01 27 56 0.194314 10
2013 07 27 01 27 57 0.200970 10
2013 07 27 01 27 58 0.207626 10
2013 07 27 01 27 59 0.214282 10
2013 07 27 01 28 00 0.220938 10
2013 07 27 01 28 01 0.227594 10
2013 07 27 01 28 02 0.234250 10
2013 07 27 01 28 03 0.240906 10
2013 07 27 01 28 04 0.247306 10
2013 07 27 01 28 05 0.253962 10
2013 07 27 01 28 06 0.260618 10
2013 07 27 01 28 07 0.267274 10
2013 07 27 01 28 08 0.022538 10
2013 07 27 01 28 09 0.029194 10
2013 07 27 01 28 10 0.035850 10
2013 07 27 01 28 11 0.042250 10
2013 07 27 01 28 12 0.048906 10
2013 07 27 01 28 13 0.055562 10
2013 07 27 01 28 14 0.062218 10
2013 07 27 01 28 15 0.068874 10
2013 07 27 01 28 16 0.075530 10
2013 07 27 01 28 17 0.082186 10
2013 07 27 01 28 18 0.088842 10
2013 07 27 01 28 19 0.095498 10
2013 07 27 01 28 20 0.101898 10
2013 07 27 01 28 21 0.108554 10
2013 07 27 01 28 22 0.115466 10
2013 07 27 01 28 23 0.122122 10
2013 07 27 01 28 24 0.128522 10
2013 07 27 01 28 25 0.135178 10
2013 07 27 01 28 26 0.141834 10
2013 07 27 01 28 27 0.148490 10
2013 07 27 01 28 28 0.155146 10
2013 07 27 01 28 29 0.161802 10
2013 07 27 01 28 30 0.168458 10
2013 07 27 01 28 31 0.175114 10
2013 07 27 01 28 32 0.181770 10
2013 07 27 01 28 33 0.188426 10
2013 07 27 01 28 34 0.195082 10
2013 07 27 01 28 35 0.201738 10
2013 07 27 01 28 36 0.208138 10
2013 07 27 01 28 37 0.214794 10
2013 07 27 01 28 38 0.221450 10
2013 07 27 01 28 39 0.228106 10
2013 07 27 01 28 40 0.234762 10
2013 07 27 01 28 41 0.241418 10
2013 07 27 01 28 42 0.248074 10
2013 07 27 01 28 43 0.254730 10
2013 07 27 01 28 44 0.261130 10
2013 07 27 01 28 45 0.267786 10
2013 07 27 01 28 46 0.274442 10
2013 07 27 01 28 47 0.281098 10
2013 07 27 01 28 48 0.287754 10
2013 07 27 01 28 49 0.294410 10
2013 07 27 01 28 50 0.049162 10
2013 07 27 01 28 51 0.055818 10
2013 07 27 01 28 52 0.062474 10
2013 07 27 01 28 53 0.069130 10
2013 07 27 01 28 54 0.075786 10
2013 07 27 01 28 55 0.082442 10
2013 07 27 01 28 56 0.089098 10
2013 07 27 01 28 57 0.095754 10
2013 07 27 01 28 58 0.102410 10
2013 07 27 01 28 59 0.109066 10
2013 07 27 01 29 00 0.115466 10
