   12.08947      0.0000000E+00
   8.251992      0.0000000E+00
   1.692782      0.0000000E+00
   10.56559      0.0000000E+00
   16.60305      0.0000000E+00
  0.9708858      0.0000000E+00
   8.178580      0.0000000E+00
   14.40206      0.0000000E+00
   7.627052      0.0000000E+00
   1.798455      0.0000000E+00
   10.12478      0.0000000E+00
   15.93958      0.0000000E+00
   15.94643      0.0000000E+00
   17.47197      0.0000000E+00
   11.91930      0.0000000E+00
   11.26327      0.0000000E+00
   15.80171      0.0000000E+00
   12.62432      0.0000000E+00
   17.94646      0.0000000E+00
   10.18978      0.0000000E+00
   12.92932      0.0000000E+00
   14.76247      0.0000000E+00
   11.20341      0.0000000E+00
   10.40325      0.0000000E+00
   8.385114      0.0000000E+00
   12.46789      0.0000000E+00
   9.834485      0.0000000E+00
   14.93421      0.0000000E+00
   4.404811      0.0000000E+00
   14.24680      0.0000000E+00
   7.299102      0.0000000E+00
   11.64294      0.0000000E+00
   11.91630      0.0000000E+00
   4.885153      0.0000000E+00
   8.494303      0.0000000E+00
   11.05762      0.0000000E+00
   15.62667      0.0000000E+00
   9.241106      0.0000000E+00
   8.758522      0.0000000E+00
   16.56284      0.0000000E+00
   2.798563      0.0000000E+00
   6.456994      0.0000000E+00
   7.843573      0.0000000E+00
   12.34779      0.0000000E+00
   10.47041      0.0000000E+00
   17.25577      0.0000000E+00
   13.69588      0.0000000E+00
   13.83997      0.0000000E+00
   8.588491      0.0000000E+00
   5.885126      0.0000000E+00
   13.50028      0.0000000E+00
   11.87580      0.0000000E+00
   10.84211      0.0000000E+00
   10.00694      0.0000000E+00
   14.69276      0.0000000E+00
   16.32902      0.0000000E+00
   8.749385      0.0000000E+00
   18.63647      0.0000000E+00
   13.27698      0.0000000E+00
   11.75000      0.0000000E+00
   16.21876      0.0000000E+00
   11.28774      0.0000000E+00
   7.513871      0.0000000E+00
   20.50476      0.0000000E+00
  -9.930047      0.8485901    
  -12.76900       2.816230    
   3.579443       7.588069    
  -8.122086      -5.195626    
   12.99529      -9.989136    
   7.872808       11.63564    
   5.247770      -4.788224    
   2.500789       12.68257    
  -1.865419       9.594997    
  -11.06752       2.046196    
  -2.271789       9.541192    
  -11.24016      -8.055565    
  0.6167163      -9.916609    
  -9.649416      -14.21836    
   7.132972      -10.81679    
   12.63292       5.583060    
   10.77884       11.80742    
  -7.936341       3.684524    
  -16.55475     -0.8209686    
  -8.623205      -5.129147    
  -3.638672      -3.661059    
  -3.007522      -11.99177    
  -1.814246      -13.33835    
   9.152446      -3.116965    
   6.524745       10.49870    
   13.41035       7.433557    
  -9.726094       4.101035    
  -9.937854      4.0189356E-02
   8.908216     -0.6301088    
   2.458895      -13.04385    
   5.725395       4.352706    
   9.394319      -10.91800    
   8.715399       1.928175    
   9.453024       11.42355    
  -1.178445       16.42249    
  -10.74676     -0.8194057    
   4.203449      -16.07731    
  -16.12325      -7.536743    
   14.57965      -3.591401    
   5.391356      -6.379367    
