  -478.3586      -88.11384      -1.235223     -0.2129924     -0.1476914    
 -0.1081414     -0.1017488     -9.0611182E-02 -7.8242920E-02 -7.0387684E-02
 -5.8058415E-02 -4.3568235E-02 -3.2947049E-02 -2.8179711E-02 -7.1049663E-03
 -6.0088467E-03  4.8758863E-03  1.0180905E-02  1.8829335E-02  2.7433965E-02
  3.4314636E-02  4.8621707E-02  5.3347010E-02  8.4182516E-02  9.8276094E-02
  0.1033431      0.1326911      0.1443411      0.2080358       1.244673    
   68.32659       498.1538    
  -686.9269      -269.4841     -0.3744113     -0.1855203     -0.1141494    
 -0.1007661     -9.7204350E-02 -8.2440488E-02 -6.9563381E-02 -5.7712361E-02
 -4.7068723E-02 -3.7811421E-02 -3.5246398E-02 -2.3152068E-02 -1.7737087E-02
 -7.1378369E-03  2.7474810E-03  1.1925909E-02  1.9557340E-02  2.6358662E-02
  3.7958741E-02  4.8251204E-02  6.2464174E-02  7.2182156E-02  7.6999150E-02
  9.6353337E-02  0.1097415      0.1268975      0.1437149      0.3065751    
   258.2976       698.2216    
  -521.2092      -93.36620     -0.7224289     -0.1610474     -0.1303106    
 -0.1146560     -0.1031871     -8.5789420E-02 -7.7724203E-02 -5.8554426E-02
 -5.2500550E-02 -4.5272991E-02 -3.4802068E-02 -2.5929667E-02 -1.7080201E-02
 -6.6048810E-03  6.0025807E-03  1.0841244E-02  1.9367512E-02  2.9957138E-02
  4.4043150E-02  5.4697350E-02  6.3610792E-02  7.0171669E-02  8.4589705E-02
  0.1009237      0.1165475      0.1452709      0.1971533      0.6959518    
   99.30245       515.2695    
  -659.7885      -192.1813     -0.5342975     -0.1718553     -0.1317552    
 -0.1187099     -9.3763627E-02 -8.0288962E-02 -7.0587046E-02 -5.8292113E-02
 -4.7982037E-02 -3.9630845E-02 -3.0562866E-02 -2.0342108E-02 -1.4524846E-02
 -6.4076763E-03  2.3700953E-03  1.1115723E-02  1.7743463E-02  3.3834197E-02
  3.7437834E-02  5.2872807E-02  6.3317493E-02  7.2364114E-02  8.0702141E-02
  9.1927662E-02  0.1008947      0.1212909      0.1783534      0.4078745    
   158.9703       693.1462    
  -436.3805      -187.6859     -0.4400313     -0.1625093     -0.1300171    
 -0.1043919     -8.9411028E-02 -8.3389953E-02 -7.3195457E-02 -6.4294890E-02
 -5.3659417E-02 -3.6395915E-02 -3.0516036E-02 -2.5600675E-02 -2.1400550E-02
 -8.0145104E-03 -7.0822478E-04  7.6268534E-03  2.5046170E-02  3.5347495E-02
  4.4379301E-02  5.5564348E-02  6.1213695E-02  7.7321336E-02  8.1888169E-02
  9.6352190E-02  0.1171086      0.1332388      0.1886974      0.4372320    
   152.4093       471.6196    
  -539.2817      -244.7915     -0.3861009     -0.3342244     -0.1300990    
 -0.1099126     -9.9568777E-02 -8.2054019E-02 -7.8110397E-02 -5.8799017E-02
 -3.7285872E-02 -3.3706110E-02 -2.6497466E-02 -2.1910507E-02 -1.4771359E-02
 -3.8783215E-03 -3.6058892E-04  1.6678706E-02  2.0451378E-02  2.6762562E-02
  3.8521666E-02  5.6052793E-02  5.9088420E-02  7.4535303E-02  8.7902233E-02
  0.1022293      0.1096102      0.1207403      0.1833256      0.2607837    
   313.6039       470.7298    
  -657.0505      -229.4455     -0.2469371     -0.1786383     -0.1392448    
 -0.1031365     -9.4169043E-02 -9.1216452E-02 -7.2538242E-02 -6.7373231E-02
 -5.4551464E-02 -3.1787481E-02 -2.7277434E-02 -1.7496070E-02 -1.1938471E-02
 -3.2247440E-03  1.1814908E-03  1.4102308E-02  2.3178181E-02  3.2805078E-02
  3.8677573E-02  4.9925130E-02  5.6327887E-02  7.4742235E-02  8.4599212E-02
  9.5889874E-02  0.1048785      0.1203881      0.1437280      0.3799100    
   269.8260       616.5890    
  -603.5801      -2.379619     -0.9102563     -0.3309281     -0.1380246    
 -0.1030176     -9.6184991E-02 -7.9609536E-02 -7.0515715E-02 -5.6461096E-02
