400 3 1 duplicate
401 3 0 duplicate
401 2 1 duplicate
402 2 0  
402 0 1  
403 1 0 duplicate
403 1 1 duplicate
404 0 0 duplicate
404 3 1 duplicate
405 3 0  
405 2 1  
406 2 0 duplicate
406 0 1 duplicate
407 1 0 duplicate
407 1 1 duplicate
408 0 0 duplicate
408 3 1 duplicate
409 3 0  
409 2 1  
410 2 0 duplicate
410 0 1 duplicate
411 1 0  
411 1 1  
412 0 0 duplicate
412 3 1 duplicate
413 3 0 duplicate
413 2 1 duplicate
414 2 0 duplicate
414 0 1 duplicate
415 1 0 duplicate
415 1 1 duplicate
416 0 0 duplicate
416 3 1 duplicate
417 3 0 duplicate
417 2 1 duplicate
418 2 0 duplicate
418 0 1 duplicate
419 1 0 duplicate
419 1 1 duplicate
420 0 0 duplicate
420 3 1 duplicate
421 3 0 duplicate
421 2 1 duplicate
422 2 0 duplicate
422 0 1 duplicate
423 1 0 duplicate
423 1 1 duplicate
424 0 0  
424 3 1  
425 3 0 duplicate
425 2 1 duplicate
426 2 0  
426 0 1  
427 1 0 duplicate
427 1 1 duplicate
428 0 0  
428 3 1  
429 3 0 duplicate
429 2 1 duplicate
430 2 0  
430 0 1  
431 1 0 duplicate
431 1 1 duplicate
432 0 0 duplicate
432 3 1 duplicate
433 3 0 duplicate
433 2 1 duplicate
434 2 0  
434 0 1  
435 1 0 duplicate
435 1 1 duplicate
436 0 0 duplicate
436 3 1 duplicate
437 3 0 duplicate
437 2 1 duplicate
438 2 0 duplicate
438 0 1 duplicate
439 1 0 duplicate
439 1 1 duplicate
440 0 0 duplicate
440 3 1 duplicate
441 3 0 duplicate
441 2 1 duplicate
442 2 0 duplicate
442 0 1 duplicate
443 1 0  
443 1 1  
444 0 0 duplicate
444 3 1 duplicate
445 3 0 duplicate
445 2 1 duplicate
446 2 0 duplicate
446 0 1 duplicate
447 1 0 duplicate
447 1 1 duplicate
448 0 0  
448 3 1  
449 3 0 duplicate
449 2 1 duplicate
450 2 0 duplicate
450 0 1 duplicate
451 1 0 duplicate
451 1 1 duplicate
452 0 0  
452 3 1  
453 3 0 duplicate
453 2 1 duplicate
454 2 0  
454 0 1  
455 1 0 duplicate
455 1 1 duplicate
456 0 0 duplicate
456 3 1 duplicate
457 3 0 duplicate
457 2 1 duplicate
458 2 0  
458 0 1  
459 1 0 duplicate
459 1 1 duplicate
460 0 0  
460 3 1  
461 3 0 duplicate
461 2 1 duplicate
462 2 0  
462 0 1  
463 1 0 duplicate
463 1 1 duplicate
464 0 0  
464 3 1  
465 3 0 duplicate
465 2 1 duplicate
466 2 0 duplicate
466 0 1 duplicate
467 1 0  
467 1 1  
468 0 0 duplicate
468 3 1 duplicate
469 3 0 duplicate
469 2 1 duplicate
470 2 0 duplicate
470 0 1 duplicate
471 1 0 duplicate
471 1 1 duplicate
472 0 0 duplicate
472 3 1 duplicate
473 3 0 duplicate
473 2 1 duplicate
474 2 0 duplicate
474 0 1 duplicate
475 1 0  
475 1 1  
476 0 0 duplicate
476 3 1 duplicate
477 3 0 duplicate
477 2 1 duplicate
478 2 0 duplicate
478 0 1 duplicate
479 1 0 duplicate
479 1 1 duplicate
480 0 0  
480 3 1  
481 3 0 duplicate
481 2 1 duplicate
482 2 0 duplicate
482 0 1 duplicate
483 1 0 duplicate
483 1 1 duplicate
484 0 0  
484 3 1  
485 3 0 duplicate
485 2 1 duplicate
486 2 0 duplicate
486 0 1 duplicate
487 1 0 duplicate
487 1 1 duplicate
488 0 0  
488 3 1  
489 3 0 duplicate
489 2 1 duplicate
490 2 0  
490 0 1  
491 1 0 duplicate
491 1 1 duplicate
492 0 0  
492 3 1  
493 3 0  
493 2 1  
494 2 0  
494 0 1  
495 1 0 duplicate
495 1 1 duplicate
496 0 0 duplicate
496 3 1 duplicate
497 3 0  
497 2 1  
498 2 0 duplicate
498 0 1 duplicate
499 1 0  
499 1 1  
500 0 0 duplicate
500 3 1 duplicate
501 3 0  
501 2 1  
502 2 0 duplicate
502 0 1 duplicate
503 1 0 duplicate
503 1 1 duplicate
504 0 0 duplicate
504 3 1 duplicate
505 3 0 duplicate
505 2 1 duplicate
506 2 0 duplicate
506 0 1 duplicate
507 1 0 duplicate
507 1 1 duplicate
508 0 0  
508 3 1  
509 3 0 duplicate
509 2 1 duplicate
510 2 0  
510 0 1  
511 0 0 duplicate
511 1 1 duplicate
512 1 0  
512 3 1  
513 3 0 duplicate
513 2 1 duplicate
514 2 0  
514 0 1  
515 0 0 duplicate
515 1 1 duplicate
516 1 0  
516 3 1  
517 3 0 duplicate
517 2 1 duplicate
518 2 0  
518 0 1  
519 0 0 duplicate
519 1 1 duplicate
520 1 0  
520 3 1  
521 3 0 duplicate
521 2 1 duplicate
522 2 0  
522 0 1  
523 0 0 duplicate
523 1 1 duplicate
524 1 0  
524 3 1  
525 3 0  
525 2 1  
526 2 0  
526 0 1  
527 0 0 duplicate
527 1 1 duplicate
528 1 0 duplicate
528 3 1 duplicate
529 3 0  
529 2 1  
530 2 0 duplicate
530 0 1 duplicate
531 0 0 duplicate
531 1 1 duplicate
532 1 0 duplicate
532 3 1 duplicate
533 3 0 duplicate
533 2 1 duplicate
534 2 0 duplicate
534 0 1 duplicate
535 0 0 duplicate
535 1 1 duplicate
536 1 0 duplicate
536 3 1 duplicate
537 3 0 duplicate
537 2 1 duplicate
538 2 0 duplicate
538 0 1 duplicate
539 0 0 duplicate
539 1 1 duplicate
540 1 0  
540 3 1  
541 2 0 duplicate
541 2 1 duplicate
542 3 0 duplicate
542 0 1 duplicate
543 0 0 duplicate
543 1 1 duplicate
544 1 0  
544 3 1  
545 2 0 duplicate
545 2 1 duplicate
546 3 0 duplicate
546 0 1 duplicate
547 0 0 duplicate
547 1 1 duplicate
548 1 0 duplicate
548 3 1 duplicate
549 2 0 duplicate
549 2 1 duplicate
550 3 0 duplicate
550 0 1 duplicate
551 0 0 duplicate
551 1 1 duplicate
552 1 0 duplicate
552 3 1 duplicate
553 2 0  
553 2 1  
554 3 0 duplicate
554 0 1 duplicate
555 0 0 duplicate
555 1 1 duplicate
556 1 0 duplicate
556 3 1 duplicate
557 2 0  
557 2 1  
558 3 0 duplicate
558 0 1 duplicate
559 0 0 duplicate
559 1 1 duplicate
560 1 0 duplicate
560 3 1 duplicate
561 2 0  
561 2 1  
562 3 0 duplicate
562 0 1 duplicate
563 0 0 duplicate
563 1 1 duplicate
564 1 0 duplicate
564 3 1 duplicate
565 2 0 duplicate
565 2 1 duplicate
566 3 0 duplicate
566 0 1 duplicate
567 0 0 duplicate
567 1 1 duplicate
568 1 0 duplicate
568 3 1 duplicate
569 2 0 duplicate
569 2 1 duplicate
570 3 0 duplicate
570 0 1 duplicate
571 0 0 duplicate
571 1 1 duplicate
572 1 0 duplicate
572 3 1 duplicate
573 2 0 duplicate
573 2 1 duplicate
574 3 0 duplicate
574 0 1 duplicate
575 0 0 duplicate
575 1 1 duplicate
576 1 0  
576 3 1  
577 2 0 duplicate
577 2 1 duplicate
578 3 0 duplicate
578 0 1 duplicate
579 0 0 duplicate
579 1 1 duplicate
580 1 0  
580 3 1  
581 2 0 duplicate
581 0 1 duplicate
582 3 0 duplicate
582 2 1 duplicate
583 0 0 duplicate
583 1 1 duplicate
584 1 0  
584 3 1  
585 2 0 duplicate
585 0 1 duplicate
586 3 0 duplicate
586 2 1 duplicate
587 0 0 duplicate
587 1 1 duplicate
588 1 0 duplicate
588 3 1 duplicate
589 2 0 duplicate
589 0 1 duplicate
590 3 0 duplicate
590 2 1 duplicate
591 0 0 duplicate
591 1 1 duplicate
592 1 0 duplicate
592 3 1 duplicate
593 2 0 duplicate
593 0 1 duplicate
594 3 0 duplicate
594 2 1 duplicate
595 0 0 duplicate
595 1 1 duplicate
596 1 0 duplicate
596 3 1 duplicate
597 2 0 duplicate
597 0 1 duplicate
598 3 0 duplicate
598 2 1 duplicate
599 0 0 duplicate
599 1 1 duplicate
600 1 0  
600 3 1  
601 2 0 duplicate
601 0 1 duplicate
602 3 0 duplicate
602 2 1 duplicate
603 0 0 duplicate
603 1 1 duplicate
604 1 0  
604 3 1  
605 2 0 duplicate
605 0 1 duplicate
606 3 0 duplicate
606 2 1 duplicate
607 0 0 duplicate
607 1 1 duplicate
608 1 0 duplicate
608 3 1 duplicate
609 2 0 duplicate
609 0 1 duplicate
610 3 0 duplicate
610 2 1 duplicate
611 0 0 duplicate
611 1 1 duplicate
612 1 0 duplicate
612 3 1 duplicate
613 2 0 duplicate
613 0 1 duplicate
614 3 0 duplicate
614 2 1 duplicate
615 0 0 duplicate
615 1 1 duplicate
616 1 0 duplicate
616 3 1 duplicate
617 2 0 duplicate
617 0 1 duplicate
618 3 0 duplicate
618 2 1 duplicate
619 0 0 duplicate
619 1 1 duplicate
620 1 0 duplicate
620 3 1 duplicate
621 2 0 duplicate
621 0 1 duplicate
622 3 0 duplicate
622 2 1 duplicate
623 0 0 duplicate
623 1 1 duplicate
624 1 0 duplicate
624 3 1 duplicate
625 2 0 duplicate
625 0 1 duplicate
626 3 0 duplicate
626 2 1 duplicate
627 0 0 duplicate
627 1 1 duplicate
628 1 0 duplicate
628 3 1 duplicate
629 2 0 duplicate
629 0 1 duplicate
630 3 0 duplicate
630 2 1 duplicate
631 0 0 duplicate
631 1 1 duplicate
632 1 0 duplicate
632 3 1 duplicate
633 2 0 duplicate
633 0 1 duplicate
634 3 0 duplicate
634 2 1 duplicate
635 0 0 duplicate
635 1 1 duplicate
636 1 0  
636 3 1  
637 2 0 duplicate
637 0 1 duplicate
638 3 0 duplicate
638 2 1 duplicate
639 0 0 duplicate
639 1 1 duplicate
640 1 0  
640 3 1  
641 2 0 duplicate
641 0 1 duplicate
642 3 0 duplicate
642 2 1 duplicate
643 0 0 duplicate
643 1 1 duplicate
644 1 0  
644 3 1  
645 2 0 duplicate
645 0 1 duplicate
646 3 0 duplicate
646 2 1 duplicate
647 0 0 duplicate
647 1 1 duplicate
648 1 0 duplicate
648 3 1 duplicate
649 2 0 duplicate
649 0 1 duplicate
650 0 0 duplicate
650 2 1 duplicate
651 3 0 duplicate
651 1 1 duplicate
652 1 0 duplicate
652 3 1 duplicate
653 2 0 duplicate
653 0 1 duplicate
654 0 0 duplicate
654 2 1 duplicate
655 3 0 duplicate
655 1 1 duplicate
656 1 0 duplicate
656 3 1 duplicate
657 2 0 duplicate
657 0 1 duplicate
658 0 0 duplicate
658 2 1 duplicate
659 3 0 duplicate
659 1 1 duplicate
660 1 0 duplicate
660 3 1 duplicate
661 2 0 duplicate
661 0 1 duplicate
662 0 0 duplicate
662 2 1 duplicate
663 3 0 duplicate
663 1 1 duplicate
664 1 0  
664 3 1  
665 2 0 duplicate
665 0 1 duplicate
666 0 0 duplicate
666 1 1 duplicate
667 3 0 duplicate
667 3 1 duplicate
668 1 0 duplicate
668 2 1 duplicate
669 2 0 duplicate
669 0 1 duplicate
670 0 0 duplicate
670 1 1 duplicate
671 3 0  
671 3 1  
672 1 0 duplicate
672 2 1 duplicate
673 2 0 duplicate
673 0 1 duplicate
674 0 0 duplicate
674 1 1 duplicate
675 3 0  
675 3 1  
676 1 0 duplicate
676 2 1 duplicate
677 2 0 duplicate
677 0 1 duplicate
678 0 0 duplicate
678 1 1 duplicate
679 3 0  
679 3 1  
680 1 0 duplicate
680 2 1 duplicate
681 2 0  
681 0 1  
682 0 0 duplicate
682 1 1 duplicate
683 3 0 duplicate
683 3 1 duplicate
684 1 0 duplicate
684 2 1 duplicate
685 2 0 duplicate
685 0 1 duplicate
686 0 0 duplicate
686 1 1 duplicate
687 3 0 duplicate
687 3 1 duplicate
688 1 0 duplicate
688 2 1 duplicate
689 2 0 duplicate
689 0 1 duplicate
690 0 0  
690 1 1  
