2519580.66587 0
2519603.10629 1
2519603.25239 2
2519603.3982 3
2519603.54484 0
2519603.69093 1
2519603.83703 2
2519604.07002 3
2519604.32188 0
2519604.57334 1
2519604.82521 2
2519605.07666 3
2519605.32853 0
2519605.57997 1
2519605.8318 2
2519606.08329 3
2519606.33511 0
2519606.58661 1
2519606.83844 2
2519607.08992 3
2519607.34179 0
2519607.59324 1
2519607.8451 2
2519608.09655 3
2519608.34839 0
2519608.59987 1
2519608.8517 2
2519609.10318 3
2519609.35501 0
2519609.6065 1
2519609.85837 2
2519610.10982 3
2519610.36169 0
2519610.61313 1
2519610.86503 2
2519611.11645 3
2519611.36825 0
2519611.61977 1
2519611.87155 2
2519612.12307 3
2519612.37488 0
2519612.62639 2
2519612.87819 3
2519613.12971 0
2519613.3815 3
2519613.63302 2
2519613.88483 0
2519614.13634 3
2519614.41397 0
2519614.63966 1
2519614.89162 3
2519615.14297 0
2519615.39477 2
2519615.64629 1
2519615.89808 0
2519616.14962 3
2519616.4014 2
2519616.65293 1
2519616.90472 0
2519617.15624 3
2519617.40806 2
2519617.65955 1
2519617.91135 0
2519618.16289 1
2519618.41467 2
2519618.66621 3
2519618.91798 0
2519619.1695 1
2519619.42133 3
2519619.67282 2
2519619.92462 0
2519620.17613 1
2519620.42793 3
2519620.67947 2
2519620.93125 0
2519621.18277 1
2519621.43461 3
2519621.68609 2
2519621.93795 0
2519622.1894 1
2519622.44123 2
2519622.69272 3
2519622.94453 0
2519623.19603 1
2519623.4479 2
2519623.69934 3
2519623.95119 0
2519624.20266 1
2519624.45451 2
2519624.706 3
2519624.9578 0
2519625.2093 1
2519625.46113 3
2519625.71261 2
2519625.96448 0
2519626.21593 1
2519626.46777 3
2519626.71924 2
2519626.97109 0
2519627.22258 1
2519627.47441 3
2519627.72588 2
2519627.97774 0
2519628.22919 1
2519628.48105 3
2519628.73251 2
2519628.98436 0
2519629.23584 1
2519629.48767 3
2519629.73914 2
2519629.99098 0
2519630.24245 1
2519630.49431 3
2519630.74577 2
2519630.9976 0
2519631.24909 1
2519631.50088 3
2519631.75242 0
2519632.0042 2
2519632.25571 1
2519632.50752 3
2519632.75903 0
