2013 06 29 03 53 01 0.165144 
2013 06 29 03 53 02 0.171780 
2013 06 29 03 53 03 0.429867 
2013 06 29 03 53 04 0.688380 
2013 06 29 03 53 05 0.946442 
2013 06 29 03 53 07 0.456392 
2013 06 29 03 53 09 0.218193 
2013 06 29 03 53 10 0.979595 
2013 06 29 03 53 12 0.489546 
2013 06 29 03 53 13 0.747967 
2013 06 29 03 53 15 0.006122 
2013 06 29 03 53 16 0.516071 
2013 06 29 03 53 18 0.277804 
2013 06 29 03 53 19 0.284461 
2013 06 29 03 53 20 0.794383 
2013 06 29 03 53 23 0.311026 
2013 06 29 03 53 24 0.569131 
2013 06 29 03 53 25 0.575751 
2013 06 29 03 53 27 0.337566 
2013 06 29 03 53 28 0.847494 
2013 06 29 03 53 29 0.854066 
2013 06 29 03 53 31 0.364013 
2013 06 29 03 53 33 0.377277 
2013 06 29 03 53 34 0.887212 
2013 06 29 03 53 36 0.648685 
2013 06 29 03 53 38 0.158644 
2013 06 29 03 53 39 0.165272 
2013 06 29 03 53 40 0.675301 
2013 06 29 03 53 42 0.437011 
2013 06 29 03 53 43 0.443643 
2013 06 29 03 53 45 0.205050 
2013 06 29 03 53 46 0.715005 
2013 06 29 03 53 48 0.980133 
2013 06 29 03 53 50 0.489998 
2013 06 29 03 53 52 0.251465 
2013 06 29 03 53 53 0.761410 
2013 06 29 03 53 55 0.271353 
2013 06 29 03 53 56 0.277987 
2013 06 29 03 53 57 0.536422 
2013 06 29 03 53 59 0.046365 
2013 06 29 03 54 00 0.556385 
2013 06 29 03 54 02 0.066321 
2013 06 29 03 54 03 0.072964 
2013 06 29 03 54 04 0.582878 
2013 06 29 03 54 05 0.840987 
2013 06 29 03 54 07 0.350946 
2013 06 29 03 54 08 0.609436 
2013 06 29 03 54 10 0.119291 
2013 06 29 03 54 11 0.880765 
2013 06 29 03 54 13 0.894027 
2013 06 29 03 54 15 0.655772 
2013 06 29 03 54 17 0.417237 
2013 06 29 03 54 19 0.430503 
2013 06 29 03 54 21 0.192272 
2013 06 29 03 54 22 0.450397 
2013 06 29 03 54 24 0.212205 
2013 06 29 03 54 25 0.973601 
2013 06 29 03 54 27 0.735390 
2013 06 29 03 54 29 0.748610 
2013 06 29 03 54 31 0.510069 
2013 06 29 03 54 33 0.775120 
2013 06 29 03 54 35 0.285067 
2013 06 29 03 54 37 0.046539 
2013 06 29 03 54 37 0.801647 
2013 06 29 03 54 39 0.311594 
2013 06 29 03 54 41 0.324923 
2013 06 29 03 54 42 0.834850 
2013 06 29 03 54 44 0.596270 
2013 06 29 03 54 46 0.358066 
2013 06 29 03 54 47 0.868016 
2013 06 29 03 54 49 0.881214 
2013 06 29 03 54 51 0.139367 
2013 06 29 03 54 52 0.397803 
2013 06 29 03 54 54 0.159258 
2013 06 29 03 54 56 0.424337 
2013 06 29 03 54 58 0.689102 
2013 06 29 03 55 00 0.450862 
2013 06 29 03 55 01 0.960841 
2013 06 29 03 55 03 0.470776 
2013 06 29 03 55 05 0.484042 
2013 06 29 03 55 06 0.742149 
2013 06 29 03 55 09 0.007269 
2013 06 29 03 55 10 0.768668 
2013 06 29 03 55 12 0.530414 
2013 06 29 03 55 13 0.788558 
2013 06 29 03 55 16 0.053619 
2013 06 29 03 55 17 0.815080 
2013 06 29 03 55 19 0.576893 
2013 06 29 03 55 21 0.338306 
2013 06 29 03 55 22 0.596766 
2013 06 29 03 55 24 0.610037 
2013 06 29 03 55 25 0.868136 
2013 06 29 03 55 27 0.629941 
2013 06 29 03 55 29 0.391335 
2013 06 29 03 55 32 0.159711 
2013 06 29 03 55 33 0.669656 
2013 06 29 03 55 34 0.927803 
2013 06 29 03 55 36 0.186225 
2013 06 29 03 55 37 0.696183 
2013 06 29 03 55 39 0.457648 
2013 06 29 03 55 41 0.219455 
2013 06 29 03 55 43 0.736042 
2013 06 29 03 55 45 0.497437 
2013 06 29 03 55 47 0.510694 
2013 06 29 03 55 48 0.769208 
2013 06 29 03 55 50 0.782442 
2013 06 29 03 55 53 0.298987 
2013 06 29 03 55 54 0.808929 
2013 06 29 03 55 55 0.563739 
2013 06 29 03 55 57 0.577001 
2013 06 29 03 55 59 0.338767 
2013 06 29 03 56 01 0.100204 
2013 06 29 03 56 02 0.861958 
2013 06 29 03 56 04 0.371923 
2013 06 29 03 56 06 0.636670 
2013 06 29 03 56 07 0.895092 
2013 06 29 03 56 09 0.908425 
2013 06 29 03 56 11 0.166513 
2013 06 29 03 56 12 0.676461 
2013 06 29 03 56 14 0.186436 
2013 06 29 03 56 15 0.948187 
2013 06 29 03 56 17 0.458153 
2013 06 29 03 56 18 0.968094 
2013 06 29 03 56 20 0.981305 
2013 06 29 03 56 22 0.742761 
2013 06 29 03 56 24 0.504513 
2013 06 29 03 56 26 0.014454 
2013 06 29 03 56 28 0.279238 
2013 06 29 03 56 30 0.544325 
2013 06 29 03 56 32 0.305757 
2013 06 29 03 56 34 0.319013 
2013 06 29 03 56 35 0.325646 
2013 06 29 03 56 37 0.087478 
2013 06 29 03 56 38 0.345560 
2013 06 29 03 56 52 0.690216 
2013 06 29 03 56 43 0.882012 
2013 06 29 03 56 45 0.391948 
2013 06 29 03 56 47 0.657015 
2013 06 29 03 56 49 0.418497 
2013 06 29 03 56 50 0.676948 
2013 06 29 03 56 51 0.683562 
2013 06 29 03 56 52 0.941679 
2013 06 29 03 56 54 0.451632 
2013 06 29 03 56 55 0.961596 
2013 06 29 03 56 57 0.220047 
2013 06 29 03 56 58 0.981466 
2013 06 29 03 57 00 0.743211 
2013 06 29 03 57 02 0.504669 
2013 06 29 03 57 04 0.014616 
2013 06 29 03 57 05 0.273052 
2013 06 29 03 57 06 0.531190 
2013 06 29 03 57 08 0.796258 
2013 06 29 03 57 10 0.809583 
