2013-06-29 03:53:00.660	0
2013-06-29 03:53:00.912	1
2013-06-29 03:53:01.163	3
2013-06-29 03:53:01.415	2
2013-06-29 03:53:01.667	0
2013-06-29 03:53:01.918	1
2013-06-29 03:53:02.170	3
2013-06-29 03:53:02.422	2
2013-06-29 03:53:02.673	0
2013-06-29 03:53:02.925	1
2013-06-29 03:53:03.177	3
2013-06-29 03:53:03.428	2
2013-06-29 03:53:03.680	0
2013-06-29 03:53:03.932	1
2013-06-29 03:53:04.183	3
2013-06-29 03:53:04.435	2
2013-06-29 03:53:04.687	0
2013-06-29 03:53:04.938	1
2013-06-29 03:53:05.190	3
2013-06-29 03:53:05.441	2
2013-06-29 03:53:05.693	0
2013-06-29 03:53:05.945	1
2013-06-29 03:53:06.197	3
2013-06-29 03:53:06.448	2
2013-06-29 03:53:06.700	0
2013-06-29 03:53:06.951	1
2013-06-29 03:53:07.203	3
2013-06-29 03:53:07.455	2
2013-06-29 03:53:07.707	0
2013-06-29 03:53:07.958	1
2013-06-29 03:53:08.210	3
2013-06-29 03:53:08.461	2
2013-06-29 03:53:08.713	0
2013-06-29 03:53:08.965	1
2013-06-29 03:53:09.216	3
2013-06-29 03:53:09.468	2
2013-06-29 03:53:09.720	0
2013-06-29 03:53:09.971	1
2013-06-29 03:53:10.223	3
2013-06-29 03:53:10.475	2
2013-06-29 03:53:10.726	0
2013-06-29 03:53:10.978	1
2013-06-29 03:53:11.230	3
2013-06-29 03:53:11.481	2
2013-06-29 03:53:11.733	0
2013-06-29 03:53:11.985	1
2013-06-29 03:53:12.236	3
2013-06-29 03:53:12.488	2
2013-06-29 03:53:12.740	0
2013-06-29 03:53:12.991	1
2013-06-29 03:53:13.243	3
2013-06-29 03:53:13.494	2
2013-06-29 03:53:13.746	0
2013-06-29 03:53:13.998	1
2013-06-29 03:53:14.250	3
2013-06-29 03:53:14.501	2
2013-06-29 03:53:14.753	0
2013-06-29 03:53:15.004	1
2013-06-29 03:53:15.256	3
2013-06-29 03:53:15.508	2
2013-06-29 03:53:15.760	0
2013-06-29 03:53:16.011	1
2013-06-29 03:53:16.263	3
2013-06-29 03:53:16.514	0
2013-06-29 03:53:16.766	2
2013-06-29 03:53:17.018	1
2013-06-29 03:53:17.269	3
2013-06-29 03:53:17.521	0
2013-06-29 03:53:17.773	2
2013-06-29 03:53:18.024	1
2013-06-29 03:53:18.276	3
2013-06-29 03:53:18.528	0
2013-06-29 03:53:18.779	2
2013-06-29 03:53:19.031	1
2013-06-29 03:53:19.283	3
2013-06-29 03:53:19.534	0
2013-06-29 03:53:19.786	2
2013-06-29 03:53:20.038	1
2013-06-29 03:53:20.289	3
2013-06-29 03:53:20.541	0
2013-06-29 03:53:20.793	2
2013-06-29 03:53:21.044	1
2013-06-29 03:53:21.296	3
2013-06-29 03:53:21.548	0
2013-06-29 03:53:21.799	2
2013-06-29 03:53:22.051	1
2013-06-29 03:53:22.303	3
2013-06-29 03:53:22.554	0
2013-06-29 03:53:22.806	2
2013-06-29 03:53:23.058	1
2013-06-29 03:53:23.309	3
2013-06-29 03:53:23.561	0
2013-06-29 03:53:23.813	2
2013-06-29 03:53:24.064	1
2013-06-29 03:53:24.316	3
2013-06-29 03:53:24.567	0
2013-06-29 03:53:24.819	2
2013-06-29 03:53:25.071	1
2013-06-29 03:53:25.323	3
2013-06-29 03:53:25.574	0
2013-06-29 03:53:25.826	2
2013-06-29 03:53:26.077	1
2013-06-29 03:53:26.329	3
2013-06-29 03:53:26.581	0
2013-06-29 03:53:26.832	2
2013-06-29 03:53:27.084	1
2013-06-29 03:53:27.336	3
2013-06-29 03:53:27.587	0
2013-06-29 03:53:27.839	2
2013-06-29 03:53:28.091	1
2013-06-29 03:53:28.342	3
2013-06-29 03:53:28.594	0
2013-06-29 03:53:28.846	2
2013-06-29 03:53:29.097	1
