2 3 0 duplicate
2 1 1 duplicate
3 2 0 duplicate
3 2 1 duplicate
4 1 0  
4 3 1  
5 0 0 duplicate
5 0 1 duplicate
6 3 0 duplicate
6 2 1 duplicate
7 2 0 duplicate
7 1 1 duplicate
8 1 0 duplicate
8 3 1 duplicate
9 0 0 duplicate
9 0 1 duplicate
10 3 0 duplicate
10 2 1 duplicate
11 2 0 duplicate
11 1 1 duplicate
12 1 0 duplicate
12 3 1 duplicate
13 0 0 duplicate
13 0 1 duplicate
14 3 0 duplicate
14 2 1 duplicate
15 2 0 duplicate
15 1 1 duplicate
16 1 0 duplicate
16 3 1 duplicate
17 0 0 duplicate
17 0 1 duplicate
18 3 0 duplicate
18 2 1 duplicate
19 2 0 duplicate
19 1 1 duplicate
20 1 0 duplicate
20 3 1 duplicate
21 0 0 duplicate
21 0 1 duplicate
22 3 0 duplicate
22 2 1 duplicate
23 2 0  
23 1 1  
24 1 0 duplicate
24 3 1 duplicate
25 0 0 duplicate
25 0 1 duplicate
26 3 0 duplicate
26 2 1 duplicate
27 2 0 duplicate
27 1 1 duplicate
28 1 0  
28 3 1  
29 0 0 duplicate
29 0 1 duplicate
30 3 0 duplicate
30 2 1 duplicate
31 2 0 duplicate
31 3 1 duplicate
32 1 0 duplicate
32 1 1 duplicate
33 0 0 duplicate
33 0 1 duplicate
34 3 0 duplicate
34 2 1 duplicate
35 2 0 duplicate
35 3 1 duplicate
36 1 0 duplicate
36 1 1 duplicate
37 0 0 duplicate
37 0 1 duplicate
38 3 0 duplicate
38 2 1 duplicate
39 2 0 duplicate
39 3 1 duplicate
40 1 0 duplicate
40 1 1 duplicate
41 0 0 duplicate
41 0 1 duplicate
42 3 0 duplicate
42 2 1 duplicate
43 2 0  
43 3 1  
44 0 0 duplicate
44 1 1 duplicate
45 1 0 duplicate
45 0 1 duplicate
46 3 0 duplicate
46 2 1 duplicate
47 2 0  
47 3 1  
48 0 0 duplicate
48 1 1 duplicate
49 1 0  
49 2 1  
50 3 0 duplicate
50 0 1 duplicate
51 2 0  
51 3 1  
52 0 0 duplicate
52 1 1 duplicate
53 1 0 duplicate
53 2 1 duplicate
54 3 0  
54 3 1  
55 2 0 duplicate
55 0 1 duplicate
56 0 0 duplicate
56 2 1 duplicate
57 1 0  
57 1 1  
58 3 0  
58 3 1  
59 2 0 duplicate
59 0 1 duplicate
60 0 0 duplicate
60 2 1 duplicate
61 1 0 duplicate
61 1 1 duplicate
62 3 0 duplicate
62 3 1 duplicate
63 0 0 duplicate
63 0 1 duplicate
64 2 0 duplicate
64 2 1 duplicate
65 1 0  
65 1 1  
66 3 0 duplicate
66 3 1 duplicate
67 0 0 duplicate
67 0 1 duplicate
68 2 0 duplicate
68 2 1 duplicate
69 1 0 duplicate
69 1 1 duplicate
70 3 0 duplicate
70 3 1 duplicate
71 0 0 duplicate
71 0 1 duplicate
72 2 0 duplicate
72 2 1 duplicate
73 1 0 duplicate
73 3 1 duplicate
74 3 0 duplicate
74 1 1 duplicate
75 0 0 duplicate
75 0 1 duplicate
76 2 0 duplicate
76 2 1 duplicate
77 1 0 duplicate
77 3 1 duplicate
78 0 0 duplicate
78 1 1 duplicate
79 3 0 duplicate
79 0 1 duplicate
80 2 0 duplicate
80 2 1 duplicate
81 0 0 duplicate
81 3 1 duplicate
82 1 0 duplicate
82 1 1 duplicate
83 3 0 duplicate
83 0 1 duplicate
84 2 0  
84 2 1  
85 0 0 duplicate
85 3 1 duplicate
86 1 0 duplicate
86 1 1 duplicate
87 3 0 duplicate
87 0 1 duplicate
88 2 0  
88 2 1  
89 0 0 duplicate
89 3 1 duplicate
90 1 0 duplicate
90 1 1 duplicate
91 3 0 duplicate
91 0 1 duplicate
92 2 0 duplicate
92 2 1 duplicate
93 0 0 duplicate
93 3 1 duplicate
94 1 0 duplicate
94 1 1 duplicate
95 3 0 duplicate
95 0 1 duplicate
96 2 0 duplicate
96 2 1 duplicate
97 0 0 duplicate
97 3 1 duplicate
98 1 0 duplicate
98 1 1 duplicate
99 3 0 duplicate
99 0 1 duplicate
100 0 0 duplicate
100 2 1 duplicate
101 2 0  
101 3 1  
102 1 0 duplicate
102 1 1 duplicate
103 0 0 duplicate
103 0 1 duplicate
104 3 0 duplicate
104 2 1 duplicate
